Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15815,5202496314,youdacao (124/150),397,46.5,G Cameron Young G Russell Henley G J.J. Spaun G Eric Cole G Kevin Yu G Austin Smotherman,,,,,
15815,5202496522,camhunter (3/5),397,46.5,G Wyndham Clark G Ben Griffin G Ryan Gerard G Akshay Bhatia G Jackson Suber G Benjamin James,,,,,
15815,5202538429,playdeezjmw (3/3),397,46.5,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Nicolai Højgaard G Rasmus Neergaard-Petersen G Davis Chatfield,,,,,
15815,5202559341,mattbob72,397,46.5,G Si Woo Kim G Jackson Koivun G Jake Knapp G Johnny Keefer G Ben Kohles G Aldrich Potgieter,,,,,
15815,5202654245,bostonthetruth (2/2),397,46.5,G Wyndham Clark G Ryan Gerard G Harris English G Akshay Bhatia G Marco Penge G Johnny Keefer,,,,,
15815,5202907495,julianjg007,397,46.5,G Wyndham Clark G Ryan Gerard G Harris English G Akshay Bhatia G Johnny Keefer G Rasmus Neergaard-Petersen,,,,,
15815,5203217410,CloseEveryTime (5/5),397,46.5,G Si Woo Kim G Jackson Koivun G J.J. Spaun G Jackson Suber G Aldrich Potgieter G Benjamin James,,,,,
15815,5201239939,eastcoastcashmoney,396,46.5,G Cameron Young G Si Woo Kim G Hideki Matsuyama G Christiaan Bezuidenhout G Sungjae Im G Joel Dahmen,,,,,
15815,5202613931,PetrGibbons (33/150),396,46.5,G Chris Gotterup G Patrick Cantlay G J.J. Spaun G Eric Cole G Matti Schmid G Max McGreevy,,,,,
15815,5202980384,bmozley24 (88/118),396,46.5,G Cameron Young G Si Woo Kim G Michael Brennan G Corey Conners G Christiaan Bezuidenhout G Joel Dahmen,,,,,
15815,5201101319,mwmagee87 (10/10),395,46.5,G Xander Schauffele G Patrick Cantlay G Ryan Gerard G Johnny Keefer G Rasmus Neergaard-Petersen G Christiaan Bezuidenhout,,,,,
15815,5201925411,lsahr (143/150),395,46.5,G Si Woo Kim G Ryan Gerard G Harris English G Eric Cole G Jackson Suber G Benjamin James,,,,,
15815,5202005657,vtjoshk (4/10),395,46.5,G Xander Schauffele G Jake Knapp G Ryan Gerard G Johnny Keefer G Rasmus Neergaard-Petersen G Christiaan Bezuidenhout,,,,,
15815,5202013740,EggmansFinest (3/4),395,46.5,G Xander Schauffele G J.J. Spaun G Akshay Bhatia G Michael Brennan G Johnny Keefer G Seamus Power,,,,,
15815,5202526043,Pressure84 (1/2),395,46.5,G Si Woo Kim G Hideki Matsuyama G Ryan Gerard G Eric Cole G Jackson Suber G Benjamin James,,,,,
15815,5202582583,jodeo78 (2/5),395,46.5,G Xander Schauffele G Ryan Gerard G Michael Thorbjornsen G Corey Conners G Johnny Keefer G Christiaan Bezuidenhout,,,,,
15815,5202800964,jrow01,395,46.5,G Chris Gotterup G Wyndham Clark G Russell Henley G Ryan Gerard G Adrien Dumont De Chassart G Brad Dalke,,,,,
15815,5202806560,rkinzie1 (3/4),395,46.5,G Chris Gotterup G Ryan Gerard G Akshay Bhatia G Jacob Bridgeman G Davis Thompson G Rasmus Neergaard-Petersen,,,,,
15815,5202984608,Moderow93,395,46.5,G Chris Gotterup G Ryan Gerard G Akshay Bhatia G Jacob Bridgeman G Davis Thompson G Ben Kohles,,,,,
15815,5203173230,cookiemonsta (25/38),395,46.5,G Chris Gotterup G Ryan Gerard G Akshay Bhatia G Nicolai Højgaard G Davis Thompson G A.J. Ewart,,,,,
15815,5203181922,squinn23m (43/70),395,46.5,G Chris Gotterup G Ryan Gerard G Akshay Bhatia G Michael Brennan G Davis Thompson G Ryo Hisatsune,,,,,
15815,5200770163,Hpatel30,394,46.5,G Cameron Young G Chris Gotterup G Jackson Koivun G Aldrich Potgieter G Nicolas Echavarria G William Jennings,,,,,
15815,5201386083,DrCarsonstein (10/150),394,46.5,G Wyndham Clark G Ryan Gerard G Akshay Bhatia G Michael Thorbjornsen G Davis Thompson G Jackson Suber,,,,,
15815,5201531800,afuruyama (133/150),394,46.5,G Jackson Koivun G Russell Henley G Ryan Gerard G Harris English G Johnny Keefer G Zac Blair,,,,,
15815,5201925336,lsahr (68/150),394,46.5,G Wyndham Clark G Ryan Gerard G Akshay Bhatia G Nicolai Højgaard G Davis Thompson G Rasmus Neergaard-Petersen,,,,,
15815,5202389061,giantsquid (88/150),394,46.5,G Xander Schauffele G Wyndham Clark G Ryan Gerard G Davis Thompson G Jordan L. Smith G Sungjae Im,,,,,
15815,5202466477,hixx (13/150),394,46.5,G Wyndham Clark G J.J. Spaun G Ryan Gerard G Akshay Bhatia G Davis Thompson G Ben Kohles,,,,,
15815,5202554774,TazMazz13 (7/61),394,46.5,G Xander Schauffele G Wyndham Clark G Ryan Gerard G Davis Thompson G Jordan L. Smith G Sungjae Im,,,,,
15815,5202926244,BobbyRiver (1/4),394,46.5,G Cameron Young G Jackson Koivun G Ryan Gerard G Johnny Keefer G Ben Kohles G Zac Blair,,,,,
15815,5203056563,ryder18 (1/2),394,46.5,G Jackson Koivun G Hideki Matsuyama G Ben Griffin G Ryan Gerard G Benjamin James G Zac Blair,,,,,
15815,5203141194,DFSTUNNA,394,46.5,G Cameron Young G Wyndham Clark G Ryan Gerard G Jacob Bridgeman G Eric Cole G Ryan Ruffels,,,,,
15815,5203165352,stack4456 (2/2),394,46.5,G Wyndham Clark G Jake Knapp G Ryan Gerard G Akshay Bhatia G Davis Thompson G Taylor Pendrith,,,,,
15815,5201531807,afuruyama (140/150),393,46.5,G Si Woo Kim G Wyndham Clark G Nicolai Højgaard G Eric Cole G Sudarshan Yellamaraju G Jesper Svensson,,,,,
15815,5202591379,shanenolan (3/3),393,46.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Michael Brennan G Aldrich Potgieter G Nicolas Echavarria,,,,,
15815,5202703597,EPCBOSS (23/24),393,46.5,G Xander Schauffele G Jackson Koivun G Jordan Spieth G Eric Cole G Jesper Svensson G Matti Schmid,,,,,
15815,5202786178,eleanor369 (1/2),393,46.5,G Si Woo Kim G Jackson Koivun G Jake Knapp G Akshay Bhatia G Mac Meissner G Aaron Wise,,,,,
15815,5203051168,rotti,393,46.5,G Chris Gotterup G Wyndham Clark G Jake Knapp G Jackson Suber G Sam Stevens G Lucas Glover,,,,,
15815,5200332165,Fantassin (26/150),392,46.5,G Si Woo Kim G Patrick Cantlay G Ryan Gerard G Michael Thorbjornsen G Davis Thompson G Max McGreevy,,,,,
15815,5200613399,winningcircle100 (1/2),392,46.5,G Cameron Young G Jake Knapp G Akshay Bhatia G Eric Cole G Seamus Power G Davis Chatfield,,,,,
15815,5200959749,kslukeok (1/8),392,46.5,G Si Woo Kim G Jake Knapp G Ryan Gerard G Davis Thompson G Eric Cole G Jackson Suber,,,,,
15815,5201132167,wtread5 (37/150),392,46.5,G Si Woo Kim G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Eric Cole G Jackson Suber,,,,,
15815,5201220332,rbroyles88 (4/150),392,46.5,G Chris Gotterup G Hideki Matsuyama G Michael Thorbjornsen G Davis Thompson G Eric Cole G Aldrich Potgieter,,,,,
15815,5201406152,VicViP (8/14),392,46.5,G Si Woo Kim G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Eric Cole G Denny McCarthy,,,,,
15815,5202207440,mstrong11 (3/5),392,46.5,G Si Woo Kim G Jake Knapp G Ryan Gerard G Davis Thompson G Eric Cole G Jackson Suber,,,,,
15815,5202641351,lboisclair23 (20/40),392,46.5,G Chris Gotterup G Hideki Matsuyama G Ryan Gerard G Jacob Bridgeman G Eric Cole G Nicolas Echavarria,,,,,
15815,5202643770,pompeo22 (2/5),392,46.5,G Si Woo Kim G Ryan Gerard G Michael Thorbjornsen G Michael Brennan G Davis Thompson G Eric Cole,,,,,
15815,5202849616,winbone38 (7/15),392,46.5,G Si Woo Kim G Jake Knapp G Ryan Gerard G Davis Thompson G Eric Cole G Ryo Hisatsune,,,,,
15815,5203125944,TheFantasyBros (43/150),392,46.5,G Xander Schauffele G Si Woo Kim G Akshay Bhatia G Jacob Bridgeman G Sungjae Im G William Mouw,,,,,
15815,5201067657,c_aaron (6/8),391,46.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Jacob Bridgeman G Ben Kohles G Chandler Phillips,,,,,
15815,5201144399,jeranko,391,46.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Michael Thorbjornsen G Chandler Phillips G A.J. Ewart,,,,,
15815,5201621134,bigal13 (2/4),391,46.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Ryo Hisatsune G Ben Kohles G Chandler Phillips,,,,,
15815,5201971017,steel4ever,391,46.5,G Chris Gotterup G Wyndham Clark G Ryan Gerard G Jordan Spieth G Ryo Hisatsune G Lucas Glover,,,,,
15815,5201979562,crainm77,391,46.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Jacob Bridgeman G Ben Kohles G Chandler Phillips,,,,,
15815,5202097850,tinderella (46/150),391,46.5,G Xander Schauffele G Jackson Koivun G Patrick Cantlay G Sam Stevens G Jesper Svensson G Nicolas Echavarria,,,,,
15815,5202319510,whatl3y (3/75),391,46.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Marco Penge G Billy Horschel G Chandler Phillips,,,,,
15815,5202491337,Meat61 (2/2),391,46.5,G Chris Gotterup G Wyndham Clark G Jake Knapp G Ryan Gerard G Lucas Glover G Andrew Putnam,,,,,
15815,5203021512,Ponta01 (90/90),391,46.5,G Xander Schauffele G Si Woo Kim G Akshay Bhatia G Michael Brennan G Andrew Novak G Matti Schmid,,,,,
15815,5201315816,nole91 (33/50),390,46.5,G Cameron Young G Xander Schauffele G Davis Thompson G Doug Ghim G Aldrich Potgieter G Nicolas Echavarria,,,,,
15815,5201413377,MLDCATS1,390,46.5,G Si Woo Kim G Wyndham Clark G Ryan Gerard G Nicolai Højgaard G Max Greyserman G Chandler Phillips,,,,,
15815,5201529678,blairpiddington (5/7),390,46.5,G Jackson Koivun G Ben Griffin G Ryan Gerard G Akshay Bhatia G Marco Penge G Chandler Phillips,,,,,
15815,5201949659,nza777 (14/16),390,46.5,G Jackson Koivun G Jake Knapp G Ryan Gerard G Akshay Bhatia G Michael Brennan G Chandler Phillips,,,,,
15815,5202306114,mdub_313 (1/5),390,46.5,G Jackson Koivun G Russell Henley G Ryan Gerard G Akshay Bhatia G Jackson Suber G Chandler Phillips,,,,,
15815,5202319514,whatl3y (7/75),390,46.5,G Cameron Young G Si Woo Kim G Ryan Gerard G Johnny Keefer G Keita Nakajima G Chandler Phillips,,,,,
15815,5202380399,pappyumn (2/2),390,46.5,G Jackson Koivun G Jake Knapp G Ryan Gerard G Akshay Bhatia G Jacob Bridgeman G Chandler Phillips,,,,,
15815,5202625735,dgrannyv (52/60),390,46.5,G Jackson Koivun G Ryan Gerard G Harris English G Akshay Bhatia G Nicolai Højgaard G Chandler Phillips,,,,,
15815,5202635377,84terp (4/4),390,46.5,G Si Woo Kim G Jackson Koivun G J.J. Spaun G Ryan Gerard G Lee Hodges G Austin Smotherman,,,,,
15815,5202934989,no1pizza (3/3),390,46.5,G Cameron Young G Jackson Koivun G Eric Cole G Denny McCarthy G Sam Stevens G Lucas Glover,,,,,
15815,5203018766,jeremyqking1 (68/150),390,46.5,G Si Woo Kim G Wyndham Clark G Ryan Gerard G Jacob Bridgeman G Rasmus Neergaard-Petersen G Chandler Phillips,,,,,
15815,5203218250,bradleytodd15 (2/2),390,46.5,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Akshay Bhatia G Jackson Suber G Chandler Phillips,,,,,
15815,5203238315,kdsdawgbones (22/22),390,46.5,G Si Woo Kim G Wyndham Clark G Patrick Cantlay G Ryan Gerard G Chandler Phillips G Cameron Davis,,,,,
15815,5202656013,Centoscudi (2/2),389,46.5,G Xander Schauffele G Chris Gotterup G Russell Henley G Akshay Bhatia G Nick Dunlap G Justin Quiban,,,,,
15815,5199445222,brutusdabarber (1/18),388,46.5,G Si Woo Kim G Patrick Cantlay G Ryan Gerard G Nicolai Højgaard G Christiaan Bezuidenhout G Chandler Phillips,,,,,
15815,5202013430,BirdGang919 (3/9),388,46.5,G Cameron Young G Si Woo Kim G Akshay Bhatia G Rasmus Neergaard-Petersen G Seamus Power G Chandler Phillips,,,,,
15815,5203057161,tromorri,388,46.5,G Si Woo Kim G Russell Henley G Jake Knapp G Ryan Gerard G Chandler Phillips G Joel Dahmen,,,,,
15815,5201578371,Dubbleb2 (78/150),387,46.5,G Xander Schauffele G Si Woo Kim G Michael Thorbjornsen G Davis Thompson G Benjamin James G Austin Smotherman,,,,,
15815,5202109999,wildbill0323,385,46.5,G Cameron Young G Jackson Koivun G Hideki Matsuyama G Seamus Power G Lucas Glover G Zac Blair,,,,,
15815,5203007900,Ngiang73 (3/3),385,46.5,G Cameron Young G Jackson Koivun G Hideki Matsuyama G Seamus Power G Lucas Glover G Zac Blair,,,,,
15815,5200721255,louba5 (3/3),384,46.5,G Xander Schauffele G Si Woo Kim G Ben Griffin G Aldrich Potgieter G Andrew Novak G Nicolas Echavarria,,,,,
15815,5201665920,joehlers,329,46.5,G Xander Schauffele G Chris Gotterup G Jackson Koivun G Brooks Koepka G Joe Highsmith G Brad Dalke,,,,,
16115,5198230079,pludwig (16/150),417,46,G Russell Henley G Patrick Cantlay G Rickie Fowler G Ben Kohles G Benjamin James G Jordan L. Smith,,,,,
16115,5200073613,cowboysfan4forlife,417,46,G Russell Henley G Hideki Matsuyama G Jake Knapp G Rickie Fowler G Jackson Suber G Johnny Keefer,,,,,
16115,5200612751,ddry (34/150),417,46,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Denny McCarthy G Max Greyserman G Benjamin James,,,,,
16115,5200612820,ddry (103/150),417,46,G Russell Henley G Hideki Matsuyama G J.J. Spaun G Rickie Fowler G Johnny Keefer G Rasmus Neergaard-Petersen,,,,,
16115,5200667200,Cedarmanx (31/39),417,46,G Patrick Cantlay G Ben Griffin G Jake Knapp G Rickie Fowler G Corey Conners G Johnny Keefer,,,,,
16115,5200728591,mrk050733,417,46,G Russell Henley G Hideki Matsuyama G Jake Knapp G Rickie Fowler G Corey Conners G Johnny Keefer,,,,,
16115,5201220419,rbroyles88 (91/150),417,46,G Patrick Cantlay G Ben Griffin G Nicolai Højgaard G Rickie Fowler G Michael Brennan G Johnny Keefer,,,,,
16115,5201240055,dbsultan (8/17),417,46,G Cameron Young G Russell Henley G Rickie Fowler G Marco Penge G Benjamin James G Sudarshan Yellamaraju,,,,,
16115,5201601888,jfkcoke27 (1/2),417,46,G Cameron Young G Jake Knapp G Rickie Fowler G Michael Brennan G Johnny Keefer G Sudarshan Yellamaraju,,,,,
16115,5201762430,funkopolis (2/2),417,46,G Russell Henley G Hideki Matsuyama G J.J. Spaun G Rickie Fowler G Johnny Keefer G Rasmus Neergaard-Petersen,,,,,
16115,5201833393,budfox1969 (7/7),417,46,G Ben Griffin G Jake Knapp G J.J. Spaun G Michael Thorbjornsen G Rickie Fowler G Benjamin James,,,,,
16115,5201902991,7837birmingham (4/12),417,46,G Cameron Young G Ben Griffin G Rickie Fowler G Ryo Hisatsune G Jackson Suber G Johnny Keefer,,,,,
16115,5202340806,JonCarroll03 (8/8),417,46,G Russell Henley G Ben Griffin G Jake Knapp G Rickie Fowler G Jackson Suber G Johnny Keefer,,,,,
16115,5202408217,FlavorFlav (11/117),417,46,G Cameron Young G Ben Griffin G Rickie Fowler G Jacob Bridgeman G Max Greyserman G Benjamin James,,,,,
16115,5202613940,PetrGibbons (42/150),417,46,G Patrick Cantlay G Hideki Matsuyama G Michael Thorbjornsen G Rickie Fowler G Jacob Bridgeman G Johnny Keefer,,,,,
16115,5202624339,Nahcoach29,417,46,G Russell Henley G Patrick Cantlay G Jake Knapp G Rickie Fowler G Jackson Suber G Benjamin James,,,,,
16115,5202652425,kmcnutt1017 (23/34),417,46,G Hideki Matsuyama G Jake Knapp G J.J. Spaun G Rickie Fowler G Michael Brennan G Johnny Keefer,,,,,
16115,5202788084,pschmelzle (2/2),417,46,G Russell Henley G Hideki Matsuyama G Ben Griffin G Rickie Fowler G Ben Kohles G Benjamin James,,,,,
16115,5202897131,Purplefrog (2/2),417,46,G Ben Griffin G Rickie Fowler G Marco Penge G Ryo Hisatsune G Corey Conners G Benjamin James,,,,,
16115,5203050742,AJSieve (2/2),417,46,G Cameron Young G Jake Knapp G Rickie Fowler G Michael Brennan G Johnny Keefer G Ben Kohles,,,,,
16115,5203088456,Skibasher (142/150),417,46,G Russell Henley G Harris English G Rickie Fowler G Denny McCarthy G Johnny Keefer G Ben Kohles,,,,,
16115,5203126770,TomG2NiceWithIt (1/2),417,46,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Jackson Suber G Ben Kohles G Benjamin James,,,,,
16115,5203129565,sbcousle (43/150),417,46,G Cameron Young G Russell Henley G Rickie Fowler G Ryo Hisatsune G Ben Kohles G Benjamin James,,,,,
16115,5203142595,johnnypancake,417,46,G Russell Henley G J.J. Spaun G Harris English G Rickie Fowler G Jacob Bridgeman G Johnny Keefer,,,,,
16115,5203176691,HUGOFONTES (2/2),417,46,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Ryo Hisatsune G Corey Conners G Benjamin James,,,,,
16115,5203215698,jbanek31 (92/150),417,46,G Cameron Young G Patrick Cantlay G Michael Thorbjornsen G Rickie Fowler G Benjamin James G Tom Hoge,,,,,
16115,5198230103,pludwig (40/150),416,46,G Cameron Young G Ben Griffin G Keegan Bradley G Ryo Hisatsune G Johnny Keefer G Matt Wallace,,,,,
16115,5201245535,OneDropKing (29/150),416,46,G Hideki Matsuyama G J.J. Spaun G Nicolai Højgaard G Michael Thorbjornsen G Keegan Bradley G Johnny Keefer,,,,,
16115,5201372915,mbhabes (50/150),416,46,G Patrick Cantlay G Jake Knapp G J.J. Spaun G Nicolai Højgaard G Keegan Bradley G Benjamin James,,,,,
16115,5201395473,larsupial (30/44),416,46,G Cameron Young G Nicolai Højgaard G Michael Thorbjornsen G Keegan Bradley G Marco Penge G Johnny Keefer,,,,,
16115,5201534418,jmowery (6/8),416,46,G Cameron Young G J.J. Spaun G Michael Brennan G Keegan Bradley G Jackson Suber G Johnny Keefer,,,,,
16115,5202019768,andarmac99 (2/5),416,46,G Cameron Young G J.J. Spaun G Michael Thorbjornsen G Keegan Bradley G Jackson Suber G Benjamin James,,,,,
16115,5202080534,zroth2 (50/150),416,46,G Russell Henley G Patrick Cantlay G Ben Griffin G Keegan Bradley G Max Greyserman G Benjamin James,,,,,
16115,5202439982,ArtSchoolCool (10/19),416,46,G Cameron Young G Russell Henley G Keegan Bradley G Johnny Keefer G Matt Wallace G Billy Horschel,,,,,
16115,5202444724,ajg12991 (4/150),416,46,G Cameron Young G J.J. Spaun G Michael Thorbjornsen G Keegan Bradley G Johnny Keefer G Rasmus Neergaard-Petersen,,,,,
16115,5202445634,tmoney88 (27/40),416,46,G Cameron Young G Patrick Cantlay G Jacob Bridgeman G Keegan Bradley G Rasmus Neergaard-Petersen G Benjamin James,,,,,
16115,5202565148,kyleboneski (37/58),416,46,G Patrick Cantlay G Hideki Matsuyama G Ben Griffin G Jacob Bridgeman G Keegan Bradley G Benjamin James,,,,,
16115,5202906525,SexyPaiGow33 (3/3),416,46,G Cameron Young G J.J. Spaun G Michael Thorbjornsen G Keegan Bradley G Johnny Keefer G Max Greyserman,,,,,
16115,5202973462,TooEasy27 (134/150),416,46,G Russell Henley G Jake Knapp G J.J. Spaun G Michael Thorbjornsen G Keegan Bradley G Benjamin James,,,,,
16115,5203174602,Ayomi1 (7/9),416,46,G Cameron Young G Hideki Matsuyama G Jacob Bridgeman G Keegan Bradley G Denny McCarthy G Benjamin James,,,,,
16115,5203213427,Komah (7/8),416,46,G Russell Henley G Hideki Matsuyama G Jake Knapp G Jacob Bridgeman G Keegan Bradley G Benjamin James,,,,,
16115,5200172891,souperdg (4/15),414,46,G Cameron Young G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber G Lee Hodges,,,,,
16115,5200550254,Spookdog (7/16),414,46,G Hideki Matsuyama G Jake Knapp G J.J. Spaun G Rickie Fowler G Davis Thompson G Rasmus Neergaard-Petersen,,,,,
16115,5200557821,travislewis1976 (1/2),414,46,G Cameron Young G Nicolai Højgaard G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Corey Conners,,,,,
16115,5200836519,4udoctor (8/8),414,46,G Russell Henley G Hideki Matsuyama G Ben Griffin G Jake Knapp G Sam Stevens G Chris Kirk,,,,,
16115,5200915974,Mets4life26 (46/84),414,46,G Cameron Young G Harris English G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Sungjae Im,,,,,
16115,5200970167,giantbeer (2/20),414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Michael Brennan G Davis Thompson G Sungjae Im,,,,,
16115,5201003953,Anthony27 (1/4),414,46,G Patrick Cantlay G Ben Griffin G Harris English G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5201048510,fidalaho (1/2),414,46,G Ben Griffin G Jake Knapp G Nicolai Højgaard G Michael Thorbjornsen G Rickie Fowler G Davis Thompson,,,,,
16115,5201184235,almarr65 (128/150),414,46,G Ben Griffin G Jake Knapp G J.J. Spaun G Rickie Fowler G Marco Penge G Davis Thompson,,,,,
16115,5201210178,lebronsucksbutt (12/25),414,46,G Russell Henley G Patrick Cantlay G J.J. Spaun G Rickie Fowler G Davis Thompson G Sungjae Im,,,,,
16115,5201280465,sheets5 (5/12),414,46,G Hideki Matsuyama G Jake Knapp G J.J. Spaun G Rickie Fowler G Davis Thompson G Ben Kohles,,,,,
16115,5201306968,lousmorals (1/2),414,46,G Russell Henley G Hideki Matsuyama G Nicolai Højgaard G Rickie Fowler G Davis Thompson G Ryo Hisatsune,,,,,
16115,5201315790,nole91 (7/50),414,46,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Matti Schmid,,,,,
16115,5201335119,Zack7831 (4/5),414,46,G Russell Henley G Patrick Cantlay G Michael Thorbjornsen G Rickie Fowler G Davis Thompson G Max Greyserman,,,,,
16115,5201372895,mbhabes (30/150),414,46,G Cameron Young G J.J. Spaun G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Sungjae Im,,,,,
16115,5201533636,mphilly1022 (72/121),414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Zecheng Dou,,,,,
16115,5201538126,jasonstigs22 (2/3),414,46,G Patrick Cantlay G Hideki Matsuyama G Rickie Fowler G Jacob Bridgeman G Davis Thompson G Denny McCarthy,,,,,
16115,5201763593,Canes22 (2/2),414,46,G Cameron Young G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber G Sungjae Im,,,,,
16115,5201817084,travislewis1976 (2/2),414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Davis Thompson G Denny McCarthy G Ben Kohles,,,,,
16115,5201965072,squinn1011,414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Davis Thompson G Jackson Suber G Max Greyserman,,,,,
16115,5202028838,frankpapa1 (3/4),414,46,G Russell Henley G Ben Griffin G Nicolai Højgaard G Rickie Fowler G Davis Thompson G Ryo Hisatsune,,,,,
16115,5202032205,9erFan2021 (4/4),414,46,G Russell Henley G Jake Knapp G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5202071654,AaronCosta (31/100),414,46,G Russell Henley G Ben Griffin G J.J. Spaun G Rickie Fowler G Davis Thompson G Mac Meissner,,,,,
16115,5202097084,makarios3107 (1/2),414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Davis Thompson G Ryo Hisatsune G Ben Kohles,,,,,
16115,5202369898,randers (17/150),414,46,G Ben Griffin G J.J. Spaun G Harris English G Rickie Fowler G Jacob Bridgeman G Davis Thompson,,,,,
16115,5202369938,randers (57/150),414,46,G Patrick Cantlay G Ben Griffin G Jake Knapp G Rickie Fowler G Davis Thompson G Zecheng Dou,,,,,
16115,5202369966,randers (85/150),414,46,G Russell Henley G Ben Griffin G Michael Thorbjornsen G Rickie Fowler G Davis Thompson G Sungjae Im,,,,,
16115,5202370342,swamdog (1/3),414,46,G Hideki Matsuyama G Ben Griffin G Jake Knapp G Rickie Fowler G Davis Thompson G Denny McCarthy,,,,,
16115,5202396107,goblue12 (3/5),414,46,G Cameron Young G Rickie Fowler G Michael Brennan G Jacob Bridgeman G Davis Thompson G Ryo Hisatsune,,,,,
16115,5202414376,TheGame2169 (3/7),414,46,G Hideki Matsuyama G Jake Knapp G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5202458420,Mets4life26 (73/84),414,46,G Russell Henley G Patrick Cantlay G Harris English G Rickie Fowler G Davis Thompson G Jordan L. Smith,,,,,
16115,5202597706,AbacoaDye,414,46,G Russell Henley G Ben Griffin G Jake Knapp G Rickie Fowler G Davis Thompson G Kevin Roy,,,,,
16115,5202659224,dolfan1300 (8/8),414,46,G Cameron Young G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber G Corey Conners,,,,,
16115,5202783212,DCareUwithME,414,46,G Ben Griffin G Jake Knapp G J.J. Spaun G Rickie Fowler G Davis Thompson G Jordan Spieth,,,,,
16115,5203011617,Blomo3221 (1/6),414,46,G Patrick Cantlay G Ben Griffin G Harris English G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5203011618,Blomo3221 (2/6),414,46,G Patrick Cantlay G J.J. Spaun G Harris English G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5203011619,Blomo3221 (3/6),414,46,G Patrick Cantlay G Ben Griffin G J.J. Spaun G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5203011620,Blomo3221 (4/6),414,46,G Ben Griffin G Jake Knapp G Harris English G Rickie Fowler G Davis Thompson G Jackson Suber,,,,,
16115,5203015937,scorpionKING,414,46,G Cameron Young G Jake Knapp G Rickie Fowler G Davis Thompson G Jackson Suber G Ben Kohles,,,,,
16115,5203017191,csmith1211 (2/2),414,46,G Russell Henley G Hideki Matsuyama G Michael Thorbjornsen G Rickie Fowler G Davis Thompson G Jordan Spieth,,,,,
16115,5203088403,Skibasher (89/150),414,46,G Russell Henley G Ben Griffin G J.J. Spaun G Rickie Fowler G Davis Thompson G Mac Meissner,,,,,
16115,5203088458,Skibasher (144/150),414,46,G Ben Griffin G Nicolai Højgaard G Michael Thorbjornsen G Rickie Fowler G Davis Thompson G Corey Conners,,,,,
16115,5203176182,bucdog76,414,46,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Davis Thompson G Jackson Suber G Taylor Moore,,,,,
16115,5203246661,Ambitionist (8/8),414,46,G Russell Henley G Ben Griffin G Michael Thorbjornsen G Rickie Fowler G Jacob Bridgeman G Davis Thompson,,,,,
16115,5198659341,grock37,413,46,G Cameron Young G Nicolai Højgaard G Jacob Bridgeman G Keegan Bradley G Marco Penge G Davis Thompson,,,,,
16115,5200295992,browner24ia (24/150),413,46,G Cameron Young G Hideki Matsuyama G Keegan Bradley G Davis Thompson G Lee Hodges G Kevin Roy,,,,,
16115,5200332162,Fantassin (23/150),413,46,G Cameron Young G Nicolai Højgaard G Michael Thorbjornsen G Keegan Bradley G Davis Thompson G Max Greyserman,,,,,
16115,5200519891,brenner28 (134/150),413,46,G Cameron Young G Russell Henley G Keegan Bradley G Davis Thompson G Zecheng Dou G Andrew Putnam,,,,,
16115,5200586130,Bruiser1313 (16/59),413,46,G Cameron Young G Michael Thorbjornsen G Michael Brennan G Jacob Bridgeman G Keegan Bradley G Davis Thompson,,,,,
