Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5202045673,B32044 (1/5),368,158.5,G Jackson Koivun G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Chris Kirk,,Cameron Young,G,31.11%,0
2,5202647450,mheiman3,374,158,G Cameron Young G Chris Gotterup G Wyndham Clark G Michael Kim G Emiliano Grillo G Peter Malnati,,Chris Gotterup,G,28.05%,16.5
3,5202408215,FlavorFlav (9/117),374,154.5,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Johnny Keefer G Michael Kim,,Jake Knapp,G,25.08%,0
4,5202414447,ryancjeffries (1/5),364,151,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Eric Cole G Emiliano Grillo,,Si Woo Kim,G,24.00%,13.5
4,5202199325,Peterian (1/2),361,151,G Jackson Koivun G Rickie Fowler G Keegan Bradley G Eric Cole G Emiliano Grillo G Joel Dahmen,,Wyndham Clark,G,21.09%,16.5
6,5202243595,DraftStud101,378,149.5,G Chris Gotterup G Wyndham Clark G Rickie Fowler G Keegan Bradley G Jordan Spieth G Michael Kim,,Hideki Matsuyama,G,20.58%,0
6,5202489705,ToeTagginTambo (76/79),368,149.5,G Chris Gotterup G Si Woo Kim G Wyndham Clark G Michael Kim G Kevin Yu G Chris Kirk,,Jackson Koivun,G,20.10%,18
8,5201383351,Bruiser1313 (41/59),365,148.5,G Chris Gotterup G Si Woo Kim G Wyndham Clark G Michael Kim G Emiliano Grillo G Chris Kirk,,Ryan Gerard,G,18.55%,10
9,5202777934,knappalex (2/3),378,148,G Si Woo Kim G Jackson Koivun G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Michael Kim,,Ben Kohles,G,16.69%,0
10,5200988323,seangriffin926,389,147,G Cameron Young G Xander Schauffele G Rickie Fowler G Keegan Bradley G Ben Kohles G Peter Malnati,,Jacob Bridgeman,G,16.39%,0
10,5202162374,kcweir1087 (5/8),366,147,G Xander Schauffele G Wyndham Clark G Rickie Fowler G Keegan Bradley G Christiaan Bezuidenhout G Tony Finau,,J.J. Spaun,G,15.03%,0
12,5200414649,RFHBulldogsDad17 (6/150),369,146.5,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Keegan Bradley G Michael Kim G Kevin Yu,,Xander Schauffele,G,14.95%,12
13,5201721729,mikevicious15 (5/5),376,146,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Michael Brennan G Michael Kim G Peter Malnati,,Russell Henley,G,14.34%,0
14,5202388997,giantsquid (24/150),378,145,G Xander Schauffele G Wyndham Clark G Rickie Fowler G Keegan Bradley G Rasmus Neergaard-Petersen G Michael Kim,,Ben Griffin,G,14.28%,0
14,5202007526,Emanon55,375,145,G Chris Gotterup G Jackson Koivun G Hideki Matsuyama G Michael Kim G Danny Walker G Peter Malnati,,Jackson Suber,G,13.91%,0
16,5201586036,palmprop1 (1/2),378,144.5,G Cameron Young G Jackson Koivun G Rickie Fowler G Keegan Bradley G Ricky Castillo G Tony Finau,,Akshay Bhatia,G,13.73%,12
17,5201265409,LPZ260,377,143.5,G Chris Gotterup G Si Woo Kim G Russell Henley G Rickie Fowler G Christiaan Bezuidenhout G Peter Malnati,,Ryo Hisatsune,G,13.57%,0
18,5201731285,tempo62 (5/11),371,141,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Pierceson Coody G Seamus Power,,Patrick Cantlay,G,12.77%,0
19,5200296040,browner24ia (72/150),379,140,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Rasmus Neergaard-Petersen G Michael Kim G Chris Kirk,,Rickie Fowler,G,12.29%,38
19,5202949774,drendina (67/150),378,140,G Xander Schauffele G Si Woo Kim G Keegan Bradley G Matt Wallace G Michael Kim G Chris Kirk,,Michael Thorbjornsen,G,12.16%,0
19,5202687494,btbybee,369,140,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Michael Kim G Kevin Yu G Stephan Jaeger,,Davis Thompson,G,12.15%,8
19,5201974580,Brianxll (33/97),364,140,G Jackson Koivun G Wyndham Clark G Rickie Fowler G Keegan Bradley G Eric Cole G Seamus Power,,Nicolai Højgaard,G,10.30%,0
23,5203108487,CMACXIMUS (1/2),382,139.5,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Hideki Matsuyama G Gordon Sargent G Peter Malnati,,Corey Conners,G,9.37%,0
23,5202675022,MasterJ12thMan,368,139.5,G Xander Schauffele G Wyndham Clark G Rickie Fowler G Keegan Bradley G Andrew Novak G Tony Finau,,Michael Brennan,G,9.32%,0
25,5202481766,scout326 (31/150),376,139,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Keegan Bradley G Michael Kim G Tony Finau,,Rasmus Neergaard-Petersen,G,8.80%,0
26,5203181528,Skatsuf (144/150),369,138.5,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Keegan Bradley G Stephan Jaeger G Max McGreevy,,Keegan Bradley,G,8.73%,38
26,5202469662,lmontalv (2/3),366,138.5,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Christiaan Bezuidenhout G Michael Kim,,Eric Cole,G,7.42%,15
28,5202399438,Heffy89 (10/13),370,138,G Si Woo Kim G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Stephan Jaeger G Chris Kirk,,Chandler Phillips,G,6.98%,6.5
29,5200590830,shawnzhan (29/150),377,137.5,G Chris Gotterup G Wyndham Clark G Jake Knapp G Keegan Bradley G Michael Kim G Tony Finau,,Sungjae Im,G,6.89%,0
30,5202211915,brussell (2/7),372,137,G Cameron Young G Jackson Koivun G Keegan Bradley G Eric Cole G Michael Kim G Emiliano Grillo,,Emiliano Grillo,G,6.32%,25.5
31,5202045674,B32044 (2/5),384,136.5,G Cameron Young G Wyndham Clark G Rickie Fowler G Keegan Bradley G Benjamin James G Chris Kirk,,Jordan L. Smith,G,6.04%,0
32,5202226122,Fuzzman44 (4/4),370,136,G Chris Gotterup G Si Woo Kim G Akshay Bhatia G Keegan Bradley G Michael Kim G Nick Taylor,,Johnny Keefer,G,5.93%,8
32,5203201110,rv23966 (2/2),368,136,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Michael Kim G Emiliano Grillo G Mackenzie Hughes,,Christiaan Bezuidenhout,G,5.49%,16.5
34,5202162953,nvanliew1 (1/4),372,135.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Johnny Keefer G Michael Kim G Chris Kirk,,Zac Blair,G,5.46%,10.5
34,5201884760,lyeo91 (11/26),370,135.5,G Si Woo Kim G Wyndham Clark G Rickie Fowler G Keegan Bradley G Eric Cole G Doug Ghim,,Michael Kim,G,5.20%,40.5
34,5202408249,FlavorFlav (43/117),365,135.5,G Si Woo Kim G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Eric Cole G Michael Kim,,Max Greyserman,G,5.11%,0
37,5202389060,giantsquid (87/150),388,134.5,G Jackson Koivun G Jake Knapp G J.J. Spaun G Rickie Fowler G Keegan Bradley G Michael Kim,,Benjamin James,G,5.04%,8
38,5203235901,smitwip (2/5),371,134,G Si Woo Kim G Wyndham Clark G Ryan Gerard G Rickie Fowler G Michael Kim G Nick Taylor,,Denny McCarthy,G,4.95%,0
39,5200437367,jsf900 (150/150),379,133.5,G Chris Gotterup G Russell Henley G Akshay Bhatia G Keegan Bradley G Michael Kim G Kevin Yu,,Aldrich Potgieter,G,4.79%,7
40,5202751890,ericmal23 (45/150),389,133,G Chris Gotterup G Ben Griffin G Michael Thorbjornsen G Rickie Fowler G Keegan Bradley G Michael Kim,,Mac Meissner,G,4.74%,0
40,5203110171,tony910 (2/2),386,133,G Cameron Young G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Christiaan Bezuidenhout G Michael Kim,,Doug Ghim,G,4.39%,14.5
40,5201315789,nole91 (6/50),382,133,G Cameron Young G Si Woo Kim G Keegan Bradley G Doug Ghim G Michael Kim G Kevin Yu,,Marco Penge,G,4.14%,0
40,5202810302,wolfraven,367,133,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Ricky Castillo G Tony Finau G Chris Kirk,,Harris English,G,3.93%,0
44,5202640081,greenhammer10 (3/4),367,132.5,G Jackson Koivun G Wyndham Clark G Rickie Fowler G Keegan Bradley G Eric Cole G Aldrich Potgieter,,Kevin Yu,G,3.82%,26.5
45,5202685125,gfather1921 (2/4),381,132,G Cameron Young G Xander Schauffele G Keegan Bradley G Michael Kim G Kevin Yu G Harry Hall,,Chris Kirk,G,3.79%,36
45,5201576242,Bucpride75,372,132,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Michael Kim G Sam Stevens,,Nick Taylor,G,3.53%,15.5
45,5200545730,bryantpark (1/2),366,132,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Michael Kim G Emiliano Grillo G Ricky Castillo,,William Mouw,G,3.51%,9
45,5201523356,dclee69 (1/2),361,132,G Chris Gotterup G Seamus Power G Michael Kim G Emiliano Grillo G Ricky Castillo G Zac Blair,,Matt Wallace,G,3.43%,0
49,5201506913,Purplesteel,388,131.5,G Cameron Young G Jackson Koivun G Wyndham Clark G Rickie Fowler G Cameron Davis G Peter Malnati,,Jordan Spieth,G,3.32%,0
49,5200296027,browner24ia (59/150),379,131.5,G Chris Gotterup G Hideki Matsuyama G Akshay Bhatia G Rickie Fowler G Michael Kim G Ricky Castillo,,Ricky Castillo,G,2.82%,24.5
49,5202315282,ZEUSMAN1711 (6/12),373,131.5,G Chris Gotterup G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Johnny Keefer G Michael Kim,,Pierceson Coody,G,2.61%,16
49,5201249091,dbsultan (12/17),369,131.5,G Jackson Koivun G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Keegan Bradley G William Mouw,,Tony Finau,G,2.60%,26
49,5200414670,RFHBulldogsDad17 (27/150),368,131.5,G Si Woo Kim G Wyndham Clark G Rickie Fowler G Davis Thompson G Eric Cole G Michael Kim,,Lee Hodges,G,2.51%,0
54,5200612749,ddry (32/150),387,131,G Cameron Young G Wyndham Clark G Michael Brennan G Keegan Bradley G Michael Kim G Chris Kirk,,Andrew Novak,G,2.31%,9
54,5202432096,zokin (75/150),387,131,G Cameron Young G Wyndham Clark G Nicolai Højgaard G Keegan Bradley G Michael Kim G Chris Kirk,,Sam Stevens,G,2.29%,10
54,5202959579,hawk48202,380,131,G Wyndham Clark G Patrick Cantlay G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Kevin Yu,,Billy Horschel,G,2.25%,0
54,5202228858,TeeJayOrTj (107/150),368,131,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Rickie Fowler G Emiliano Grillo G Tony Finau,,Sudarshan Yellamaraju,G,2.18%,0
58,5202080608,zroth2 (124/150),379,130.5,G Cameron Young G Wyndham Clark G Rickie Fowler G Michael Kim G Emiliano Grillo G Sam Stevens,,Nicolas Echavarria,G,2.08%,5
58,5202080503,zroth2 (19/150),377,130.5,G Si Woo Kim G Hideki Matsuyama G Rickie Fowler G Keegan Bradley G Eric Cole G Tony Finau,,Lucas Glover,G,2.05%,3.5
58,5201046481,rugjeff,373,130.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Rickie Fowler G William Mouw G Gordon Sargent,,Zecheng Dou,G,2.01%,0
58,5202165458,Kennyw1732,372,130.5,G Xander Schauffele G Wyndham Clark G Akshay Bhatia G Keegan Bradley G Pierceson Coody G Chris Kirk,,Seamus Power,G,1.94%,14.5
58,5201198946,Josephburdine68 (3/4),369,130.5,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Michael Kim G Kevin Yu G Nick Taylor,,Stephan Jaeger,G,1.88%,22
58,5200630821,Tideman57,362,130.5,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Christiaan Bezuidenhout G Michael Kim G Emiliano Grillo,,Matti Schmid,G,1.79%,0
64,5200318163,jtchurch13 (3/20),389,130,G Cameron Young G Si Woo Kim G Rickie Fowler G Keegan Bradley G Michael Kim G Lee Hodges,,Kevin Roy,G,1.79%,0
64,5203185552,Tosatapout (3/3),379,130,G Si Woo Kim G Wyndham Clark G Hideki Matsuyama G Rickie Fowler G Tony Finau G Chris Kirk,,Zachary Bauchou,G,1.68%,0
64,5203243893,pkyanks211 (4/4),379,130,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Jordan Spieth G Michael Kim G Tony Finau,,John Parry,G,1.66%,0
64,5203072725,klaus2 (2/2),374,130,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Benjamin James G Michael Kim,,Austin Smotherman,G,1.56%,5
68,5202563942,Dubbzz (23/32),380,129,G Xander Schauffele G Ben Griffin G Akshay Bhatia G Rickie Fowler G Michael Kim G Kevin Yu,,Jesper Svensson,G,1.47%,1.5
68,5202877281,Blake2150 (7/10),377,129,G Xander Schauffele G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Eric Cole G Tony Finau,,Matthew McCarty,G,1.37%,0
68,5202689048,betag21 (49/150),372,129,G Chris Gotterup G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Kevin Streelman,,Davis Chatfield,G,1.30%,5
68,5203134167,MillionaireInWaiting (21/26),370,129,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Aldrich Potgieter G Michael Kim,,Taylor Moore,G,1.25%,0
68,5203185151,flatpeak (27/30),363,129,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Michael Kim G Emiliano Grillo G Max McGreevy,,Andrew Putnam,G,1.23%,0
73,5202071685,AaronCosta (62/100),389,128.5,G Cameron Young G Akshay Bhatia G Rickie Fowler G Jacob Bridgeman G Keegan Bradley G Michael Kim,,Taylor Pendrith,G,1.18%,0
73,5200612762,ddry (45/150),378,128.5,G Xander Schauffele G Russell Henley G Rickie Fowler G Keegan Bradley G Seamus Power G Tony Finau,,Brad Dalke,G,1.06%,0
73,5202408301,FlavorFlav (95/117),374,128.5,G Xander Schauffele G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Pierceson Coody G Michael Kim,,Cameron Davis,G,0.92%,0
73,5203214797,HAGEYB,371,128.5,G Jackson Koivun G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Davis Thompson G Chris Kirk,,Rasmus Højgaard,G,0.90%,0
77,5201503606,jtotheb,380,128,G Si Woo Kim G Hideki Matsuyama G Ryan Gerard G Rickie Fowler G Michael Kim G Tony Finau,,Harry Hall,G,0.87%,15
77,5201531732,afuruyama (65/150),378,128,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Pierceson Coody G Johnny Keefer G Michael Kim,,Steven Fisk,G,0.86%,0
77,5202515431,robbsimmons (6/7),376,128,G Chris Gotterup G Wyndham Clark G Ben Griffin G Rickie Fowler G Michael Kim G Joel Dahmen,,Joel Dahmen,G,0.86%,16.5
77,5201281324,robbsimmons (2/7),375,128,G Chris Gotterup G Wyndham Clark G Russell Henley G Keegan Bradley G Michael Kim G Joel Dahmen,,Mackenzie Hughes,G,0.85%,19
77,5202713159,BromaniJones (1/5),366,128,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Keegan Bradley G Christiaan Bezuidenhout G Matt Kuchar,,Max McGreevy,G,0.84%,15
82,5201925365,lsahr (97/150),380,127.5,G Xander Schauffele G Si Woo Kim G Rickie Fowler G Keegan Bradley G Tony Finau G Sungjae Im,,Tom Hoge,G,0.78%,0
82,5202379667,romeo69wantme,375,127.5,G Jackson Koivun G Wyndham Clark G Hideki Matsuyama G Keegan Bradley G Seamus Power G Michael Kim,,Beau Hossler,G,0.74%,0
82,5202370014,randers (133/150),370,127.5,G Chris Gotterup G Si Woo Kim G Ryan Gerard G Keegan Bradley G Michael Kim G William Mouw,,Rico Hoey,G,0.71%,0
82,5203134213,MillionaireInWaiting (22/26),370,127.5,G Si Woo Kim G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Aldrich Potgieter G Michael Kim,,Patrick Fishburn,G,0.68%,15.5
86,5202486903,LongOddsShortDK (2/3),390,127,G Cameron Young G Russell Henley G Rickie Fowler G Keegan Bradley G Kevin Yu G Ricky Castillo,,Mark Hubbard,G,0.68%,19
86,5202844704,JStack157 (3/50),381,127,G Xander Schauffele G J.J. Spaun G Ryan Gerard G Rickie Fowler G Michael Kim G Kevin Yu,,A.J. Ewart,G,0.60%,0
86,5200110956,Grex123 (25/150),376,127,G Chris Gotterup G Jackson Koivun G Patrick Cantlay G Michael Kim G Kevin Yu G Emiliano Grillo,,Keita Nakajima,G,0.52%,8.5
86,5202172043,Brianxll (49/97),374,127,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Rickie Fowler G Chris Kirk G Davis Chatfield,,Gordon Sargent,G,0.51%,32.5
90,5202369911,randers (30/150),390,126.5,G Cameron Young G Ryan Gerard G Rickie Fowler G Keegan Bradley G Ryo Hisatsune G Michael Kim,,Patrick Rodgers,G,0.51%,0
90,5203181421,flatpeak (24/30),375,126.5,G Chris Gotterup G Jackson Koivun G Patrick Cantlay G Michael Kim G Emiliano Grillo G Tony Finau,,Kris Ventura,G,0.49%,0
90,5202487426,ToeTagginTambo (75/79),373,126.5,G Xander Schauffele G Si Woo Kim G Ryan Gerard G Doug Ghim G Michael Kim G Chris Kirk,,William Jennings,G,0.49%,0
93,5202552357,bigpunna (3/3),373,126,G Chris Gotterup G Rickie Fowler G Keegan Bradley G Davis Thompson G Stephan Jaeger G Lucas Glover,,Pontus Nyholm,G,0.40%,3.5
93,5200489815,kcweir1087 (4/8),369,126,G Xander Schauffele G Chris Gotterup G Keegan Bradley G Davis Thompson G Emiliano Grillo G Tony Finau,,Ryan Ruffels,G,0.40%,5
93,5203143043,jschuh0923 (1/4),365,126,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Michael Kim G Emiliano Grillo G William Mouw,,Aaron Wise,G,0.37%,3
96,5203024585,onecrazymofo710,377,125.5,G Chris Gotterup G Wyndham Clark G Rickie Fowler G Keegan Bradley G Jordan Spieth G Christiaan Bezuidenhout,,Luke Clanton,G,0.35%,0
96,5202844354,Jlyles2019 (118/150),376,125.5,G Jackson Koivun G Wyndham Clark G Rickie Fowler G Keegan Bradley G Eric Cole G Denny McCarthy,,Kevin Streelman,G,0.34%,6.5
98,5202459063,The-pigeon (21/28),383,125,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Keegan Bradley G Doug Ghim G Ben Kohles,,Neal Shipley,G,0.33%,14
98,5201220417,rbroyles88 (89/150),382,125,G Cameron Young G Wyndham Clark G Rickie Fowler G Davis Thompson G Kevin Yu G Chris Kirk,,Hao-Tong Li,G,0.33%,10.5
98,5200759146,Spiderriko (2/6),376,125,G Chris Gotterup G Si Woo Kim G Nicolai Højgaard G Keegan Bradley G Christiaan Bezuidenhout G Michael Kim,,Austin Eckroat,G,0.31%,0
98,5203219420,BJY3590,376,125,G Si Woo Kim G Wyndham Clark G Russell Henley G Rickie Fowler G Michael Kim G Joel Dahmen,,Thorbjørn Olesen,G,0.27%,0
102,5202458406,Mets4life26 (59/84),391,124.5,G Cameron Young G Rickie Fowler G Keegan Bradley G Marco Penge G Davis Thompson G Michael Kim,,Hayden Springer,G,0.26%,0
102,5202910958,allidoiswin89 (1/5),381,124.5,G Xander Schauffele G Wyndham Clark G Michael Thorbjornsen G Rickie Fowler G Stephan Jaeger G Chris Kirk,,Adrien Dumont De Chassart,G,0.23%,3.5
102,5202110713,Rayvenz (11/150),377,124.5,G Jackson Koivun G Wyndham Clark G J.J. Spaun G Rickie Fowler G Kevin Yu G Emiliano Grillo,,Matt Kuchar,G,0.22%,22.5
105,5201584977,manbear34,382,124,G Si Woo Kim G Hideki Matsuyama G Ryan Gerard G Rickie Fowler G Michael Kim G Stephan Jaeger,,David Lipsky,G,0.21%,0
105,5202560806,kwg93,373,124,G Jackson Koivun G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Davis Thompson,,John VanDerLaan,G,0.20%,0
105,5202764196,3rd_and_schlong (14/150),373,124,G Jackson Koivun G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Davis Thompson,,Brooks Koepka,G,0.19%,0
105,5202742980,tdowbs (2/5),372,124,G Si Woo Kim G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Davis Thompson G Chris Kirk,,Vince Whaley,G,0.19%,10.5
105,5203108184,jmp1006,369,124,G Chris Gotterup G Wyndham Clark G Akshay Bhatia G Rickie Fowler G Nick Taylor G Emiliano Grillo,,Karl Vilips,G,0.14%,11
105,5201824251,loveland4 (3/3),360,124,G Christiaan Bezuidenhout G Emiliano Grillo G Ricky Castillo G Stephan Jaeger G Joel Dahmen G Mark Hubbard,,Garrick Higgo,G,0.14%,0
111,5202929290,warrior14,390,123.5,G Cameron Young G Ben Griffin G Rickie Fowler G Keegan Bradley G Aldrich Potgieter G Michael Kim,,Erik Van Rooyen,G,0.14%,0
111,5202791388,groovylou (5/7),378,123.5,G Chris Gotterup G Wyndham Clark G Rickie Fowler G Keegan Bradley G Corey Conners G Seamus Power,,Keenan Huskey,G,0.14%,0.5
111,5202689019,betag21 (20/150),376,123.5,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Rickie Fowler G Benjamin James G Chris Kirk,,Chandler Blanchet,G,0.13%,0
111,5203199379,klorjuste (2/3),372,123.5,G Si Woo Kim G Jackson Koivun G Ryan Gerard G Keegan Bradley G Davis Thompson G Chris Kirk,,Chad Ramey,G,0.13%,0
111,5203072454,mbrady100,368,123.5,G Xander Schauffele G Chris Gotterup G Akshay Bhatia G Rickie Fowler G Tony Finau G Mark Hubbard,,Lanto Griffin,G,0.12%,15
111,5201489015,Avryel26 (11/17),363,123.5,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Christiaan Bezuidenhout G Emiliano Grillo G Max McGreevy,,Dylan Wu,G,0.12%,0
111,5203177187,flatpeak (23/30),363,123.5,G Chris Gotterup G Jackson Koivun G Wyndham Clark G Michael Kim G Emiliano Grillo G Chandler Phillips,,Brandt Snedeker,G,0.12%,17
118,5200612778,ddry (61/150),378,123,G Jackson Koivun G Wyndham Clark G Ryan Gerard G Keegan Bradley G Corey Conners G Michael Kim,,Trace Crowe,G,0.12%,0
118,5201085025,Jepps13,378,123,G Cameron Young G Chris Gotterup G Rickie Fowler G Tony Finau G Chris Kirk G Chandler Phillips,,Takumi Kanaya,G,0.10%,8
118,5202425755,tc123 (52/150),377,123,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Michael Kim G Sungjae Im G Chris Kirk,,Nick Dunlap,G,0.10%,6
118,5202042143,lethuima (107/150),376,123,G Xander Schauffele G Chris Gotterup G Rickie Fowler G Doug Ghim G Kevin Yu G Nick Taylor,,Peter Malnati,G,0.10%,59
118,5202689024,betag21 (25/150),373,123,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Benjamin James G Michael Kim G Kevin Yu,,Hank Lebioda,G,0.09%,0
118,5200641016,Bingbong17,368,123,G Xander Schauffele G Jackson Koivun G Wyndham Clark G Michael Kim G Emiliano Grillo G Hao-Tong Li,,Adam Svensson,G,0.09%,12
118,5202593932,knicker111 (6/18),368,123,G Jackson Koivun G Wyndham Clark G Ryan Gerard G Akshay Bhatia G Michael Kim G Tony Finau,,Matthieu Pavon,G,0.08%,0
118,5202742272,sweetsugarT,363,123,G Chris Gotterup G Si Woo Kim G Wyndham Clark G Michael Kim G Emiliano Grillo G Zac Blair,,Stefano Mazzoli,G,0.08%,5
126,5202424121,agaitan13,381,122.5,G Chris Gotterup G Hideki Matsuyama G Akshay Bhatia G Rickie Fowler G Michael Kim G Nick Taylor,,Ben Silverman,G,0.07%,0
126,5202195111,Cheers3 (2/2),378,122.5,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Rasmus Neergaard-Petersen G Christiaan Bezuidenhout,,Justin Lower,G,0.07%,0
126,5202593942,knicker111 (16/18),373,122.5,G Wyndham Clark G Ryan Gerard G Akshay Bhatia G Rickie Fowler G Keegan Bradley G Davis Thompson,,Davis Riley,G,0.07%,27.5
129,5203108018,leann2580 (21/26),391,122,G Cameron Young G Ryan Gerard G Rickie Fowler G Keegan Bradley G Ryo Hisatsune G Chris Kirk,,Webb Simpson,G,0.06%,0
129,5202516615,Fhenix (3/3),386,122,G Cameron Young G Jackson Koivun G Rickie Fowler G Denny McCarthy G Michael Kim G Emiliano Grillo,,Adam Schenk,G,0.06%,5
129,5202545007,dgrannyv (46/60),382,122,G Xander Schauffele G Patrick Cantlay G Rickie Fowler G Keegan Bradley G Davis Thompson G Tony Finau,,Joe Highsmith,G,0.06%,0
129,5202483780,Skol_Krusher (21/150),379,122,G Si Woo Kim G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Ben Kohles G Michael Kim,,Brian Campbell,G,0.04%,0
129,5203169502,PRUVBRUV,379,122,G Chris Gotterup G Si Woo Kim G Jackson Koivun G Keegan Bradley G Chris Kirk G Garrick Higgo,,Brice Garnett,G,0.04%,0
129,5202408262,FlavorFlav (56/117),376,122,G Chris Gotterup G Russell Henley G Akshay Bhatia G Keegan Bradley G Eric Cole G Michael Kim,,Justin Quiban,G,0.03%,0
129,5203184904,flatpeak (25/30),361,122,G Chris Gotterup G Jackson Koivun G Eric Cole G Michael Kim G Emiliano Grillo G Chandler Phillips,,Patrick Wilkes-Krier,G,0.03%,0
136,5201831458,Bonuscash (30/150),382,121.5,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Ben Kohles G Nick Taylor,,Joe Hooks,G,0.03%,3.5
136,5200147982,robbsimmons (1/7),379,121.5,G Chris Gotterup G Wyndham Clark G Ryan Gerard G Keegan Bradley G Ben Kohles G Michael Kim,,Adrien Saddier,G,0.03%,0
136,5202973417,TooEasy27 (89/150),378,121.5,G Chris Gotterup G Hideki Matsuyama G Ryan Gerard G Rickie Fowler G Christiaan Bezuidenhout G Michael Kim,,Christo Lamprecht,G,0.03%,4
139,5202185177,hensonb1 (84/150),388,121,G Chris Gotterup G Patrick Cantlay G Hideki Matsuyama G Keegan Bradley G Michael Kim G Tony Finau,,Alejandro Tosti,G,0.03%,0
139,5203088406,Skibasher (92/150),384,121,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Michael Brennan G Benjamin James G Michael Kim,,Patton Kizzire,G,0.03%,18.5
139,5200222649,skyhoke (28/150),382,121,G Wyndham Clark G Patrick Cantlay G Ryan Gerard G Keegan Bradley G Pierceson Coody G Michael Kim,,Danny Walker,G,0.03%,11
139,5202074333,zaira2118 (14/27),381,121,G Chris Gotterup G Jackson Koivun G Rickie Fowler G Marco Penge G Davis Thompson G Michael Kim,,Brendon Todd,G,0.02%,3
139,5200590915,shawnzhan (114/150),378,121,G Chris Gotterup G Si Woo Kim G Rickie Fowler G Keegan Bradley G Eric Cole G Sungjae Im,,Jeffrey Kang,G,0.02%,0
139,5202965489,Teddyballgamers (8/9),377,121,G Xander Schauffele G Wyndham Clark G Rickie Fowler G Keegan Bradley G Jordan Spieth G Joel Dahmen,,Daniel Azallion,G,0.02%,1
139,5202829184,Amenrabuck (24/35),374,121,G Cameron Young G Xander Schauffele G Christiaan Bezuidenhout G Michael Kim G Kevin Yu G Emiliano Grillo,,Kensei Hirata,G,0.01%,3
139,5202208626,kyle_kennett,372,121,G Xander Schauffele G Jackson Koivun G Akshay Bhatia G Rickie Fowler G Nicolas Echavarria G Chris Kirk,,Rafael Campos,G,0.01%,0
139,5203184899,fado55,366,121,G Si Woo Kim G Jackson Koivun G Wyndham Clark G Aldrich Potgieter G Michael Kim G Emiliano Grillo,,Ryan Celano,G,0.01%,4
