Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS,,,,,,,,,,,,,,
131,5207445354,Vindex24,343,169,G Hideki Matsuyama G Tom Kim G Davis Thompson G Matt Wallace G Christiaan Bezuidenhout G Benjamin James,,Ben Silverman,G,0.03%,13,,,,,,,,,,,,,,
131,5208529331,juliog23,341,169,G Hideki Matsuyama G Ben Griffin G Alex Fitzpatrick G Doug Ghim G Christiaan Bezuidenhout G Bud Cauley,,Christo Lamprecht,G,0.03%,8.5,,,,,,,,,,,,,,
131,5207294156,Velocityjon,339,169,G Hideki Matsuyama G Alex Fitzpatrick G Michael Brennan G Doug Ghim G Sungjae Im G Michael Kim,,,,,,,,,,,,,,,,,,,
131,5209396827,Hatchfield,336,169,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Bud Cauley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
131,5208552789,bobilly,335,169,G Cameron Young G Aaron Rai G Davis Thompson G Jordan Spieth G Chris Kirk G Beau Hossler,,,,,,,,,,,,,,,,,,,
131,5208675782,RyanBechhold,335,169,G Tom Kim G Ben Griffin G Alex Fitzpatrick G Doug Ghim G Sungjae Im G J.T. Poston,,,,,,,,,,,,,,,,,,,
131,5209787812,elliott21skins,335,169,G Cameron Young G Hideki Matsuyama G Davis Thompson G Chris Kirk G Denny McCarthy G Billy Horschel,,,,,,,,,,,,,,,,,,,
138,5209803672,JohnnyCart,344,168.5,G Hideki Matsuyama G Justin Thomas G Tom Kim G Sahith Theegala G Emiliano Grillo G Rasmus Neergaard-Petersen,,,,,,,,,,,,,,,,,,,
138,5208279207,Kcflemming,338,168.5,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Ben Kohles G Jordan L. Smith G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
138,5208583951,mikes6578,338,168.5,G Hideki Matsuyama G Justin Thomas G Tom Kim G Emiliano Grillo G Denny McCarthy G Zac Blair,,,,,,,,,,,,,,,,,,,
138,5208885386,mwjmoore9974,324,168.5,G Alex Fitzpatrick G Michael Brennan G Brooks Koepka G Davis Thompson G Mac Meissner G Ben Kohles,,,,,,,,,,,,,,,,,,,
138,5208948101,PrinceMars,324,168.5,G Alex Fitzpatrick G Michael Brennan G Brooks Koepka G Davis Thompson G Mac Meissner G Ben Kohles,,,,,,,,,,,,,,,,,,,
138,5209830188,tonymcastellano,324,168.5,G Cameron Young G Tom Kim G Aaron Rai G Denny McCarthy G Jackson Suber G Billy Horschel,,,,,,,,,,,,,,,,,,,
144,5209768661,jrmich44,337,168,G Cameron Young G Justin Thomas G Keith Mitchell G Sungjae Im G Benjamin James G Matthew McCarty,,,,,,,,,,,,,,,,,,,
144,5207325056,BigRayB,334,168,G Cameron Young G Ryan Gerard G Doug Ghim G Jordan L. Smith G Christiaan Bezuidenhout G Bud Cauley,,,,,,,,,,,,,,,,,,,
144,5207393346,phillyfan1414,334,168,G Ryan Gerard G Tom Kim G Aaron Rai G Davis Thompson G Doug Ghim G David Lipsky,,,,,,,,,,,,,,,,,,,
144,5208929118,rlong,334,168,G Keegan Bradley G Michael Brennan G Davis Thompson G Brian Harman G Mac Meissner G Doug Ghim,,,,,,,,,,,,,,,,,,,
144,5207408723,connorplatt3,332,168,G Cameron Young G Aaron Rai G Keith Mitchell G Doug Ghim G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
144,5209286242,macktyson,330,168,G Hideki Matsuyama G Tom Kim G Davis Thompson G Mac Meissner G Ben Kohles G Ricky Castillo,,,,,,,,,,,,,,,,,,,
144,5209757399,Goose555,328,168,G Justin Thomas G Keegan Bradley G Aaron Rai G Doug Ghim G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
151,5207272002,bbroom,341,167.5,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Davis Thompson G Rico Hoey G Brandt Snedeker,,,,,,,,,,,,,,,,,,,
151,5208009116,High-handicapper,339,167.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Doug Ghim G Ben Kohles G Michael Kim,,,,,,,,,,,,,,,,,,,
151,5209114964,droeder55,337,167.5,G Tom Kim G Ben Griffin G Aaron Rai G Brian Harman G Christiaan Bezuidenhout G Beau Hossler,,,,,,,,,,,,,,,,,,,
151,5207795590,crackers03,336,167.5,G Hideki Matsuyama G Michael Brennan G Davis Thompson G Brian Harman G Ben Kohles G Jordan L. Smith,,,,,,,,,,,,,,,,,,,
151,5209805702,moshecstern,334,167.5,G Hideki Matsuyama G Tom Kim G Michael Brennan G Davis Thompson G Ben Kohles G Chandler Phillips,,,,,,,,,,,,,,,,,,,
151,5207544917,rchoop,333,167.5,G Hideki Matsuyama G Justin Thomas G Davis Thompson G Ben Kohles G Rasmus Højgaard G Bud Cauley,,,,,,,,,,,,,,,,,,,
151,5207937723,fantasycaddie,324,167.5,G Cameron Young G Keegan Bradley G Alex Fitzpatrick G Christiaan Bezuidenhout G J.T. Poston G Beau Hossler,,,,,,,,,,,,,,,,,,,
158,5209728244,Ben919,344,167,G Ryan Gerard G Michael Brennan G Jordan Spieth G Keith Mitchell G Doug Ghim G Jordan L. Smith,,,,,,,,,,,,,,,,,,,
158,5209841816,durasfm,343,167,G Hideki Matsuyama G Tom Kim G Mac Meissner G Keith Mitchell G Doug Ghim G Michael Kim,,,,,,,,,,,,,,,,,,,
158,5207883923,seemorebets1,334,167,G Maverick McNealy G Keegan Bradley G Davis Thompson G Brian Harman G Doug Ghim G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
158,5209598779,cramsession,329,167,G Tom Kim G Alex Fitzpatrick G Brooks Koepka G Davis Thompson G Ben Kohles G Chris Kirk,,,,,,,,,,,,,,,,,,,
158,5208441542,Lora1008,327,167,G Michael Brennan G Davis Thompson G Ben Kohles G Rasmus Højgaard G Rico Hoey G Kris Ventura,,,,,,,,,,,,,,,,,,,
158,5209480630,jjdub7,324,167,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Brooks Koepka G Ben Kohles G Tom Hoge,,,,,,,,,,,,,,,,,,,
164,5209042656,Kingderm123,355,166.5,G Hideki Matsuyama G Ben Griffin G Maverick McNealy G Doug Ghim G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
164,5207360008,ejthree,349,166.5,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Keith Mitchell G Christiaan Bezuidenhout G Benjamin James,,,,,,,,,,,,,,,,,,,
164,5207930288,p_falkenwhat,343,166.5,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Alex Smalley G Zac Blair G Beau Hossler,,,,,,,,,,,,,,,,,,,
164,5209033388,d.cunningham015,343,166.5,G Justin Thomas G Tom Kim G Alex Fitzpatrick G Blades Brown G Bud Cauley G Benjamin James,,,,,,,,,,,,,,,,,,,
164,5209645787,freeballer66,343,166.5,G Justin Thomas G Tom Kim G Alex Fitzpatrick G Blades Brown G Bud Cauley G Benjamin James,,,,,,,,,,,,,,,,,,,
164,5207743488,Dreeemr17,337,166.5,G Justin Thomas G Michael Brennan G Mac Meissner G Keith Mitchell G Ben Kohles G Benjamin James,,,,,,,,,,,,,,,,,,,
164,5207341523,BigTone3,336,166.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Mac Meissner G Sahith Theegala G Ricky Castillo,,,,,,,,,,,,,,,,,,,
164,5207885052,ExFox,336,166.5,G Jackson Koivun G Justin Thomas G Ben Kohles G Jordan L. Smith G Christiaan Bezuidenhout G Sahith Theegala,,,,,,,,,,,,,,,,,,,
164,5209435469,beerman31,332,166.5,G Cameron Young G Aaron Rai G Davis Thompson G Doug Ghim G Ben Kohles G Chandler Phillips,,,,,,,,,,,,,,,,,,,
164,5208892627,woodrovitch,330,166.5,G Hideki Matsuyama G Keegan Bradley G Michael Brennan G Davis Thompson G Jordan L. Smith G Kevin Roy,,,,,,,,,,,,,,,,,,,
174,5209264538,ATR27,347,166,G Cameron Young G Alex Fitzpatrick G Doug Ghim G Blades Brown G Ben Kohles G Benjamin James,,,,,,,,,,,,,,,,,,,
174,5208975998,mamelle,344,166,G Justin Thomas G Ryan Gerard G Tom Kim G Jordan L. Smith G Ryo Hisatsune G Sahith Theegala,,,,,,,,,,,,,,,,,,,
174,5208344975,rasbunny,340,166,G Tom Kim G Maverick McNealy G Alex Fitzpatrick G Blades Brown G Ben Kohles G Sahith Theegala,,,,,,,,,,,,,,,,,,,
174,5209703155,Nmccollom16,336,166,G Cameron Young G Hideki Matsuyama G Brooks Koepka G Sahith Theegala G Denny McCarthy G Tony Finau,,,,,,,,,,,,,,,,,,,
174,5207205510,JDW1980,331,166,G Ben Griffin G Aaron Rai G Alex Fitzpatrick G Davis Thompson G Sungjae Im G Billy Horschel,,,,,,,,,,,,,,,,,,,
174,5208758141,Friedberg,331,166,G Cameron Young G Ben Griffin G Mac Meissner G Sungjae Im G Christiaan Bezuidenhout G Beau Hossler,,,,,,,,,,,,,,,,,,,
180,5209160375,mentalsmidgets,349,165.5,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Keith Mitchell G Sahith Theegala G Johnny Keefer,,,,,,,,,,,,,,,,,,,
180,5208910068,bhuguga3,348,165.5,G Hideki Matsuyama G Justin Thomas G Ben Griffin G Sahith Theegala G Nick Taylor G Denny McCarthy,,,,,,,,,,,,,,,,,,,
180,5208929065,Dawson1129,332,165.5,G Cameron Young G Tom Kim G Davis Thompson G Sungjae Im G Eric Cole G Kris Ventura,,,,,,,,,,,,,,,,,,,
180,5208753058,71musicman,331,165.5,G Tom Kim G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Jackson Suber G Luke Clanton,,,,,,,,,,,,,,,,,,,
180,5207690110,mmatuska,330,165.5,G Hideki Matsuyama G Justin Thomas G Tom Kim G Sungjae Im G Christiaan Bezuidenhout G Tom Hoge,,,,,,,,,,,,,,,,,,,
180,5208128306,Tri_Lambs,330,165.5,G Cameron Young G Davis Thompson G Brian Harman G Sungjae Im G Ben Kohles G Denny McCarthy,,,,,,,,,,,,,,,,,,,
180,5209062173,MaesterLuwin,328,165.5,G Cameron Young G Aaron Rai G Doug Ghim G Sungjae Im G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
180,5209635956,hube2,328,165.5,G Cameron Young G Aaron Rai G Doug Ghim G Sungjae Im G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
180,5209590210,EfrainGuz,324,165.5,G Cameron Young G Michael Brennan G Davis Thompson G Ben Kohles G Christiaan Bezuidenhout G Bud Cauley,,,,,,,,,,,,,,,,,,,
189,5208109674,bluepride27,351,165,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Doug Ghim G Blades Brown G Bud Cauley,,,,,,,,,,,,,,,,,,,
189,5209630366,fleabelt,342,165,G Hideki Matsuyama G Justin Thomas G Brooks Koepka G Jordan Spieth G Sahith Theegala G Billy Horschel,,,,,,,,,,,,,,,,,,,
189,5209536324,amtr58,341,165,G Cameron Young G Jackson Koivun G Doug Ghim G Alex Smalley G Denny McCarthy G Matthew McCarty,,,,,,,,,,,,,,,,,,,
189,5207517623,Slamba,338,165,G Cameron Young G Hideki Matsuyama G Davis Thompson G Jordan L. Smith G Emiliano Grillo G Kris Ventura,,,,,,,,,,,,,,,,,,,
189,5209233927,patmicmac,338,165,G Cameron Young G Jackson Koivun G Ben Kohles G Jordan L. Smith G Ryo Hisatsune G Beau Hossler,,,,,,,,,,,,,,,,,,,
189,5209622909,PopFlyBoy,335,165,G Ben Griffin G Alex Fitzpatrick G Mac Meissner G Doug Ghim G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
189,5209384591,Byronn5,333,165,G Cameron Young G Justin Thomas G Doug Ghim G Ben Kohles G Bud Cauley G Michael Kim,,,,,,,,,,,,,,,,,,,
189,5209711456,Gtrain2011,331,165,G Tom Kim G Ben Griffin G Aaron Rai G Davis Thompson G Marco Penge G Denny McCarthy,,,,,,,,,,,,,,,,,,,
189,5208979492,laboni64,324,165,G Tom Kim G Aaron Rai G Davis Thompson G Mac Meissner G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
198,5209179757,Pizzat00,341,164.5,G Cameron Young G Ryan Gerard G Doug Ghim G Alex Smalley G Jordan L. Smith G Bud Cauley,,,,,,,,,,,,,,,,,,,
198,5207822030,JWH33,333,164.5,G Cameron Young G Tom Kim G Doug Ghim G Sungjae Im G Michael Kim G Ricky Castillo,,,,,,,,,,,,,,,,,,,
198,5209110234,wmgilpin,324,164.5,G Cameron Young G Tom Kim G Maverick McNealy G Billy Horschel G Rico Hoey G Ricky Castillo,,,,,,,,,,,,,,,,,,,
198,5209690882,gary8955,324,164.5,G Cameron Young G Tom Kim G Aaron Rai G Sungjae Im G Billy Horschel G Tom Hoge,,,,,,,,,,,,,,,,,,,
202,5209797641,MrBman87,347,164,G Justin Thomas G Ryan Gerard G Tom Kim G Ben Kohles G Benjamin James G Lee Hodges,,,,,,,,,,,,,,,,,,,
202,5208190839,Dogfeet21,346,164,G Cameron Young G Tom Kim G Doug Ghim G Blades Brown G Jordan L. Smith G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
202,5208330730,Harresse,343,164,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Rasmus Højgaard G Denny McCarthy,,,,,,,,,,,,,,,,,,,
202,5207531206,grantreiman,342,164,G Cameron Young G Hideki Matsuyama G Doug Ghim G Jordan L. Smith G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
202,5208911291,az350z,342,164,G Cameron Young G Hideki Matsuyama G Doug Ghim G Jordan L. Smith G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
202,5207824216,sklein92,338,164,G Ryan Gerard G Keegan Bradley G Davis Thompson G Sungjae Im G Emiliano Grillo G Denny McCarthy,,,,,,,,,,,,,,,,,,,
202,5209586723,TaySig,338,164,G Keegan Bradley G Michael Brennan G Brooks Koepka G Davis Thompson G Doug Ghim G Blades Brown,,,,,,,,,,,,,,,,,,,
202,5209637979,myOWNceo,338,164,G Cameron Young G Davis Thompson G Doug Ghim G Blades Brown G Sungjae Im G Ben Kohles,,,,,,,,,,,,,,,,,,,
202,5207379490,cyclonestein,337,164,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Mac Meissner G Bud Cauley G Kevin Yu,,,,,,,,,,,,,,,,,,,
202,5209586818,Featherhealer,328,164,G Cameron Young G Aaron Rai G Brooks Koepka G Doug Ghim G Rasmus Neergaard-Petersen G Denny McCarthy,,,,,,,,,,,,,,,,,,,
212,5209653969,Aksog,332,163.5,G Cameron Young G Keegan Bradley G Keith Mitchell G Doug Ghim G Christiaan Bezuidenhout G Bud Cauley,,,,,,,,,,,,,,,,,,,
212,5207326021,DAL_POKER,330,163.5,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Davis Thompson G Rasmus Neergaard-Petersen G Luke Clanton,,,,,,,,,,,,,,,,,,,
212,5208617515,kpasho,324,163.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Michael Brennan G Bud Cauley G Ricky Castillo,,,,,,,,,,,,,,,,,,,
215,5208445608,mlief,348,163,G Jackson Koivun G Davis Thompson G Harris English G Doug Ghim G Chris Kirk G Benjamin James,,,,,,,,,,,,,,,,,,,
215,5207846698,cjcpoker,346,163,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Jordan L. Smith G Beau Hossler G Chandler Phillips,,,,,,,,,,,,,,,,,,,
215,5208935304,JaxBchRoss,345,163,G Hideki Matsuyama G Ryan Gerard G Michael Brennan G Jordan L. Smith G Benjamin James G Jackson Suber,,,,,,,,,,,,,,,,,,,
215,5208245376,Ptown500,341,163,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Ben Kohles G Michael Kim G Sahith Theegala,,,,,,,,,,,,,,,,,,,
215,5209257381,mjphx12,337,163,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Mac Meissner G Christiaan Bezuidenhout G Denny McCarthy,,,,,,,,,,,,,,,,,,,
215,5209283533,edantoft,333,163,G Cameron Young G Alex Fitzpatrick G Harris English G Ben Kohles G Jordan L. Smith G Benjamin James,,,,,,,,,,,,,,,,,,,
215,5208755717,Chetty,324,163,G Tom Kim G Maverick McNealy G Aaron Rai G Mac Meissner G Sungjae Im G Denny McCarthy,,,,,,,,,,,,,,,,,,,
222,5207997419,mschiliro,338,162.5,G Ryan Gerard G Tom Kim G Davis Thompson G Mac Meissner G Bud Cauley G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
222,5209110872,HSMTHCOACH,337,162.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Sungjae Im G Alex Smalley G Christiaan Bezuidenhout,,,,,,,,,,,,,,,,,,,
222,5208396194,Hurricanes23,335,162.5,G Tom Kim G Ben Griffin G Aaron Rai G Mac Meissner G Matt Wallace G Beau Hossler,,,,,,,,,,,,,,,,,,,
225,5209213093,HankHill09,348,162,G Hideki Matsuyama G Keegan Bradley G Brooks Koepka G Doug Ghim G Chris Kirk G Benjamin James,,,,,,,,,,,,,,,,,,,
225,5208083563,craigp85,347,162,G Hideki Matsuyama G Tom Kim G Aaron Rai G Ben Kohles G Benjamin James G Emiliano Grillo,,,,,,,,,,,,,,,,,,,
225,5208048612,Like_A_Bous,343,162,G Hideki Matsuyama G Ryan Gerard G Ben Griffin G Jordan L. Smith G Bud Cauley G Denny McCarthy,,,,,,,,,,,,,,,,,,,
225,5208569692,r_gallacher,343,162,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Alex Smalley G Denny McCarthy G Billy Horschel,,,,,,,,,,,,,,,,,,,
225,5208316156,Redgoldsuperbowl,340,162,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Sungjae Im G Billy Horschel,,,,,,,,,,,,,,,,,,,
225,5209446398,ram1502,340,162,G Hideki Matsuyama G Justin Thomas G Ryan Gerard G Doug Ghim G Ben Kohles G Davis Chatfield,,,,,,,,,,,,,,,,,,,
225,5209383821,dnely17,339,162,G Cameron Young G Justin Thomas G Aaron Rai G Jordan L. Smith G Sahith Theegala G A.J. Ewart,,,,,,,,,,,,,,,,,,,
225,5209520074,SAbts71,337,162,G Tom Kim G Ben Griffin G Davis Thompson G Brian Harman G Sungjae Im G Bud Cauley,,,,,,,,,,,,,,,,,,,
225,5208066699,RileyLefty2,335,162,G Cameron Young G Ben Griffin G Harris English G Doug Ghim G Jordan L. Smith G Matthew McCarty,,,,,,,,,,,,,,,,,,,
225,5208088463,diG_Ger,335,162,G Hideki Matsuyama G Tom Kim G Davis Thompson G Mac Meissner G Chris Kirk G Billy Horschel,,,,,,,,,,,,,,,,,,,
225,5209556842,impeccablycomingup,324,162,G Cameron Young G Aaron Rai G Davis Thompson G Mac Meissner G Denny McCarthy G Austin Eckroat,,,,,,,,,,,,,,,,,,,
236,5209281560,jstrings31,349,161.5,G Hideki Matsuyama G Justin Thomas G Ben Griffin G Jordan Spieth G Sahith Theegala G Tom Hoge,,,,,,,,,,,,,,,,,,,
236,5207832046,bozzz08,336,161.5,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Brian Harman G Ben Kohles G Denny McCarthy,,,,,,,,,,,,,,,,,,,
236,5208754109,BeanTownBandit,333,161.5,G Cameron Young G Alex Fitzpatrick G Michael Brennan G Ben Kohles G Benjamin James G Zac Blair,,,,,,,,,,,,,,,,,,,
236,5209224663,Cicima6709,333,161.5,G Cameron Young G Justin Thomas G Doug Ghim G Jordan L. Smith G Christiaan Bezuidenhout G Nick Taylor,,,,,,,,,,,,,,,,,,,
236,5209766276,kgr008,332,161.5,G Cameron Young G Justin Thomas G Brooks Koepka G Eric Cole G Denny McCarthy G Matthew McCarty,,,,,,,,,,,,,,,,,,,
236,5209092981,live4ever,330,161.5,G Cameron Young G Aaron Rai G Davis Thompson G Brian Harman G Denny McCarthy G Matthew McCarty,,,,,,,,,,,,,,,,,,,
236,5207323432,rlewis1323,329,161.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Davis Thompson G Sungjae Im G Nicolas Echavarria,,,,,,,,,,,,,,,,,,,
243,5207346716,lilspanky296,353,161,G Jackson Koivun G Tom Kim G Doug Ghim G Blades Brown G Rasmus Højgaard G Sahith Theegala,,,,,,,,,,,,,,,,,,,
243,5208992690,VICARO,348,161,G Ben Griffin G Brooks Koepka G Doug Ghim G Sungjae Im G Matt Wallace G Benjamin James,,,,,,,,,,,,,,,,,,,
243,5207987490,Madhands03,347,161,G Cameron Young G Hideki Matsuyama G Tom Kim G Sahith Theegala G Patrick Fishburn G Tom Hoge,,,,,,,,,,,,,,,,,,,
243,5208940240,leesh1,344,161,G Cameron Young G Tom Kim G Keith Mitchell G Blades Brown G Bud Cauley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
243,5209754584,Elliotb005,342,161,G Hideki Matsuyama G Aaron Rai G Alex Fitzpatrick G Keith Mitchell G Emiliano Grillo G Denny McCarthy,,,,,,,,,,,,,,,,,,,
243,5208673643,swbathens,338,161,G Jackson Koivun G Aaron Rai G Davis Thompson G Ben Kohles G Denny McCarthy G Lee Hodges,,,,,,,,,,,,,,,,,,,
243,5209126759,bryank44,335,161,G Cameron Young G Ben Griffin G Davis Thompson G Matt Wallace G Denny McCarthy G Billy Horschel,,,,,,,,,,,,,,,,,,,
243,5209266842,YodaOG420,333,161,G Cameron Young G Tom Kim G Davis Thompson G Matt Wallace G Michael Kim G Denny McCarthy,,,,,,,,,,,,,,,,,,,
243,5208051114,DULB33,327,161,G Keegan Bradley G Michael Brennan G Brooks Koepka G Davis Thompson G Rasmus Højgaard G Bud Cauley,,,,,,,,,,,,,,,,,,,
252,5208956133,dvjr1983,353,160.5,G Justin Thomas G Ben Griffin G Davis Thompson G Doug Ghim G Blades Brown G Eric Cole,,,,,,,,,,,,,,,,,,,
252,5209095638,MizzouLew,344,160.5,G Hideki Matsuyama G Justin Thomas G Tom Kim G Ryo Hisatsune G Sahith Theegala G Ricky Castillo,,,,,,,,,,,,,,,,,,,
252,5209555515,lolo42069,342,160.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Doug Ghim G Bud Cauley G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
252,5209718916,mcnickone,341,160.5,G Cameron Young G Jackson Koivun G Jordan Spieth G Nick Taylor G Denny McCarthy G Beau Hossler,,,,,,,,,,,,,,,,,,,
252,5207411983,asmall338,340,160.5,G Cameron Young G Tom Kim G Sungjae Im G Ben Kohles G Alex Smalley G Benjamin James,,,,,,,,,,,,,,,,,,,
252,5209114059,bowldawg22,336,160.5,G Ryan Gerard G Alex Fitzpatrick G Davis Thompson G Brian Harman G Ben Kohles G Jordan L. Smith,,,,,,,,,,,,,,,,,,,
252,5209577994,wvwild,336,160.5,G Cameron Young G Aaron Rai G Davis Thompson G Matt Wallace G Ryo Hisatsune G Beau Hossler,,,,,,,,,,,,,,,,,,,
252,5209779642,gquehl,336,160.5,G Cameron Young G Davis Thompson G Mac Meissner G Doug Ghim G Sungjae Im G Ryo Hisatsune,,,,,,,,,,,,,,,,,,,
252,5208884816,KnuckIfYouBucky,332,160.5,G Cameron Young G Maverick McNealy G Davis Thompson G Sungjae Im G Ryo Hisatsune G Denny McCarthy,,,,,,,,,,,,,,,,,,,
252,5208120901,ws23bo,331,160.5,G Ben Griffin G Aaron Rai G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Davis Chatfield,,,,,,,,,,,,,,,,,,,
252,5209297784,tbomb9,330,160.5,G Hideki Matsuyama G Maverick McNealy G Alex Fitzpatrick G Jordan L. Smith G Rasmus Neergaard-Petersen G Rico Hoey,,,,,,,,,,,,,,,,,,,
252,5209425600,pna211,330,160.5,G Cameron Young G Jackson Koivun G Ben Kohles G Christiaan Bezuidenhout G Zac Blair G Beau Hossler,,,,,,,,,,,,,,,,,,,
252,5208305059,zurrubabel,324,160.5,G Tom Kim G Keegan Bradley G Michael Brennan G Davis Thompson G Ben Kohles G Marco Penge,,,,,,,,,,,,,,,,,,,
265,5207738441,hansauce,344,160,G Cameron Young G Hideki Matsuyama G Davis Thompson G Ryo Hisatsune G Sahith Theegala G Ricky Castillo,,,,,,,,,,,,,,,,,,,
265,5208474307,lhackmann,344,160,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Doug Ghim G Blades Brown G Rico Hoey,,,,,,,,,,,,,,,,,,,
265,5208745575,L_Faction,344,160,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Doug Ghim G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
265,5209715479,Johndill21,340,160,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Ben Kohles G Bud Cauley,,,,,,,,,,,,,,,,,,,
265,5208917205,mschwaz,339,160,G Hideki Matsuyama G Tom Kim G Aaron Rai G Ben Kohles G Benjamin James G Zac Blair,,,,,,,,,,,,,,,,,,,
265,5209348698,jetson74,339,160,G Jackson Koivun G Tom Kim G Doug Ghim G Ben Kohles G Bud Cauley G Nick Taylor,,,,,,,,,,,,,,,,,,,
265,5209782911,thuiz,337,160,G Hideki Matsuyama G Ben Griffin G Michael Brennan G Ben Kohles G Jordan L. Smith G Bud Cauley,,,,,,,,,,,,,,,,,,,
265,5208804982,rad5577,336,160,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Sungjae Im G Denny McCarthy G Ricky Castillo,,,,,,,,,,,,,,,,,,,
265,5208440212,AndDot,332,160,G Cameron Young G Tom Kim G Davis Thompson G Mac Meissner G Lee Hodges G Kris Ventura,,,,,,,,,,,,,,,,,,,
274,5209301111,brpunkrmax,355,159.5,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Keith Mitchell G Chris Kirk G Benjamin James,,,,,,,,,,,,,,,,,,,
274,5208822301,Getrichpicks,349,159.5,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Alex Smalley G Bud Cauley G Sahith Theegala,,,,,,,,,,,,,,,,,,,
274,5208786288,TheMish,347,159.5,G Cameron Young G Hideki Matsuyama G Alex Fitzpatrick G Benjamin James G Emiliano Grillo G John Parry,,,,,,,,,,,,,,,,,,,
274,5207610376,lawrslap,344,159.5,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Doug Ghim G Blades Brown G Sungjae Im,,,,,,,,,,,,,,,,,,,
274,5207586142,aburnham516,340,159.5,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Davis Thompson G Blades Brown G Davis Chatfield,,,,,,,,,,,,,,,,,,,
274,5208628320,mjpro,340,159.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Sungjae Im G Bud Cauley,,,,,,,,,,,,,,,,,,,
274,5209543132,BryanWPB,340,159.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Blades Brown G Sungjae Im G Bud Cauley,,,,,,,,,,,,,,,,,,,
274,5207368839,bsbender,339,159.5,G Hideki Matsuyama G Aaron Rai G Davis Thompson G Mac Meissner G Doug Ghim G Chris Kirk,,,,,,,,,,,,,,,,,,,
274,5207287742,Medicine-Man,338,159.5,G Cameron Young G Tom Kim G Alex Fitzpatrick G Ryo Hisatsune G Sahith Theegala G Ricky Castillo,,,,,,,,,,,,,,,,,,,
274,5208952451,Ryanstevens21,338,159.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Doug Ghim G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
274,5209346931,easton136,338,159.5,G Tom Kim G Aaron Rai G Alex Fitzpatrick G Doug Ghim G Blades Brown G Ben Kohles,,,,,,,,,,,,,,,,,,,
