ID,PLAYER 1,PLAYER 2,BET,SPORTSBOOK,PLAYER 1 ODDS,PLAYER 2 ODDS,PLAYER 1 DECIMAL,PLAYER 2 DECIMAL,PLAYER 1 VEGAS ODDS,PLAYER 2 VEGAS ODDS,PLAYER 1 AVERAGE ODDS,PLAYER 2 AVERAGE,PLAYER 1 POINTS TO WIN (925),PLAYER 2 PINTS TO WIN (925),,PLAYER 1 WIN %,PLAYER 2 WIN %,PROJECTED EDGE,PLAYER 1 EDGE,PLAYER 2 EDGE,SPORTSBOOK TAG,EDGE CALC,AVERAGE SPORTSBOOK TAG,EDGE,DIF,NINETOFIVE TAG,CORRELATED BETS,PROJECTED EDGE,SPORTSBOOK EDGE,BET TYPE,NINETOFIVE BET TAG,NINETOFIVE BET
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,BETONLINE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
 - LOSER - ,,,,BETONLINE,,,,,,,,,,,0,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,WINNER, - WINNER - 
,,,,,,,,,,,,,,,,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,,
,,,,,,,,,,,,,,,,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,,
,,,,,,,,,,,,,,,,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,,
,,,,,,,,,,,,,,,,0,0,0.00%,,,LOSER,,LOSER,,0,WINNER,0,,0.00%,TOURNAMENT,,
Max McGreevy - LOSER - Adrien Dumont De Chassart,Max McGreevy,Adrien Dumont De Chassart,Adrien Dumont De Chassart - VS - Max McGreevy,PINNACLE,0.00,0.00,,,,,0.4938004207,0.5061995793,103.8356719,102.3611097,206.1967816,0.5035756188,0.4964243812,0.00%,,,WINNER,,LOSER,,0.007151237649,LOSER,0,,0.00%,TOURNAMENT,WINNER,Max McGreevy - WINNER - Adrien Dumont De Chassart
Austin Eckroat - LOSER - Tom Kim,Austin Eckroat,Tom Kim,Tom Kim - VS - Austin Eckroat,PINNACLE,0.00,0.00,,,,,0.5478624624,0.4521375376,92.18110048,92.40527673,184.5863772,0.4993927606,0.5006072394,0.00%,,,WINNER,,LOSER,,-0.001214478841,WINNER,1,,0.00%,TOURNAMENT,WINNER,Austin Eckroat - WINNER - Tom Kim
Chad Ramey - LOSER - Danny Willett,Chad Ramey,Danny Willett,Danny Willett - VS - Chad Ramey,PINNACLE,0.00,0.00,,,,,0.3824389881,0.6175610119,90.78701904,,90.78701904,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Chad Ramey - WINNER - Danny Willett
Denny McCarthy - LOSER - Beau Hossler,Denny McCarthy,Beau Hossler,Beau Hossler - VS - Denny McCarthy,PINNACLE,0.00,0.00,,,,,0.4490992015,0.5509007985,117.1412812,90.68389742,207.8251787,0.5636529798,0.4363470202,0.00%,,,WINNER,,LOSER,,0.1273059597,LOSER,0,,0.00%,TOURNAMENT,WINNER,Denny McCarthy - WINNER - Beau Hossler
Thorbjorn Olesen - LOSER - Tony Finau,Thorbjorn Olesen,Tony Finau,Tony Finau - VS - Thorbjorn Olesen,PINNACLE,0.00,0.00,,,,,0.5208204932,0.4791795068,111.6327994,110.5123139,222.1451133,0.5025219675,0.4974780325,0.00%,,,WINNER,,LOSER,,0.005043934927,LOSER,0,,0.00%,TOURNAMENT,WINNER,Thorbjorn Olesen - WINNER - Tony Finau
Michael Brennan - LOSER - Zecheng Dou,Michael Brennan,Zecheng Dou,Zecheng Dou - VS - Michael Brennan,PINNACLE,0.00,0.00,,,,,0.4645567168,0.5354432832,,95.77807109,95.77807109,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Michael Brennan - WINNER - Zecheng Dou
Jhonattan Vegas - LOSER - Bronson Burgoon,Jhonattan Vegas,Bronson Burgoon,Bronson Burgoon - VS - Jhonattan Vegas,PINNACLE,0.00,0.00,,,,,0.5190801826,0.4809198174,79.40162656,85.05435676,164.4559833,0.4828138506,0.5171861494,0.00%,,,WINNER,,LOSER,,-0.03437229882,WINNER,1,,0.00%,TOURNAMENT,WINNER,Jhonattan Vegas - WINNER - Bronson Burgoon
Chris Gotterup - LOSER - Adam Scott,Chris Gotterup,Adam Scott,Adam Scott - VS - Chris Gotterup,PINNACLE,0.00,0.00,,,,,0.4581836844,0.5418163156,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Chris Gotterup - WINNER - Adam Scott
Sahith Theegala - LOSER - Paul Waring,Sahith Theegala,Paul Waring,Paul Waring - VS - Sahith Theegala,PINNACLE,0.00,0.00,,,,,0.3434667985,0.6565332015,,60.73613305,60.73613305,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Sahith Theegala - WINNER - Paul Waring
Sam Stevens - LOSER - Jason Day,Sam Stevens,Jason Day,Jason Day - VS - Sam Stevens,PINNACLE,0.00,0.00,,,,,0.4944148223,0.5055851777,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Sam Stevens - WINNER - Jason Day
Min Woo Lee - LOSER - Gary Woodland,Min Woo Lee,Gary Woodland,Gary Woodland - VS - Min Woo Lee,PINNACLE,0.00,0.00,,,,,0.3624442643,0.6375557357,,111.5007807,111.5007807,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Min Woo Lee - WINNER - Gary Woodland
Vince Whaley - LOSER - Alex Smalley,Vince Whaley,Alex Smalley,Alex Smalley - VS - Vince Whaley,PINNACLE,0.00,0.00,,,,,,,90.48876295,110.0152376,200.5040005,0.4513065211,0.5486934789,0.00%,,,WINNER,,LOSER,,-0.09738695781,WINNER,1,,0.00%,TOURNAMENT,WINNER,Vince Whaley - WINNER - Alex Smalley
Tom Hoge - LOSER - Peter Malnati,Tom Hoge,Peter Malnati,Peter Malnati - VS - Tom Hoge,PINNACLE,0.00,0.00,,,,,,,68.44157246,61.91709592,130.3586684,0.5250250966,0.4749749034,0.00%,,,WINNER,,LOSER,,0.05005019326,LOSER,0,,0.00%,TOURNAMENT,WINNER,Tom Hoge - WINNER - Peter Malnati
Eric Cole - LOSER - Matt Wallace,Eric Cole,Matt Wallace,Matt Wallace - VS - Eric Cole,PINNACLE,0.00,0.00,,,,,,,97.72292606,98.51231534,196.2352414,0.4979886659,0.5020113341,0.00%,,,WINNER,,LOSER,,-0.004022668276,WINNER,1,,0.00%,TOURNAMENT,WINNER,Eric Cole - WINNER - Matt Wallace
Jordan Smith - LOSER - Keith Mitchell,Jordan Smith,Keith Mitchell,Keith Mitchell - VS - Jordan Smith,PINNACLE,0.00,0.00,,,,,,,,125.2712598,125.2712598,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Jordan Smith - WINNER - Keith Mitchell
Davis Riley - LOSER - Andrew Putnam,Davis Riley,Andrew Putnam,Andrew Putnam - VS - Davis Riley,PINNACLE,0.00,0.00,,,,,,,,51.61766295,51.61766295,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Davis Riley - WINNER - Andrew Putnam
Jimmy Stanger - LOSER - Jeffrey Kang,Jimmy Stanger,Jeffrey Kang,Jeffrey Kang - VS - Jimmy Stanger,PINNACLE,0.00,0.00,,,,,,,68.53583118,55.42979805,123.9656292,0.5528615602,0.4471384398,0.00%,,,WINNER,,LOSER,,0.1057231203,LOSER,0,,0.00%,TOURNAMENT,WINNER,Jimmy Stanger - WINNER - Jeffrey Kang
Garrick Higgo - LOSER - Brice Garnett,Garrick Higgo,Brice Garnett,Brice Garnett - VS - Garrick Higgo,PINNACLE,0.00,0.00,,,,,,,77.97300331,61.494222,139.4672253,0.5590776122,0.4409223878,0.00%,,,WINNER,,LOSER,,0.1181552245,LOSER,0,,0.00%,TOURNAMENT,WINNER,Garrick Higgo - WINNER - Brice Garnett
Sungjae Im - LOSER - Sam Ryder,Sungjae Im,Sam Ryder,Sam Ryder - VS - Sungjae Im,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Sungjae Im - WINNER - Sam Ryder
Sam Burns - LOSER - Adrien Saddier,Sam Burns,Adrien Saddier,Adrien Saddier - VS - Sam Burns,PINNACLE,0.00,0.00,,,,,,,,87.8274272,87.8274272,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,Sam Burns - WINNER - Adrien Saddier
Matthieu Pavon - LOSER - Christiaan Bezuidenhout,Matthieu Pavon,Christiaan Bezuidenhout,Christiaan Bezuidenhout - VS - Matthieu Pavon,PINNACLE,0.00,0.00,,,,,,,72.84787944,102.8597425,175.7076219,0.414597151,0.585402849,0.00%,,,WINNER,,LOSER,,-0.1708056981,WINNER,1,,0.00%,TOURNAMENT,WINNER,Matthieu Pavon - WINNER - Christiaan Bezuidenhout
Emiliano Grillo - LOSER - Matt Kuchar,Emiliano Grillo,Matt Kuchar,Matt Kuchar - VS - Emiliano Grillo,PINNACLE,0.00,0.00,,,,,,,83.56210296,73.83154465,157.3936476,0.5309115344,0.4690884656,0.00%,,,WINNER,,LOSER,,0.06182306881,LOSER,0,,0.00%,TOURNAMENT,WINNER,Emiliano Grillo - WINNER - Matt Kuchar
Matti Schmid - LOSER - Kevin Roy,Matti Schmid,Kevin Roy,Kevin Roy - VS - Matti Schmid,PINNACLE,0.00,0.00,,,,,,,78.89832952,84.49438237,163.3927119,0.4828754515,0.5171245485,0.00%,,,WINNER,,LOSER,,-0.03424909703,WINNER,1,,0.00%,TOURNAMENT,WINNER,Matti Schmid - WINNER - Kevin Roy
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
  - LOSER -  , , ,  - VS -  ,PINNACLE,0.00,0.00,,,,,,,,,0,0,0,0.00%,,,WINNER,,LOSER,,0,WINNER,1,,0.00%,TOURNAMENT,WINNER,  - WINNER -  
