Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5194909112,lazer14,324,262.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lucas Glover G Kevin Roy G Aaron Wise,,Kurt Kitayama,G,25.36%,27
1,5196225551,THAjackel23,324,262.5,G Kurt Kitayama G Tom Kim G Jackson Koivun G Emiliano Grillo G Ben Kohles G Lucas Glover,,Ben Kohles,G,24.62%,67
1,5196438783,deyoung88,324,262.5,G Kurt Kitayama G Tom Kim G Gary Woodland G Emiliano Grillo G Ben Kohles G Lucas Glover,,Scottie Scheffler,G,24.58%,41
4,5196324614,hzdaniel,324,262,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Jesper Svensson G Kevin Roy G Paul Peterson,,Benjamin James,G,22.18%,14.5
5,5196531368,dhelm83,324,258,G Kurt Kitayama G Hideki Matsuyama G Gary Woodland G Emiliano Grillo G Ben Kohles G Lucas Glover,,Tom Kim,G,21.45%,22.5
6,5195770238,bighouse15,324,257.5,G Kurt Kitayama G Jackson Koivun G Doug Ghim G Emiliano Grillo G Ben Kohles G Jesper Svensson,,Jackson Suber,G,21.19%,22.5
7,5196210216,rz1001,324,256.5,G Jake Knapp G Jackson Koivun G Gary Woodland G Michael Brennan G Ben Kohles G Austin Smotherman,,Hideki Matsuyama,G,20.65%,18
8,5195320946,jmbass7392,324,254.5,G Kurt Kitayama G Jackson Koivun G Benjamin James G Emiliano Grillo G Ben Kohles G Lucas Glover,,Max Homa,G,20.14%,13
9,5195390444,RyanH77,324,250.5,G Keith Mitchell G Pierceson Coody G Gary Woodland G Michael Brennan G Emiliano Grillo G Ben Kohles,,Zac Blair,G,17.09%,22.5
10,5196804042,romanta,324,250,G Jake Knapp G Jackson Koivun G Max Homa G Michael Brennan G Emiliano Grillo G Ben Kohles,,Emiliano Grillo,G,16.11%,52.5
11,5195411831,patmicmac,324,249.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Mackenzie Hughes G Lucas Glover G Troy Merritt,,Corey Conners,G,15.69%,14.5
12,5194675996,navyhmcm,324,247,G Tom Kim G Jackson Koivun G Sungjae Im G Emiliano Grillo G Ben Kohles G Jesper Svensson,,Mac Meissner,G,15.29%,14
13,5196387620,4LeftsMakeItRight,324,245,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Matti Schmid G Kevin Roy G Aaron Wise,,Casey Jarvis,G,12.47%,12
14,5195642175,Goingthedistance,324,242.5,G Kurt Kitayama G Jackson Koivun G Jackson Suber G Emiliano Grillo G Ben Kohles G Tom Hoge,,Jackson Koivun,G,12.38%,49.5
15,5196722736,andrewwrase,324,242,G Tom Kim G Jackson Koivun G Pierceson Coody G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles,,Johnny Keefer,G,12.22%,12
16,5195572803,Ftanncville,324,241,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Kevin Roy G Aaron Wise,,Sungjae Im,G,11.44%,12
16,5195854560,bluesguy39,324,241,G Kurt Kitayama G Tom Kim G Jackson Koivun G Emiliano Grillo G Ben Kohles G Zac Blair,,Christiaan Bezuidenhout,G,11.21%,21
18,5196292798,kozakja,324,240.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lucas Glover G Zac Blair G Cameron Davis,,Maverick McNealy,G,11.10%,12
19,5196139208,G0cavs10,324,239.5,G Kurt Kitayama G Keith Mitchell G Jackson Koivun G Emiliano Grillo G Ben Kohles G Zac Blair,,William Mouw,G,11.06%,13.5
20,5196002758,gators9324,324,237,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Jesper Svensson G Zac Blair G Brice Garnett,,Doug Ghim,G,10.62%,18
21,5195716748,aness35,324,236.5,G Kurt Kitayama G Doug Ghim G Gary Woodland G Emiliano Grillo G Ben Kohles G Zac Blair,,Keith Mitchell,G,10.56%,21
22,5196748093,gallo_loui,324,236,G Scottie Scheffler G Emiliano Grillo G Jesper Svensson G Lucas Glover G Kevin Roy G Takumi Kanaya,,Lucas Glover,G,9.78%,44
23,5196400109,chingen,324,234.5,G Scottie Scheffler G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles G Takumi Kanaya G Troy Merritt,,Pierceson Coody,G,9.65%,16.5
23,5196418912,MichaelScarn1,324,234.5,G Kurt Kitayama G Jackson Koivun G Jackson Suber G Davis Thompson G Ben Kohles G Jesper Svensson,,Jake Knapp,G,9.36%,24
23,5196832823,rcarl76160,324,234.5,G Scottie Scheffler G Rasmus Højgaard G Ben Kohles G Lucas Glover G Denny McCarthy G Troy Merritt,,Rasmus Neergaard-Petersen,G,9.21%,34
26,5196873114,Breedski,324,234,G Scottie Scheffler G Ricky Castillo G Emiliano Grillo G Ben Kohles G Kevin Roy G Joe Highsmith,,Sam Stevens,G,9.21%,21
27,5194944579,cyclonestein,324,233.5,G Hideki Matsuyama G Tom Kim G Jackson Koivun G Emiliano Grillo G Ben Kohles G Tom Hoge,,Aaron Wise,G,8.81%,13
27,5196223874,rs430414,324,233.5,G Kurt Kitayama G Tom Kim G Jackson Koivun G Ben Kohles G Lee Hodges G Lucas Glover,,Tom Hoge,G,8.77%,24
29,5196792330,BIGBOPPER99,324,233,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lee Hodges G Chandler Phillips G Aaron Wise,,Tony Finau,G,8.26%,9.5
30,5195353376,yabbas,324,232.5,G Tom Kim G Jackson Koivun G Gary Woodland G Benjamin James G Emiliano Grillo G Lucas Glover,,Michael Brennan,G,7.67%,44
31,5194742623,connorplatt3,324,232,G Kurt Kitayama G Jackson Koivun G Doug Ghim G Brian Harman G Emiliano Grillo G Ben Kohles,,Jordan L. Smith,G,7.53%,14
31,5194777827,shawnzhan,324,232,G Scottie Scheffler G Ben Kohles G Jesper Svensson G Zac Blair G Kris Ventura G Kevin Roy,,Brian Harman,G,7.34%,18
31,5194781764,sicilykid,324,232,G Keith Mitchell G Jake Knapp G Jackson Koivun G John Parry G Emiliano Grillo G Ben Kohles,,Ricky Castillo,G,7.30%,13.5
31,5196661988,beteater,324,232,G Kurt Kitayama G Jackson Koivun G Jackson Suber G William Mouw G Emiliano Grillo G Ben Kohles,,Sudarshan Yellamaraju,G,7.25%,20
35,5196697114,zona1011,324,231,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Max McGreevy G Denny McCarthy G Adam Svensson,,Gary Woodland,G,6.79%,49.5
36,5194948552,Squanka,324,230.5,G Kurt Kitayama G Tom Kim G Doug Ghim G Emiliano Grillo G Ben Kohles G Jesper Svensson,,Stephan Jaeger,G,5.24%,14.5
36,5195082152,Fitzou88,324,230.5,G Hideki Matsuyama G Keith Mitchell G Jackson Koivun G Emiliano Grillo G Ben Kohles G Zac Blair,,Andrew Putnam,G,4.56%,18.5
36,5195175895,chrisleiver,324,230.5,G Kurt Kitayama G Tom Kim G Doug Ghim G Emiliano Grillo G Ben Kohles G Jesper Svensson,,Zachary Bauchou,G,4.33%,18
36,5196112377,drewloutz,324,230.5,G Hideki Matsuyama G Keith Mitchell G Jackson Koivun G Emiliano Grillo G Ben Kohles G Zac Blair,,Aldrich Potgieter,G,4.27%,9.5
36,5196727640,BILLBOGEY,324,230.5,G Kurt Kitayama G Jackson Koivun G Jackson Suber G Casey Jarvis G Emiliano Grillo G Ben Kohles,,Joel Dahmen,G,3.95%,17.5
41,5196504149,pricegrant,324,229.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lucas Glover G Erik Van Rooyen G David Lipsky,,Troy Merritt,G,3.93%,30
41,5196813117,Tgrand23,324,229.5,G Jackson Koivun G Jackson Suber G Gary Woodland G Sudarshan Yellamaraju G Christiaan Bezuidenhout G Ben Kohles,,Max McGreevy,G,3.85%,13.5
43,5194577110,Garyyyyy,324,229,G Jake Knapp G Jackson Koivun G Pierceson Coody G Michael Brennan G Ben Kohles G Rico Hoey,,Taylor Pendrith,G,3.66%,16
44,5195593754,jmostpa,324,228.5,G Tom Kim G Jackson Koivun G Jackson Suber G Benjamin James G Emiliano Grillo G Ben Kohles,,Mackenzie Hughes,G,3.66%,15
44,5196485081,dapeachinva,324,228.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Max McGreevy G Lucas Glover G Brice Garnett,,Michael Kim,G,3.53%,16.5
46,5195914715,mistaziggsta,324,228,G Kurt Kitayama G Hideki Matsuyama G Jackson Koivun G Ben Kohles G Lucas Glover G Zac Blair,,A.J. Ewart,G,3.43%,20
46,5196165335,Niromada,324,228,G Scottie Scheffler G Michael Brennan G Ben Kohles G Lucas Glover G Joel Dahmen G Tyler Duncan,,Max Greyserman,G,3.41%,20.5
48,5194800446,rjs83,324,227.5,G Jake Knapp G Jackson Koivun G Jackson Suber G Johnny Keefer G Emiliano Grillo G Ben Kohles,,Patrick Rodgers,G,3.07%,9
48,5196655964,usathrows,324,227.5,G Kurt Kitayama G Tom Kim G Benjamin James G Emiliano Grillo G Ben Kohles G Lucas Glover,,John Parry,G,2.92%,18
50,5194619546,laboni64,324,226.5,G Keith Mitchell G Jackson Suber G Gary Woodland G Mac Meissner G Emiliano Grillo G Ben Kohles,,Matti Schmid,G,2.92%,26.5
50,5194741210,GnomiesArmy,324,226.5,G Kurt Kitayama G Tony Finau G Emiliano Grillo G Ben Kohles G Lucas Glover G Matti Schmid,,Jesper Svensson,G,2.88%,43.5
50,5196151182,DomoFactor,324,226.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lucas Glover G Erik Van Rooyen G Aaron Wise,,Lee Hodges,G,2.80%,23.5
50,5196338163,micanians2002,324,226.5,G Scottie Scheffler G William Mouw G Emiliano Grillo G Ben Kohles G Zac Blair G Troy Merritt,,Rasmus Højgaard,G,2.75%,18
50,5196391666,clamdiggerball,324,226.5,G Kurt Kitayama G Tom Kim G Jackson Koivun G Ben Kohles G Michael Kim G Lucas Glover,,Denny McCarthy,G,2.69%,34.5
50,5196592951,jwking89,324,226.5,G Scottie Scheffler G William Mouw G Emiliano Grillo G Ben Kohles G Zac Blair G Troy Merritt,,David Lipsky,G,2.44%,16
56,5195406715,Roberta32578,324,226,G Scottie Scheffler G Steven Fisk G Emiliano Grillo G Ben Kohles G Zac Blair G Troy Merritt,,Davis Chatfield,G,2.42%,24.5
56,5196245809,Samitysam12,324,226,G Jake Knapp G Pierceson Coody G Gary Woodland G Michael Brennan G Davis Thompson G Ben Kohles,,Austin Eckroat,G,2.38%,18
56,5196429983,easton136,324,226,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lee Hodges G Zac Blair G Ben Silverman,,Taylor Moore,G,2.21%,16
59,5196614700,BeSp10,324,225.5,G Scottie Scheffler G Brian Harman G Emiliano Grillo G Ben Kohles G Zac Blair G Davis Chatfield,,Kevin Roy,G,2.17%,45
60,5196797761,koondog25,324,225,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Hayden Springer,,Erik Van Rooyen,G,2.14%,9
61,5196108462,sboynton10,324,224.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Joel Dahmen,,Kevin Yu,G,2.10%,16.5
61,5196277022,rscreech,324,224.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Aaron Wise G Will Gordon,,Takumi Kanaya,G,1.93%,10
61,5196467122,meghannault,324,224.5,G Maverick McNealy G Jackson Koivun G Tony Finau G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles,,Steven Fisk,G,1.93%,13
61,5196822373,clayharned,324,224.5,G Tom Kim G Jackson Koivun G Max Homa G Sudarshan Yellamaraju G Emiliano Grillo G Ben Kohles,,Keita Nakajima,G,1.72%,26.5
61,5196860904,mgdunaway,324,224.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Seamus Power G Zac Blair G Aaron Wise,,Matt Kuchar,G,1.66%,6.5
66,5195175494,ziggy8293,324,224,G Kurt Kitayama G Jackson Koivun G Michael Brennan G Max Greyserman G Taylor Pendrith G Ben Kohles,,Davis Thompson,G,1.62%,25
66,5196476606,Bryan3320,324,224,G Keith Mitchell G Gary Woodland G Max Homa G Sam Stevens G Emiliano Grillo G Ben Kohles,,Austin Smotherman,G,1.53%,22.5
68,5194810432,jfine131,324,223.5,G Hideki Matsuyama G Keith Mitchell G Sam Stevens G Michael Brennan G Emiliano Grillo G Ben Kohles,,Rico Hoey,G,1.51%,28
69,5194650165,rubbsy,324,223,G Kurt Kitayama G Jackson Koivun G Benjamin James G Christiaan Bezuidenhout G Michael Brennan G Ben Kohles,,Cameron Champ,G,1.45%,14.5
69,5194877221,habs9hawkes,324,223,G Kurt Kitayama G Gary Woodland G Max Homa G Mac Meissner G Emiliano Grillo G Ben Kohles,,Beau Hossler,G,1.28%,16.5
69,5195013896,dbran4,324,223,G Scottie Scheffler G Ben Kohles G Keita Nakajima G Lucas Glover G Billy Horschel G Cameron Davis,,Preston Stout,G,1.26%,18
69,5195815999,thomashogan447,324,223,G Hideki Matsuyama G Jackson Koivun G Jackson Suber G William Mouw G Emiliano Grillo G Ben Kohles,,Seamus Power,G,1.24%,28.5
69,5195912656,PepperMonster,324,223,G Jake Knapp G Jackson Koivun G Pierceson Coody G William Mouw G Emiliano Grillo G Ben Kohles,,Cameron Davis,G,1.22%,13.5
69,5196114480,coachp17,324,223,G Hideki Matsuyama G Tom Kim G Gary Woodland G William Mouw G Emiliano Grillo G Ben Kohles,,Will Gordon,G,1.20%,28.5
69,5196282835,KCDADONN,324,223,G Kurt Kitayama G Jackson Koivun G Sam Stevens G Benjamin James G Ben Kohles G Lucas Glover,,Brandt Snedeker,G,1.16%,9.5
76,5196195060,TheSleeper80,324,222.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lee Hodges G David Lipsky G Adam Svensson,,Brice Garnett,G,1.16%,10.5
77,5195575362,rpr12498,324,222,G Tom Kim G Jackson Koivun G Jackson Suber G Michael Brennan G Kevin Yu G Ben Kohles,,Billy Horschel,G,1.09%,31
77,5196025710,wiggy0302,324,222,G Jackson Koivun G Doug Ghim G Jackson Suber G Sam Stevens G Ben Kohles G Lucas Glover,,Chandler Phillips,G,0.99%,36
77,5196314270,Doublejay01,324,222,G Scottie Scheffler G Stephan Jaeger G Emiliano Grillo G Ben Kohles G Zac Blair G Davis Chatfield,,Tyler Duncan,G,0.97%,14.5
80,5194991594,mehringb2,324,221.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Preston Stout G Andrew Putnam G Davis Chatfield,,Fabián Gómez,G,0.95%,15
80,5196568616,mccombda,324,221.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Lee Hodges G Aaron Wise G Davis Chatfield,,Ryder Cowan,G,0.90%,12
82,5195823756,zwall10,324,221,G Jake Knapp G Jackson Koivun G Jackson Suber G Benjamin James G Ben Kohles G Jesper Svensson,,Stefano Mazzoli,G,0.88%,8.5
82,5196144286,tbrolley,324,221,G Kurt Kitayama G Jackson Koivun G Max Homa G Johnny Keefer G Emiliano Grillo G Ben Kohles,,Mark Hubbard,G,0.86%,14.5
82,5196241866,danblah25,324,221,G Jake Knapp G Jackson Koivun G Jackson Suber G Benjamin James G Ben Kohles G Jesper Svensson,,Davis Riley,G,0.82%,6.5
82,5196373845,dmanrule,324,221,G Scottie Scheffler G Ben Kohles G Lucas Glover G Zachary Bauchou G Austin Smotherman G Will Gordon,,Adam Svensson,G,0.80%,22.5
82,5196851152,mblack412,324,221,G Kurt Kitayama G Doug Ghim G Jackson Suber G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles,,Gordon Sargent,G,0.80%,15
82,5196894186,Bonafide24,324,221,G Kurt Kitayama G Jackson Koivun G Max Homa G Johnny Keefer G Emiliano Grillo G Ben Kohles,,Karl Vilips,G,0.78%,18
88,5195843765,ohyouknow12,324,220.5,G Kurt Kitayama G Hideki Matsuyama G Christiaan Bezuidenhout G Michael Brennan G Ben Kohles G Jesper Svensson,,Paul Peterson,G,0.78%,13
89,5195381967,fandk,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Aaron Wise,,Hao-Tong Li,G,0.74%,21
89,5195387246,B32044,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Aaron Wise,,Lanto Griffin,G,0.71%,14.5
89,5195610081,Hoily,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Aaron Wise,,Luke List,G,0.69%,12.5
89,5195853781,JMo1813,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Aaron Wise,,Hayden Springer,G,0.63%,18
89,5196269811,mikej52005,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Aaron Wise,,Joe Highsmith,G,0.61%,15
89,5196812787,uncsucks,324,220,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Mackenzie Hughes G A.J. Ewart G Davis Chatfield,,Luke Clanton,G,0.61%,11
89,5196886871,jayhawk.316,324,220,G Jake Knapp G Jackson Koivun G Max Homa G Mac Meissner G Emiliano Grillo G Ben Kohles,,Chris Kirk,G,0.61%,14.5
96,5195060955,Purplepain777,324,219.5,G Kurt Kitayama G Jackson Koivun G Tony Finau G Mac Meissner G Emiliano Grillo G Ben Kohles,,Kris Ventura,G,0.61%,13
96,5195286844,bubba5623,324,219.5,G Scottie Scheffler G John Parry G Emiliano Grillo G Ben Kohles G Matti Schmid G Adam Schenk,,Adam Hadwin,G,0.59%,16.5
96,5196864479,keithv32,324,219.5,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Ben Kohles G Zac Blair G Davis Chatfield,,Ben Silverman,G,0.57%,19.5
99,5194774047,zlogan91,324,219,G Tom Kim G Jackson Koivun G Jackson Suber G Michael Brennan G Ricky Castillo G Ben Kohles,,Jeremy Paul,G,0.57%,8.5
99,5196858223,Ronchi18,324,219,G Tom Kim G Jackson Koivun G Max Homa G Benjamin James G Emiliano Grillo G Ben Kohles,,Harry Higgs,G,0.55%,24
101,5195773470,scaleydog,324,218.5,G Keith Mitchell G Jackson Koivun G Jackson Suber G Benjamin James G Ben Kohles G Lucas Glover,,David Skinns,G,0.46%,9
101,5196395278,jholland1981,324,218.5,G Scottie Scheffler G Ricky Castillo G Ben Kohles G Denny McCarthy G Kevin Roy G Joel Dahmen,,Nick Dunlap,G,0.46%,13.5
101,5196422155,MikeRod,324,218.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Austin Eckroat G Joel Dahmen,,Camilo Villegas,G,0.44%,19.5
104,5195822959,dank102,324,218,G Scottie Scheffler G Benjamin James G Emiliano Grillo G Ben Kohles G Paul Peterson G Troy Merritt,,Adrien Dumont De Chassart,G,0.44%,16.5
104,5196132899,willy1wilson,324,218,G Kurt Kitayama G Jackson Koivun G Pierceson Coody G Rasmus Neergaard-Petersen G Ben Kohles G Tom Hoge,,Kevin Streelman,G,0.40%,31
104,5196309699,gjeffes,324,218,G Scottie Scheffler G Rasmus Neergaard-Petersen G Jesper Svensson G Lucas Glover G Kevin Roy G Brice Garnett,,Patrick Fishburn,G,0.38%,18
107,5194784363,Vindex24,324,217.5,G Tom Kim G Jackson Koivun G Jackson Suber G Johnny Keefer G Ben Kohles G Lucas Glover,,Brannon Fahrny,G,0.36%,14
107,5195000746,Lisar,324,217.5,G Hideki Matsuyama G Jackson Koivun G Jordan L. Smith G Beau Hossler G Emiliano Grillo G Ben Kohles,,Jimmy Stanger,G,0.32%,21
107,5195518943,jlieb74,324,217.5,G Kurt Kitayama G Hideki Matsuyama G Gary Woodland G Casey Jarvis G Ben Kohles G Lucas Glover,,Thorbjørn Olesen,G,0.32%,21.5
107,5195962089,PetePas,324,217.5,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Ben Kohles G Zac Blair G Adam Svensson,,Trace Crowe,G,0.29%,30
107,5195967279,Uncle.D,324,217.5,G Kurt Kitayama G Jackson Koivun G Pierceson Coody G William Mouw G Ben Kohles G Lucas Glover,,Jason Day,G,0.29%,0
107,5196186719,chandler74,324,217.5,G Kurt Kitayama G Gary Woodland G Sungjae Im G Tony Finau G Emiliano Grillo G Ben Kohles,,Neal Shipley,G,0.29%,16.5
107,5196402110,MojoNoJoke,324,217.5,G Kurt Kitayama G Hideki Matsuyama G Gary Woodland G Casey Jarvis G Ben Kohles G Lucas Glover,,Zecheng Dou,G,0.27%,26.5
107,5196764625,txkoolaid,324,217.5,G Scottie Scheffler G Michael Brennan G John Parry G Ben Kohles G Joel Dahmen G Troy Merritt,,Garrick Higgo,G,0.27%,10
115,5195844257,atw2020,324,217,G Keith Mitchell G Doug Ghim G Corey Conners G Michael Brennan G Emiliano Grillo G Ben Kohles,,Nick Hardy,G,0.25%,13.5
115,5196489639,Camtheman325,324,217,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Tom Hoge G Takumi Kanaya,,Chad Ramey,G,0.23%,13
117,5195155825,guygreen,324,216.5,G Tom Kim G Gary Woodland G Max Homa G Sungjae Im G Emiliano Grillo G Ben Kohles,,Pontus Nyholm,G,0.19%,22.5
117,5196822269,JPsioux,324,216.5,G Kurt Kitayama G Jake Knapp G Jackson Koivun G Ben Kohles G Keita Nakajima G Austin Smotherman,,Peter Malnati,G,0.19%,14.5
117,5196843275,alassiter91,324,216.5,G Tom Kim G Jackson Suber G Gary Woodland G Christiaan Bezuidenhout G Rasmus Neergaard-Petersen G Ben Kohles,,Brian Campbell,G,0.19%,22
120,5195439170,Money0227,324,216,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Matti Schmid G David Lipsky G Aaron Wise,,Matthieu Pavon,G,0.19%,16
120,5195487906,benny_boy03,324,216,G Kurt Kitayama G Tom Kim G Max Homa G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles,,Adam Schenk,G,0.17%,14.5
120,5196269285,edwarda111,324,216,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Tom Hoge G Aaron Wise,,Justin Lower,G,0.17%,20
123,5195099277,briskichris,324,215.5,G Hideki Matsuyama G Keith Mitchell G Max Homa G Emiliano Grillo G Ben Kohles G Lucas Glover,,Dylan Wu,G,0.15%,7.5
123,5195586882,reddog0612,324,215.5,G Hideki Matsuyama G Jackson Suber G Gary Woodland G Benjamin James G Ben Kohles G Lucas Glover,,John VanDerLaan,G,0.13%,35
123,5195996455,BRIDAUG,324,215.5,G Scottie Scheffler G William Mouw G Ben Kohles G Lucas Glover G A.J. Ewart G Troy Merritt,,Chandler Blanchet,G,0.11%,30.5
123,5196098866,hockeyav,324,215.5,G Keith Mitchell G Jackson Koivun G Jackson Suber G Johnny Keefer G Ben Kohles G Jesper Svensson,,Alejandro Tosti,G,0.11%,8.5
123,5196117821,Kabino,324,215.5,G Keith Mitchell G Pierceson Coody G Jackson Suber G Emiliano Grillo G Ben Kohles G Chandler Phillips,,Muzzy Donohue,G,0.11%,12.5
123,5196142373,Cubben,324,215.5,G Scottie Scheffler G Johnny Keefer G Emiliano Grillo G Ben Kohles G Aaron Wise G Troy Merritt,,Ben Martin,G,0.08%,16.5
123,5196369179,Brewhaus,324,215.5,G Scottie Scheffler G Ben Kohles G Keita Nakajima G Lucas Glover G Tom Hoge G Aaron Wise,,Danny Walker,G,0.08%,15
123,5196546441,cusetown1978,324,215.5,G Hideki Matsuyama G Jackson Koivun G Jordan L. Smith G Benjamin James G Emiliano Grillo G Ben Kohles,,Patton Kizzire,G,0.08%,12
131,5195885604,jackfrostt,324,215,G Kurt Kitayama G Jackson Koivun G Max Homa G Benjamin James G Ben Kohles G Lucas Glover,,Charley Hoffman,G,0.08%,14.5
131,5196477910,mm12345,324,215,G Jake Knapp G Jackson Koivun G Gary Woodland G Sudarshan Yellamaraju G Rico Hoey G Lucas Glover,,Rafael Campos,G,0.08%,9.5
131,5196612871,Splendid,324,215,G Jackson Koivun G Jackson Suber G Gary Woodland G Benjamin James G Johnny Keefer G Ben Kohles,,Hank Lebioda,G,0.06%,16.5
134,5194899972,JDS1959,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Zac Blair G Aaron Wise,,Vince Whaley,G,0.04%,30.5
134,5195160229,LSUTom123,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zachary Bauchou G Zac Blair G Cameron Davis,,Jeffrey Kang,G,0.04%,32
134,5195600859,RexGrossman,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Zac Blair G Aaron Wise,,Ryan Brehm,G,0.04%,15
134,5195919122,Goliath127,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Zac Blair G Aaron Wise,,Kensei Hirata,G,0.04%,4
134,5196525023,vinceyoungsteakhouse,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Zac Blair G Aaron Wise,,Christo Lamprecht,G,0.02%,13
134,5196807328,Jliv35,324,214.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Andrew Putnam G Zac Blair G Aaron Wise,,Marcelo Rozo,G,0.02%,28
140,5195314889,Betlikeanantelope,324,214,G Jackson Koivun G Doug Ghim G Max Homa G Jordan L. Smith G Emiliano Grillo G Ben Kohles,,Cooper Schultz,G,0.02%,15.5
140,5195915154,largehuey,324,214,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Ben Kohles G Aaron Wise G Will Gordon,,Nicholas Lindheim,G,0.02%,13.5
140,5196022825,Fryske4545,324,214,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Patrick Fishburn G Karl Vilips G Joel Dahmen,,Sihan Sandhu,G,0.02%,15.5
140,5196633465,GuruHowie,324,214,G Kurt Kitayama G Jackson Koivun G Benjamin James G Michael Brennan G Johnny Keefer G Ben Kohles,,Thomas Campbell,G,0.02%,14.5
140,5196650534,Tarheels3,324,214,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Austin Eckroat G Aaron Wise,,,,,
145,5195086832,Belltaine1,324,213.5,G Scottie Scheffler G Ben Kohles G Thorbjørn Olesen G Lucas Glover G Tom Hoge G David Lipsky,,,,,
145,5195535804,shanerstainer,324,213.5,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Joel Dahmen G Aaron Wise,,,,,
145,5196761949,mreihel,324,213.5,G Hideki Matsuyama G Jackson Koivun G Corey Conners G Johnny Keefer G Emiliano Grillo G Ben Kohles,,,,,
148,5195073398,mateostarr,324,213,G Kurt Kitayama G Tom Kim G Jackson Koivun G Rasmus Neergaard-Petersen G Ben Kohles G Aaron Wise,,,,,
148,5195261286,utica201869,324,213,G Scottie Scheffler G Michael Brennan G Ben Kohles G Seamus Power G Joel Dahmen G Fabián Gómez,,,,,
148,5196314202,mcolvin44,324,213,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G Ryder Cowan G Hayden Springer,,,,,
148,5196446174,eronau,324,213,G Kurt Kitayama G Hideki Matsuyama G Benjamin James G Rasmus Neergaard-Petersen G Emiliano Grillo G Ben Kohles,,,,,
152,5196249072,DCowell12,324,212.5,G Scottie Scheffler G Ben Kohles G Max McGreevy G Lucas Glover G Zac Blair G Davis Chatfield,,,,,
152,5196515435,seasonedwarpig,324,212.5,G Jackson Koivun G Gary Woodland G Sam Stevens G Benjamin James G Michael Brennan G Rasmus Neergaard-Petersen,,,,,
154,5194776383,pteague7,324,212,G Scottie Scheffler G Emiliano Grillo G Ben Kohles G Zac Blair G David Lipsky G Aaron Wise,,,,,
