Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1085,5194735374,aporter07,324,168.5,G Maverick McNealy G Kurt Kitayama G Christiaan Bezuidenhout G Johnny Keefer G Emiliano Grillo G Lucas Glover,,,,,
1085,5194740560,roddygaga,324,168.5,G Kurt Kitayama G Jackson Koivun G Max Homa G Benjamin James G Emiliano Grillo G Ryder Cowan,,,,,
1085,5194803001,JT0001,324,168.5,G Maverick McNealy G Gary Woodland G Mac Meissner G Christiaan Bezuidenhout G Michael Brennan G Rico Hoey,,,,,
1085,5194843424,Precept24,324,168.5,G Kurt Kitayama G Hideki Matsuyama G Keith Mitchell G Ben Kohles G Zac Blair G Aaron Wise,,,,,
1085,5194877363,StatATL,324,168.5,G Scottie Scheffler G Benjamin James G Ben Kohles G Andrew Putnam G Aaron Wise G Tyler Duncan,,,,,
1085,5195591748,Peave,324,168.5,G Kurt Kitayama G Keith Mitchell G Sungjae Im G Johnny Keefer G Emiliano Grillo G Lucas Glover,,,,,
1085,5195862718,calebm555,324,168.5,G Tom Kim G Jackson Koivun G Tony Finau G Mac Meissner G Max Greyserman G Emiliano Grillo,,,,,
1085,5196124620,cromfh24,324,168.5,G Scottie Scheffler G Benjamin James G Emiliano Grillo G Joel Dahmen G Cameron Champ G Will Gordon,,,,,
1085,5196320311,ziggitywood,324,168.5,G Tom Kim G Doug Ghim G Jackson Suber G Johnny Keefer G Ben Kohles G Keita Nakajima,,,,,
1085,5196402954,bms17350,324,168.5,G Kurt Kitayama G Keith Mitchell G Benjamin James G Michael Brennan G Aldrich Potgieter G Emiliano Grillo,,,,,
1085,5196519198,dwhitaker22,324,168.5,G Kurt Kitayama G Keith Mitchell G Sungjae Im G William Mouw G Ben Kohles G Rico Hoey,,,,,
1085,5196553964,saheb747,324,168.5,G Scottie Scheffler G Benjamin James G Ben Kohles G Austin Eckroat G Stefano Mazzoli G Ben Silverman,,,,,
1085,5196664092,Hootfish,324,168.5,G Scottie Scheffler G Ben Kohles G A.J. Ewart G Patrick Rodgers G Andrew Putnam G Aaron Wise,,,,,
1085,5196670617,hutchdawg16,324,168.5,G Keith Mitchell G Doug Ghim G Jackson Suber G Johnny Keefer G Ben Kohles G Rico Hoey,,,,,
1085,5196726882,HAKS01,324,168.5,G Jackson Koivun G Gary Woodland G Corey Conners G Sam Stevens G Rasmus Højgaard G Taylor Pendrith,,,,,
1085,5196728413,nshelton65,324,168.5,G Scottie Scheffler G Pierceson Coody G Emiliano Grillo G Brian Campbell G Davis Riley G Troy Merritt,,,,,
1085,5196850465,pgaronb,324,168.5,G Hideki Matsuyama G Jackson Koivun G Corey Conners G Rasmus Neergaard-Petersen G Rasmus Højgaard G Denny McCarthy,,,,,
1085,5196861388,HedgeTho,324,168.5,G Hideki Matsuyama G Corey Conners G Max Homa G Michael Brennan G Johnny Keefer G Ben Kohles,,,,,
1085,5196872972,jtrent98,324,168.5,G Jackson Koivun G Gary Woodland G Corey Conners G Mac Meissner G Benjamin James G Matti Schmid,,,,,
1105,5194864189,Toatsmagoats,324,168,G Tom Kim G Jackson Suber G Gary Woodland G Corey Conners G Emiliano Grillo G Matt Kuchar,,,,,
1105,5194911113,tdubbs1010,324,168,G Kurt Kitayama G Corey Conners G Johnny Keefer G Rasmus Neergaard-Petersen G William Mouw G Ben Kohles,,,,,
1105,5194953770,demanufacture714,324,168,G Hideki Matsuyama G Tom Kim G Corey Conners G Rasmus Neergaard-Petersen G Casey Jarvis G Ben Kohles,,,,,
1105,5195091037,JERKER19,324,168,G Kurt Kitayama G Tom Kim G Corey Conners G Benjamin James G Ben Kohles G Zac Blair,,,,,
1105,5195170838,chargerclips,324,168,G Hideki Matsuyama G Tom Kim G Benjamin James G Johnny Keefer G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1105,5195344114,tinman1967,324,168,G Maverick McNealy G Kurt Kitayama G Benjamin James G Rasmus Neergaard-Petersen G Ricky Castillo G Ben Kohles,,,,,
1105,5195367028,pzpace,324,168,G Kurt Kitayama G Tom Kim G Corey Conners G Benjamin James G Ben Kohles G Zac Blair,,,,,
1105,5195523118,uclaye,324,168,G Scottie Scheffler G Taylor Pendrith G Ben Kohles G Michael Kim G Aaron Wise G Cameron Champ,,,,,
1105,5195924364,middy777,324,168,G Hideki Matsuyama G Jackson Suber G Benjamin James G Johnny Keefer G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1105,5196109264,AAtashian,324,168,G Hideki Matsuyama G Jackson Suber G Benjamin James G Johnny Keefer G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1105,5196391099,apayne331,324,168,G Kurt Kitayama G Keith Mitchell G Mac Meissner G Christiaan Bezuidenhout G Brian Harman G Ben Kohles,,,,,
1105,5196626673,TheDude80,324,168,G Tom Kim G Gary Woodland G Max Homa G Michael Brennan G Preston Stout G Hao-Tong Li,,,,,
1105,5196702890,tdice77,324,168,G Kurt Kitayama G Tom Kim G Corey Conners G Benjamin James G Ben Kohles G Zac Blair,,,,,
1105,5196735621,labo2000,324,168,G Scottie Scheffler G Benjamin James G Ben Kohles G Zac Blair G Stefano Mazzoli G Tyler Duncan,,,,,
1105,5196777386,knicker111,324,168,G Scottie Scheffler G Casey Jarvis G Ben Kohles G Max McGreevy G Tom Hoge G Brice Garnett,,,,,
1120,5194600512,amacleod21,324,167.5,G Keith Mitchell G Jake Knapp G Jackson Koivun G Michael Brennan G Taylor Pendrith G Aaron Wise,,,,,
1120,5194958442,PSULions90,324,167.5,G Hideki Matsuyama G Keith Mitchell G Sudarshan Yellamaraju G Michael Brennan G Johnny Keefer G Emiliano Grillo,,,,,
1120,5194982620,canocanstayiguess,324,167.5,G Kurt Kitayama G Jackson Suber G Max Homa G Benjamin James G Ben Kohles G Lee Hodges,,,,,
1120,5195006799,boomernyga,324,167.5,G Scottie Scheffler G Corey Conners G Zac Blair G Kevin Roy G Mark Hubbard G Troy Merritt,,,,,
1120,5195022411,daviddawdy10,324,167.5,G Scottie Scheffler G Mac Meissner G Ben Kohles G Joel Dahmen G Stefano Mazzoli G Ben Silverman,,,,,
1120,5195365920,lito73,324,167.5,G Kurt Kitayama G Pierceson Coody G Jackson Suber G Kevin Yu G John Parry G Ben Kohles,,,,,
1120,5195404523,brussino,324,167.5,G Kurt Kitayama G Tom Kim G Gary Woodland G Rasmus Neergaard-Petersen G Casey Jarvis G Zac Blair,,,,,
1120,5195474390,aceson,324,167.5,G Tom Kim G Pierceson Coody G Doug Ghim G Mac Meissner G Emiliano Grillo G Lucas Glover,,,,,
1120,5195603331,cwburg,324,167.5,G Keith Mitchell G Jackson Koivun G Sungjae Im G Benjamin James G Rasmus Højgaard G Emiliano Grillo,,,,,
1120,5195663315,DennyBird,324,167.5,G Maverick McNealy G Gary Woodland G Corey Conners G Christiaan Bezuidenhout G Brian Harman G Emiliano Grillo,,,,,
1120,5195859227,teubank10,324,167.5,G Tom Kim G Pierceson Coody G Jackson Suber G Tony Finau G Emiliano Grillo G Lucas Glover,,,,,
1120,5196292785,HankHill09,324,167.5,G Kurt Kitayama G Keith Mitchell G Gary Woodland G Aldrich Potgieter G Kevin Yu G Lucas Glover,,,,,
1120,5196306087,Lemon77,324,167.5,G Scottie Scheffler G Gary Woodland G Patrick Rodgers G Zac Blair G Kevin Streelman G Adam Schenk,,,,,
1120,5196351781,Littlefonzie56,324,167.5,G Jackson Koivun G Doug Ghim G Max Homa G Sam Stevens G William Mouw G Emiliano Grillo,,,,,
1120,5196360554,jimmah99,324,167.5,G Tom Kim G Pierceson Coody G Jackson Suber G Michael Brennan G Aldrich Potgieter G Emiliano Grillo,,,,,
1120,5196400734,Aaronou,324,167.5,G Kurt Kitayama G Jackson Suber G Max Homa G Mac Meissner G Ben Kohles G Tom Hoge,,,,,
1120,5196408234,TheCaretaker,324,167.5,G Jake Knapp G Tom Kim G Jackson Koivun G Benjamin James G Lucas Glover G Aaron Wise,,,,,
1120,5196432257,ga33,324,167.5,G Kurt Kitayama G Tom Kim G Mac Meissner G Christiaan Bezuidenhout G Taylor Pendrith G Ben Kohles,,,,,
1120,5196544882,Terry301,324,167.5,G Scottie Scheffler G Emiliano Grillo G Lee Hodges G Keita Nakajima G Max McGreevy G Brice Garnett,,,,,
1120,5196656682,FlyingBurritos,324,167.5,G Scottie Scheffler G Brian Harman G Ben Kohles G Zachary Bauchou G Kris Ventura G Brice Garnett,,,,,
1120,5196668681,Bigt93,324,167.5,G Kurt Kitayama G Jackson Suber G Sungjae Im G Tony Finau G Emiliano Grillo G Lucas Glover,,,,,
1120,5196683658,magerjeff,324,167.5,G Scottie Scheffler G Jesper Svensson G Zachary Bauchou G Andrew Putnam G Zac Blair G Tom Hoge,,,,,
1120,5196687611,jp9629,324,167.5,G Kurt Kitayama G Jake Knapp G Tom Kim G Casey Jarvis G Ben Kohles G Gordon Sargent,,,,,
1120,5196708962,dkdueler9,324,167.5,G Tom Kim G Jackson Koivun G Jackson Suber G Benjamin James G Stephan Jaeger G Lucas Glover,,,,,
1120,5196715561,MrVegas128,324,167.5,G Scottie Scheffler G Johnny Keefer G Lucas Glover G Zachary Bauchou G Zac Blair G Troy Merritt,,,,,
1120,5196739811,CKubel22,324,167.5,G Scottie Scheffler G Mac Meissner G Lucas Glover G Billy Horschel G Aaron Wise G Davis Chatfield,,,,,
1120,5196740108,LudsBoyz,324,167.5,G Hideki Matsuyama G Tom Kim G Mac Meissner G Johnny Keefer G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1120,5196842389,denu88,324,167.5,G Scottie Scheffler G Rasmus Neergaard-Petersen G Seamus Power G Zac Blair G Tom Hoge G Joel Dahmen,,,,,
1120,5196859244,mattreds1411,324,167.5,G Hideki Matsuyama G Jake Knapp G Tom Kim G Ricky Castillo G Ben Kohles G Zac Blair,,,,,
1120,5196859247,TheSkellator,324,167.5,G Jake Knapp G Jackson Koivun G Max Homa G Benjamin James G Michael Brennan G Austin Smotherman,,,,,
1150,5194832047,Bigduff9939,324,167,G Keith Mitchell G Corey Conners G Sam Stevens G Jordan L. Smith G Michael Brennan G Emiliano Grillo,,,,,
1150,5194898331,billzank,324,167,G Scottie Scheffler G Tony Finau G Lucas Glover G Tom Hoge G Joel Dahmen G Kevin Streelman,,,,,
1150,5194915662,cooper8,324,167,G Kurt Kitayama G Tom Kim G Jackson Suber G Taylor Pendrith G Casey Jarvis G Ben Kohles,,,,,
1150,5195199203,bhays9,324,167,G Hideki Matsuyama G Jackson Koivun G Benjamin James G Sudarshan Yellamaraju G Christiaan Bezuidenhout G Lucas Glover,,,,,
1150,5195556357,bwats11,324,167,G Scottie Scheffler G Sudarshan Yellamaraju G Stephan Jaeger G Lucas Glover G Joel Dahmen G Troy Merritt,,,,,
1150,5195571031,pultb,324,167,G Scottie Scheffler G Emiliano Grillo G Mackenzie Hughes G Max McGreevy G Erik Van Rooyen G Chandler Phillips,,,,,
1150,5195615431,Seabass1977,324,167,G Scottie Scheffler G Tom Kim G Chandler Phillips G Aaron Wise G Davis Chatfield G Troy Merritt,,,,,
1150,5195830744,barnes522000,324,167,G Scottie Scheffler G Rasmus Neergaard-Petersen G Keita Nakajima G Ryder Cowan G Kevin Roy G Stefano Mazzoli,,,,,
1150,5196168575,whaleandwasp,324,167,G Maverick McNealy G Keith Mitchell G Sungjae Im G Max Greyserman G Ben Kohles G Denny McCarthy,,,,,
1150,5196401748,jriske,324,167,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Patrick Rodgers G Tom Hoge G Will Gordon,,,,,
1150,5196493132,Jaredbagan1,324,167,G Kurt Kitayama G Max Homa G Sungjae Im G Mac Meissner G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1150,5196688999,Kingpin5,324,167,G Keith Mitchell G Jake Knapp G Tom Kim G Sudarshan Yellamaraju G Denny McCarthy G Kevin Roy,,,,,
1150,5196844547,zg22,324,167,G Kurt Kitayama G Tom Kim G Gary Woodland G Max Greyserman G Kevin Yu G Billy Horschel,,,,,
1150,5196849328,Nickvergos4,324,167,G Scottie Scheffler G Aldrich Potgieter G Michael Kim G Lucas Glover G Hao-Tong Li G John VanDerLaan,,,,,
1150,5196883377,jedimoose28,324,167,G Scottie Scheffler G Tom Kim G Mark Hubbard G Will Gordon G Chandler Blanchet G Troy Merritt,,,,,
1165,5194742813,thebronz08,324,166.5,G Kurt Kitayama G Tom Kim G Max Homa G Benjamin James G Ben Kohles G Zac Blair,,,,,
1165,5194793599,spartanmag,324,166.5,G Kurt Kitayama G Hideki Matsuyama G Tom Kim G Ben Kohles G Zac Blair G Brandt Snedeker,,,,,
1165,5194941751,billybiskupski,324,166.5,G Kurt Kitayama G Tom Kim G Max Homa G Benjamin James G Ben Kohles G Zac Blair,,,,,
1165,5194970855,KielMoney28,324,166.5,G Kurt Kitayama G Doug Ghim G Sudarshan Yellamaraju G Christiaan Bezuidenhout G William Mouw G Ben Kohles,,,,,
1165,5195093102,LASGolf1985,324,166.5,G Kurt Kitayama G Tom Kim G Jackson Suber G Benjamin James G Ben Kohles G Aaron Wise,,,,,
1165,5195125296,RespectTheDon,324,166.5,G Tom Kim G Jackson Koivun G Jackson Suber G Michael Brennan G Taylor Pendrith G Casey Jarvis,,,,,
1165,5195242474,collinsgm,324,166.5,G Kurt Kitayama G Hideki Matsuyama G Jackson Koivun G Michael Brennan G Gordon Sargent G Aaron Wise,,,,,
1165,5195251196,AwstenB,324,166.5,G Scottie Scheffler G Christiaan Bezuidenhout G Jesper Svensson G Zac Blair G Tom Hoge G Tyler Duncan,,,,,
1165,5195376634,btheclubtoday,324,166.5,G Scottie Scheffler G Stephan Jaeger G Ricky Castillo G Lee Hodges G Lucas Glover G Troy Merritt,,,,,
1165,5195421820,7778yankees,324,166.5,G Kurt Kitayama G Jackson Suber G Corey Conners G Christiaan Bezuidenhout G Stephan Jaeger G Ben Kohles,,,,,
1165,5195564626,OttenVT03,324,166.5,G Kurt Kitayama G Jackson Suber G Sam Stevens G Mac Meissner G Ben Kohles G Mackenzie Hughes,,,,,
1165,5196098967,scaviddot,324,166.5,G Keith Mitchell G Tom Kim G Max Homa G Michael Brennan G William Mouw G Emiliano Grillo,,,,,
1165,5196163121,monkeypaws1,324,166.5,G Keith Mitchell G Jackson Koivun G Max Homa G Benjamin James G Taylor Pendrith G Emiliano Grillo,,,,,
1165,5196257166,rjkid1,324,166.5,G Kurt Kitayama G Jake Knapp G Mac Meissner G Christiaan Bezuidenhout G William Mouw G Ben Kohles,,,,,
1165,5196457112,joeybats20,324,166.5,G Keith Mitchell G Jake Knapp G Mac Meissner G Sudarshan Yellamaraju G Max Greyserman G Ben Kohles,,,,,
1165,5196709750,mammola,324,166.5,G Hideki Matsuyama G Corey Conners G Max Homa G Sudarshan Yellamaraju G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1165,5196718426,RatPack75,324,166.5,G Tom Kim G Doug Ghim G Jackson Suber G Jordan L. Smith G Ben Kohles G Zac Blair,,,,,
1165,5196751375,moose1953,324,166.5,G Hideki Matsuyama G Tom Kim G Sudarshan Yellamaraju G Michael Brennan G Brian Harman G Lucas Glover,,,,,
1165,5196779854,couture93,324,166.5,G Kurt Kitayama G Hideki Matsuyama G Ben Kohles G Mackenzie Hughes G Lee Hodges G Matthieu Pavon,,,,,
1165,5196855309,BrandonS1107,324,166.5,G Kurt Kitayama G Tom Kim G Max Homa G Benjamin James G Ben Kohles G Zac Blair,,,,,
1185,5194903618,Grandhope,324,166,G Kurt Kitayama G Pierceson Coody G Sungjae Im G Benjamin James G Emiliano Grillo G Jesper Svensson,,,,,
1185,5194964663,salvin,324,166,G Keith Mitchell G Jackson Koivun G Max Homa G Sungjae Im G Lucas Glover G Matti Schmid,,,,,
1185,5195049096,Shanecoyle23,324,166,G Tom Kim G Jackson Koivun G Jackson Suber G Benjamin James G Ricky Castillo G Jesper Svensson,,,,,
1185,5196272694,RTL701,324,166,G Scottie Scheffler G William Mouw G Casey Jarvis G Ben Kohles G Takumi Kanaya G Adam Svensson,,,,,
1185,5196404157,Ahutch820,324,166,G Kurt Kitayama G Corey Conners G Max Homa G Sam Stevens G Ben Kohles G Lee Hodges,,,,,
1185,5196498299,juice8865,324,166,G Scottie Scheffler G Ricky Castillo G Ben Kohles G Zac Blair G Erik Van Rooyen G Aaron Wise,,,,,
1185,5196546092,ElPolloGuapo,324,166,G Hideki Matsuyama G Pierceson Coody G Corey Conners G Rasmus Neergaard-Petersen G Taylor Pendrith G Ben Kohles,,,,,
1185,5196654433,Ish507,324,166,G Kurt Kitayama G Tom Kim G Sam Stevens G Johnny Keefer G Kevin Yu G Ben Kohles,,,,,
1185,5196820990,Dust197323,324,166,G Kurt Kitayama G Pierceson Coody G Sam Stevens G Mac Meissner G Jesper Svensson G Lucas Glover,,,,,
1185,5196870422,slick6666,324,166,G Kurt Kitayama G Hideki Matsuyama G Sam Stevens G Emiliano Grillo G Lee Hodges G Tom Hoge,,,,,
1195,5194590133,Smokeyl53,324,165.5,G Hideki Matsuyama G Gary Woodland G Max Homa G Benjamin James G Brian Harman G Emiliano Grillo,,,,,
1195,5194627027,engel1287,324,165.5,G Scottie Scheffler G Rasmus Højgaard G Lucas Glover G Zac Blair G Tom Hoge G David Lipsky,,,,,
1195,5194816934,Myawes,324,165.5,G Kurt Kitayama G Tom Kim G Sungjae Im G Benjamin James G Ben Kohles G Zac Blair,,,,,
1195,5195102556,dynamite_d,324,165.5,G Scottie Scheffler G William Mouw G Ben Kohles G Zachary Bauchou G Joel Dahmen G Stefano Mazzoli,,,,,
1195,5195854360,mkydink,324,165.5,G Scottie Scheffler G Brian Harman G Lucas Glover G Austin Smotherman G Tom Hoge G David Lipsky,,,,,
1195,5195927963,tprice828,324,165.5,G Scottie Scheffler G Casey Jarvis G Lucas Glover G A.J. Ewart G Billy Horschel G Joel Dahmen,,,,,
1195,5195930239,bzandstra1,324,165.5,G Scottie Scheffler G Michael Kim G Jesper Svensson G Zac Blair G Austin Eckroat G Tom Hoge,,,,,
1195,5195942900,maddygirl1,324,165.5,G Scottie Scheffler G William Mouw G Ben Kohles G Mackenzie Hughes G Zac Blair G Davis Riley,,,,,
1195,5196062248,orl9798,324,165.5,G Scottie Scheffler G Mac Meissner G Tom Hoge G Kevin Roy G Aaron Wise G Will Gordon,,,,,
1195,5196078751,Skinny_Joey,324,165.5,G Scottie Scheffler G Casey Jarvis G Ben Kohles G Michael Kim G Andrew Putnam G Brice Garnett,,,,,
1195,5196324019,GreenbayBuckeye1215,324,165.5,G Scottie Scheffler G William Mouw G Ben Kohles G Zac Blair G Aaron Wise G Stefano Mazzoli,,,,,
1195,5196336871,MambaMentality4Life,324,165.5,G Kurt Kitayama G Tom Kim G Benjamin James G Casey Jarvis G Ben Kohles G Zac Blair,,,,,
1195,5196687665,scfrietze,324,165.5,G Kurt Kitayama G Pierceson Coody G Max Homa G Sudarshan Yellamaraju G Michael Brennan G Kevin Roy,,,,,
1195,5196745058,Brud626,324,165.5,G Maverick McNealy G Hideki Matsuyama G Max Homa G Casey Jarvis G Ben Kohles G Jesper Svensson,,,,,
1195,5196834343,shawnworldpt,324,165.5,G Keith Mitchell G Tom Kim G Doug Ghim G Benjamin James G Ben Kohles G Zac Blair,,,,,
1195,5196856609,wedgie41,324,165.5,G Hideki Matsuyama G Tom Kim G Johnny Keefer G Rasmus Neergaard-Petersen G Casey Jarvis G Ben Kohles,,,,,
1195,5196864102,wesmckiw,324,165.5,G Kurt Kitayama G Doug Ghim G Sungjae Im G Johnny Keefer G Emiliano Grillo G Lucas Glover,,,,,
1195,5196885865,quagnis,324,165.5,G Hideki Matsuyama G Jackson Suber G Corey Conners G Jordan L. Smith G Emiliano Grillo G Lucas Glover,,,,,
1213,5194718246,m221mg,324,165,G Scottie Scheffler G Rasmus Neergaard-Petersen G Max McGreevy G Andrew Putnam G Kevin Roy G Paul Peterson,,,,,
1213,5194797506,MakeThePutt,324,165,G Tom Kim G Corey Conners G Benjamin James G Johnny Keefer G Ben Kohles G Denny McCarthy,,,,,
1213,5194869345,Tommyscanz,324,165,G Kurt Kitayama G Jackson Suber G Sam Stevens G Mac Meissner G William Mouw G Ben Kohles,,,,,
1213,5195384221,LionsLament,324,165,G Keith Mitchell G Tom Kim G Jackson Suber G Johnny Keefer G Ben Kohles G A.J. Ewart,,,,,
1213,5195514625,Bdawg1924,324,165,G Scottie Scheffler G Sam Stevens G Austin Smotherman G Kevin Roy G Aaron Wise G Adam Svensson,,,,,
1213,5195874426,aperagallo,324,165,G Hideki Matsuyama G Jackson Koivun G Pierceson Coody G William Mouw G Emiliano Grillo G Mackenzie Hughes,,,,,
1213,5196095216,BTXJ,324,165,G Jackson Koivun G Pierceson Coody G Mac Meissner G Sudarshan Yellamaraju G Christiaan Bezuidenhout G Michael Brennan,,,,,
1213,5196166139,cash-o-haulik,324,165,G Scottie Scheffler G Benjamin James G Casey Jarvis G Zac Blair G Kevin Roy G Troy Merritt,,,,,
1213,5196303922,greentongueman,324,165,G Tom Kim G Jackson Koivun G Mac Meissner G Benjamin James G Johnny Keefer G Emiliano Grillo,,,,,
1213,5196366577,aroy945,324,165,G Scottie Scheffler G Jackson Suber G Kevin Roy G Erik Van Rooyen G Joel Dahmen G Troy Merritt,,,,,
1213,5196517038,the_rick64,324,165,G Hideki Matsuyama G Jackson Koivun G Doug Ghim G William Mouw G Ricky Castillo G Emiliano Grillo,,,,,
1213,5196761711,aklease,324,165,G Kurt Kitayama G Keith Mitchell G Pierceson Coody G Casey Jarvis G Emiliano Grillo G Chandler Phillips,,,,,
1213,5196773431,Tall_Texan,324,165,G Jake Knapp G Tom Kim G Jackson Koivun G Pierceson Coody G Zac Blair G Troy Merritt,,,,,
1213,5196784964,bigred2950,324,165,G Scottie Scheffler G Casey Jarvis G Ben Kohles G Max McGreevy G Andrew Putnam G Paul Peterson,,,,,
1213,5196863340,versacedurrell2,324,165,G Jake Knapp G Gary Woodland G Sam Stevens G Michael Brennan G Johnny Keefer G Stephan Jaeger,,,,,
1213,5196725902,kush69,270,165,G Scottie Scheffler G Kurt Kitayama G Ben Kohles G Patton Kizzire G Jeremy Paul G Rafael Campos,,,,,
1229,5194803210,David_Bowers0108,324,164.5,G Scottie Scheffler G Rasmus Neergaard-Petersen G Jesper Svensson G Tom Hoge G Erik Van Rooyen G Aaron Wise,,,,,
1229,5194826763,He-man24,324,164.5,G Tom Kim G Doug Ghim G Jackson Suber G Christiaan Bezuidenhout G William Mouw G Ben Kohles,,,,,
1229,5194959565,NHBEAR,324,164.5,G Keith Mitchell G Jackson Koivun G Jackson Suber G Steven Fisk G Austin Smotherman G Chandler Phillips,,,,,
1229,5195080522,sprothero,324,164.5,G Scottie Scheffler G Brian Harman G Casey Jarvis G Ben Kohles G Aaron Wise G Cameron Davis,,,,,
1229,5195241310,malcius,324,164.5,G Maverick McNealy G Kurt Kitayama G Doug Ghim G Ben Kohles G Zachary Bauchou G Zac Blair,,,,,
1229,5195250978,carter306,324,164.5,G Kurt Kitayama G Jackson Koivun G Jordan L. Smith G Michael Brennan G Johnny Keefer G Zachary Bauchou,,,,,
1229,5195266741,PKelly14,324,164.5,G Hideki Matsuyama G Jackson Koivun G Corey Conners G Jordan L. Smith G Michael Brennan G Davis Chatfield,,,,,
1229,5195557205,DorbinTolbert,324,164.5,G Hideki Matsuyama G Keith Mitchell G Tom Kim G Ricky Castillo G Ben Kohles G Zac Blair,,,,,
1229,5195922632,mshmitty19,324,164.5,G Kurt Kitayama G Jake Knapp G Jackson Suber G Max Greyserman G Lucas Glover G Matti Schmid,,,,,
1229,5196176873,johnnygetty,324,164.5,G Maverick McNealy G Hideki Matsuyama G Benjamin James G Michael Brennan G Emiliano Grillo G Lee Hodges,,,,,
1229,5196311253,SatchedOut410,324,164.5,G Kurt Kitayama G Jackson Suber G Gary Woodland G Michael Brennan G Aldrich Potgieter G Casey Jarvis,,,,,
1229,5196408834,bigmac84,324,164.5,G Tom Kim G Pierceson Coody G Corey Conners G Benjamin James G Emiliano Grillo G Lucas Glover,,,,,
1229,5196473747,65grumpy,324,164.5,G Hideki Matsuyama G Tom Kim G Corey Conners G Sudarshan Yellamaraju G Ben Kohles G Zac Blair,,,,,
1229,5196489609,ckpops,324,164.5,G Jackson Suber G Gary Woodland G Corey Conners G Max Homa G Christiaan Bezuidenhout G Lucas Glover,,,,,
1229,5196519205,Mikeychr,324,164.5,G Scottie Scheffler G Michael Brennan G Taylor Pendrith G Tom Hoge G Stefano Mazzoli G Kevin Streelman,,,,,
1229,5196626944,Dirkatron,324,164.5,G Keith Mitchell G Tom Kim G Doug Ghim G William Mouw G Ben Kohles G Zac Blair,,,,,
1229,5196645174,JSo18,324,164.5,G Scottie Scheffler G Davis Thompson G Emiliano Grillo G Tom Hoge G Erik Van Rooyen G Aaron Wise,,,,,
1229,5196676605,cdlsports,324,164.5,G Scottie Scheffler G William Mouw G Ben Kohles G Michael Kim G Aaron Wise G Cameron Davis,,,,,
1229,5196711131,sjd210,324,164.5,G Jackson Koivun G Pierceson Coody G Gary Woodland G Johnny Keefer G Max Greyserman G Kevin Yu,,,,,
1229,5196759587,knoxieknoxie,324,164.5,G Kurt Kitayama G Hideki Matsuyama G Doug Ghim G Casey Jarvis G Ben Kohles G Zac Blair,,,,,
1229,5196808060,iwt17,324,164.5,G Kurt Kitayama G Hideki Matsuyama G Doug Ghim G Casey Jarvis G Ben Kohles G Zac Blair,,,,,
1229,5196812296,wormula,324,164.5,G Scottie Scheffler G Ben Kohles G Mackenzie Hughes G Patrick Rodgers G Zac Blair G Takumi Kanaya,,,,,
1229,5196843693,companionij,324,164.5,G Hideki Matsuyama G Jackson Koivun G Sungjae Im G Benjamin James G John Parry G Emiliano Grillo,,,,,
1252,5195066492,scsmetana,324,164,G Keith Mitchell G Corey Conners G Max Homa G Benjamin James G Rasmus Neergaard-Petersen G Ben Kohles,,,,,
1252,5195228066,Carolinareaper007,324,164,G Scottie Scheffler G Brian Harman G Ben Kohles G Max McGreevy G Takumi Kanaya G Lanto Griffin,,,,,
1252,5195356939,Msceecee,324,164,G Keith Mitchell G Jackson Suber G Gary Woodland G Sungjae Im G Mackenzie Hughes G Lucas Glover,,,,,
1252,5195568528,bigballa3232,324,164,G Maverick McNealy G Kurt Kitayama G Corey Conners G Ben Kohles G Mackenzie Hughes G Seamus Power,,,,,
1252,5195662043,kschushy,324,164,G Scottie Scheffler G Kevin Yu G Emiliano Grillo G Lee Hodges G Joel Dahmen G Aaron Wise,,,,,
1252,5195814009,BlitzburgStillers,324,164,G Scottie Scheffler G Kevin Yu G Lucas Glover G Zac Blair G Tom Hoge G David Lipsky,,,,,
1252,5195981355,jpfortis,324,164,G Kurt Kitayama G Hideki Matsuyama G Jackson Suber G Emiliano Grillo G A.J. Ewart G Tom Hoge,,,,,
1252,5196083716,Agreen5364,324,164,G Kurt Kitayama G Keith Mitchell G Max Homa G Brian Harman G Ben Kohles G Zachary Bauchou,,,,,
1252,5196107348,ljchilds,324,164,G Kurt Kitayama G Tom Kim G Max Homa G Casey Jarvis G Ben Kohles G Zac Blair,,,,,
1252,5196140150,tstangl125,324,164,G Kurt Kitayama G Jackson Suber G Max Homa G Sungjae Im G Ben Kohles G Zac Blair,,,,,
1252,5196284295,milrick,324,164,G Kurt Kitayama G Keith Mitchell G Benjamin James G Christiaan Bezuidenhout G Ricky Castillo G Ben Kohles,,,,,
1252,5196443055,betarunner,324,164,G Hideki Matsuyama G Tom Kim G Max Homa G Christiaan Bezuidenhout G Ben Kohles G Zac Blair,,,,,
1252,5196667948,thejamokes,324,164,G Scottie Scheffler G Michael Brennan G Johnny Keefer G Pontus Nyholm G Cameron Champ G Troy Merritt,,,,,
