Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
3286,5207911418,Mastermind7373 (3/10),332,169.5,G Cameron Young G Davis Thompson G Mac Meissner G Keith Mitchell G Doug Ghim G J.T. Poston,,,,,
3286,5208912468,BromaniJones (125/150),332,169.5,G Cameron Young G Tom Kim G Keith Mitchell G Doug Ghim G Ricky Castillo G Kevin Roy,,,,,
3286,5209076279,EHulseDC (2/19),332,169.5,G Cameron Young G Tom Kim G Davis Thompson G Bud Cauley G Eric Cole G Zac Blair,,,,,
3286,5209253445,nagasai (80/112),332,169.5,G Cameron Young G Tom Kim G Maverick McNealy G Doug Ghim G Mackenzie Hughes G Austin Smotherman,,,,,
3286,5207222972,christal17 (23/150),330,169.5,G Cameron Young G Tom Kim G Aaron Rai G Sahith Theegala G Zac Blair G Kevin Yu,,,,,
3286,5208214972,daddy608 (89/150),330,169.5,G Hideki Matsuyama G Justin Thomas G Davis Thompson G Ben Kohles G Bud Cauley G Zac Blair,,,,,
3286,5208292228,tahsmaster5 (9/10),330,169.5,G Ryan Gerard G Aaron Rai G Michael Brennan G Davis Thompson G Jordan L. Smith G Bud Cauley,,,,,
3286,5208351068,roniston57 (24/40),330,169.5,G Ryan Gerard G Tom Kim G Maverick McNealy G Ben Kohles G Jordan L. Smith G Billy Horschel,,,,,
3286,5208494104,Warrior4god777 (103/150),330,169.5,G Hideki Matsuyama G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Jackson Suber G Ricky Castillo,,,,,
3286,5209505383,Amenrabuck (111/150),330,169.5,G Cameron Young G Ryan Gerard G Ben Kohles G Jordan L. Smith G Denny McCarthy G Billy Horschel,,,,,
3286,5209672531,the_Dean221 (55/128),330,169.5,G Tom Kim G Aaron Rai G Davis Thompson G Denny McCarthy G Luke Clanton G William Mouw,,,,,
3286,5209363463,TERRYBECK (100/150),329,169.5,G Cameron Young G Tom Kim G Davis Thompson G Mac Meissner G Bud Cauley G Brandt Snedeker,,,,,
3286,5209444309,mtschmidt84 (50/150),329,169.5,G Cameron Young G Maverick McNealy G Davis Thompson G Ben Kohles G Michael Kim G Denny McCarthy,,,,,
3286,5207216028,Jetsfan1969 (5/10),328,169.5,G Cameron Young G Alex Fitzpatrick G Keith Mitchell G Sungjae Im G Jordan L. Smith G Bud Cauley,,,,,
3286,5207234762,pissontheliberals (59/150),328,169.5,G Cameron Young G Maverick McNealy G Davis Thompson G Keith Mitchell G Jackson Suber G Kevin Yu,,,,,
3286,5207983632,BeSp10 (60/150),328,169.5,G Justin Thomas G Maverick McNealy G Alex Fitzpatrick G Doug Ghim G Sungjae Im G J.T. Poston,,,,,
3286,5209054010,blondeflame19 (37/150),328,169.5,G Justin Thomas G Tom Kim G Maverick McNealy G Doug Ghim G Marco Penge G Ricky Castillo,,,,,
3286,5209078697,BoangTao33 (22/150),328,169.5,G Cameron Young G Alex Fitzpatrick G Harris English G Doug Ghim G Bud Cauley G Matthew McCarty,,,,,
3286,5209202750,vargas_63 (19/150),328,169.5,G Cameron Young G Maverick McNealy G Keegan Bradley G Doug Ghim G Jordan L. Smith G Joe Highsmith,,,,,
3286,5209214943,UltimateWin4 (143/150),328,169.5,G Cameron Young G Alex Fitzpatrick G Harris English G Doug Ghim G Bud Cauley G Matthew McCarty,,,,,
3286,5209572503,USaki2meISaki2U (17/101),328,169.5,G Cameron Young G Tom Kim G Doug Ghim G Ben Kohles G Zac Blair G Kris Ventura,,,,,
3286,5209672533,the_Dean221 (57/128),328,169.5,G Tom Kim G Keegan Bradley G Davis Thompson G Mac Meissner G Doug Ghim G Pierceson Coody,,,,,
3286,5207234737,pissontheliberals (34/150),324,169.5,G Cameron Young G Tom Kim G Davis Thompson G Mac Meissner G Kevin Yu G Kris Ventura,,,,,
3286,5207246487,SeniorTriton (20/41),324,169.5,G Tom Kim G Maverick McNealy G Alex Fitzpatrick G Mac Meissner G Jordan L. Smith G Jackson Suber,,,,,
3286,5207877507,jrfreund (139/150),324,169.5,G Justin Thomas G Alex Fitzpatrick G Mac Meissner G Ben Kohles G Jordan L. Smith G Rico Hoey,,,,,
3286,5208833710,reboteking (104/149),324,169.5,G Cameron Young G Tom Kim G Alex Fitzpatrick G Bud Cauley G Kevin Yu G Ricky Castillo,,,,,
3286,5208839438,steel_66 (110/150),324,169.5,G Tom Kim G Keegan Bradley G Aaron Rai G Davis Thompson G Sungjae Im G Matthew McCarty,,,,,
3286,5208996109,Quake211 (132/150),324,169.5,G Cameron Young G Aaron Rai G Davis Thompson G Mac Meissner G Denny McCarthy G Matthew McCarty,,,,,
3286,5209127721,snowshark (81/150),324,169.5,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Christiaan Bezuidenhout G Rasmus Neergaard-Petersen G Denny McCarthy,,,,,
3286,5209392026,upperslad (118/150),324,169.5,G Cameron Young G Tom Kim G Davis Thompson G Jordan L. Smith G Rasmus Neergaard-Petersen G Zac Blair,,,,,
3286,5209405496,chazemclean (25/150),324,169.5,G Cameron Young G Justin Thomas G Davis Thompson G Christiaan Bezuidenhout G Bud Cauley G Matthew McCarty,,,,,
3286,5209569378,isaakuerickson (95/150),324,169.5,G Cameron Young G Harris English G Mac Meissner G Bud Cauley G Ricky Castillo G Beau Hossler,,,,,
3286,5209784556,davidmarchorn (68/150),324,169.5,G Justin Thomas G Aaron Rai G Davis Thompson G Mac Meissner G Ben Kohles G Jordan L. Smith,,,,,
3408,5209302346,Daleb2130 (110/150),357,169,G Jackson Koivun G Hideki Matsuyama G Ryan Gerard G Sahith Theegala G Beau Hossler G Neal Shipley,,,,,
3408,5209087120,Arietes (28/150),356,169,G Hideki Matsuyama G Ben Griffin G Brian Harman G Doug Ghim G Benjamin James G Matthew McCarty,,,,,
3408,5208045358,robpascale (14/15),353,169,G Jackson Koivun G Tom Kim G Alex Fitzpatrick G Benjamin James G Ryo Hisatsune G Sahith Theegala,,,,,
3408,5209610619,okans (106/150),353,169,G Justin Thomas G Ryan Gerard G Tom Kim G Benjamin James G Ryo Hisatsune G Sahith Theegala,,,,,
3408,5208775130,curly82 (89/108),352,169,G Cameron Young G Hideki Matsuyama G Davis Thompson G Eric Cole G Sahith Theegala G Max McGreevy,,,,,
3408,5207250259,mkirwin12 (24/150),350,169,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Doug Ghim G Denny McCarthy G Zachary Bauchou,,,,,
3408,5209312810,klosboss5 (73/150),350,169,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Doug Ghim G Christiaan Bezuidenhout G Benjamin James,,,,,
3408,5209439596,J-Lizzy (27/150),350,169,G Justin Thomas G Ryan Gerard G Tom Kim G Doug Ghim G Emiliano Grillo G Lee Hodges,,,,,
3408,5207434468,rtcastillo1217 (12/20),349,169,G Cameron Young G Tom Kim G Alex Fitzpatrick G Benjamin James G Emiliano Grillo G Lee Hodges,,,,,
3408,5208839412,steel_66 (84/150),349,169,G Jackson Koivun G Alex Fitzpatrick G Davis Thompson G Blades Brown G Benjamin James G Denny McCarthy,,,,,
3408,5208225187,pmaaj (2/3),348,169,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Keith Mitchell G Ryo Hisatsune G Sahith Theegala,,,,,
3408,5208236200,mattpoletti,348,169,G Cameron Young G Ben Griffin G Doug Ghim G Jordan L. Smith G Matt Wallace G Benjamin James,,,,,
3408,5208240242,jabber_fly (1/2),348,169,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Keith Mitchell G Ryo Hisatsune G Sahith Theegala,,,,,
3408,5209055193,kbpeters32 (92/150),348,169,G Tom Kim G Ben Griffin G Davis Thompson G Harris English G Benjamin James G Emiliano Grillo,,,,,
3408,5209404331,Esky6107 (1/2),348,169,G Cameron Young G Davis Thompson G Brian Harman G Keith Mitchell G Sahith Theegala G Emiliano Grillo,,,,,
3408,5209470350,LinkSinc (87/150),348,169,G Tom Kim G Ben Griffin G Davis Thompson G Harris English G Benjamin James G Emiliano Grillo,,,,,
3408,5209591666,Surgeon2 (13/28),348,169,G Hideki Matsuyama G Ryan Gerard G Alex Fitzpatrick G Davis Thompson G Sahith Theegala G Lucas Glover,,,,,
3408,5209630445,PopFlyBoy (104/150),348,169,G Tom Kim G Ben Griffin G Davis Thompson G Harris English G Benjamin James G Emiliano Grillo,,,,,
3408,5209652303,lklk88088 (73/150),348,169,G Tom Kim G Ben Griffin G Davis Thompson G Harris English G Benjamin James G Emiliano Grillo,,,,,
3408,5207758283,flashy84 (122/150),347,169,G Ryan Gerard G Tom Kim G Maverick McNealy G Davis Thompson G Sahith Theegala G Jesper Svensson,,,,,
3408,5208859941,Eric080 (10/150),347,169,G Justin Thomas G Michael Brennan G Davis Thompson G Keith Mitchell G Blades Brown G Benjamin James,,,,,
3408,5209470375,LinkSinc (112/150),347,169,G Justin Thomas G Ben Griffin G Davis Thompson G Alex Noren G Blades Brown G Beau Hossler,,,,,
3408,5207435317,Knickeless (97/150),346,169,G Justin Thomas G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Blades Brown G Max McGreevy,,,,,
3408,5208329293,kylehaeussler (115/150),346,169,G Jackson Koivun G Hideki Matsuyama G Keith Mitchell G Sungjae Im G Jordan L. Smith G Sahith Theegala,,,,,
3408,5208410063,iverson3pts (30/50),346,169,G Jackson Koivun G Hideki Matsuyama G Davis Thompson G Blades Brown G Jackson Suber G Beau Hossler,,,,,
3408,5209178797,grey31 (89/150),346,169,G Cameron Young G Hideki Matsuyama G Davis Thompson G Blades Brown G Beau Hossler G William Mouw,,,,,
3408,5207194093,DK1689 (62/150),345,169,G Tom Kim G Davis Thompson G Alex Smalley G Jordan L. Smith G Lee Hodges G Lucas Glover,,,,,
3408,5208156237,ryanland (28/80),345,169,G Ryan Gerard G Maverick McNealy G Keegan Bradley G Sungjae Im G Benjamin James G Sahith Theegala,,,,,
3408,5209190152,liksluke (13/30),345,169,G Jackson Koivun G Hideki Matsuyama G Davis Thompson G Christiaan Bezuidenhout G Benjamin James G Billy Horschel,,,,,
3408,5207223823,nickstorey23 (8/150),344,169,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Doug Ghim G Rasmus Højgaard G Denny McCarthy,,,,,
3408,5208214991,daddy608 (108/150),344,169,G Hideki Matsuyama G Ryan Gerard G Davis Thompson G Jordan L. Smith G Bud Cauley G Emiliano Grillo,,,,,
3408,5208375982,xterrier18 (33/150),344,169,G Hideki Matsuyama G Tom Kim G Davis Thompson G Jordan Spieth G Emiliano Grillo G Billy Horschel,,,,,
3408,5208968254,stevensa88 (121/150),344,169,G Cameron Young G Ben Griffin G Davis Thompson G Jordan L. Smith G Sahith Theegala G Sepp Straka,,,,,
3408,5209162796,PurplePain42 (128/150),344,169,G Hideki Matsuyama G Tom Kim G Jordan Spieth G Doug Ghim G Matt Wallace G Denny McCarthy,,,,,
3408,5209371678,Reboot78 (59/150),344,169,G Hideki Matsuyama G Tom Kim G Jordan Spieth G Doug Ghim G Matt Wallace G Denny McCarthy,,,,,
3408,5209409806,dlmurray24 (96/150),344,169,G Cameron Young G Ryan Gerard G Brian Harman G Jordan L. Smith G Emiliano Grillo G Beau Hossler,,,,,
3408,5209505339,Amenrabuck (67/150),344,169,G Cameron Young G Ryan Gerard G Brian Harman G Jordan L. Smith G Emiliano Grillo G Beau Hossler,,,,,
3408,5207488169,bowling069 (2/2),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Jackson Suber,,,,,
3408,5208350258,Damonri (99/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5208839443,steel_66 (115/150),343,169,G Tom Kim G Ben Griffin G Alex Fitzpatrick G Keith Mitchell G Jordan L. Smith G Emiliano Grillo,,,,,
3408,5208884565,Wanna_Square_Up1567 (37/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5208890909,ticalwmu (3/30),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5208923753,PiReZ (103/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5208960953,mertqq40 (9/10),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209140913,jmck017 (29/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209162682,PurplePain42 (14/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209393575,Byronn5 (61/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209407819,JustJames23 (44/47),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209623970,PopFlyBoy (60/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5209753139,blackdiamonds7 (31/150),343,169,G Hideki Matsuyama G Tom Kim G Ben Griffin G Sungjae Im G Sahith Theegala G Ricky Castillo,,,,,
3408,5207536389,tkineavy1211 (87/150),342,169,G Tom Kim G Ben Griffin G Keegan Bradley G Doug Ghim G Alex Smalley G Billy Horschel,,,,,
3408,5208711695,TERRYBECK (6/150),342,169,G Cameron Young G Jackson Koivun G Davis Thompson G Doug Ghim G Lee Hodges G Davis Chatfield,,,,,
3408,5209055249,kbpeters32 (148/150),342,169,G Tom Kim G Ben Griffin G Keegan Bradley G Doug Ghim G Alex Smalley G Billy Horschel,,,,,
3408,5209398329,WilforkOnThe1stDate (64/150),342,169,G Jackson Koivun G Alex Fitzpatrick G Michael Brennan G Doug Ghim G Bud Cauley G Eric Cole,,,,,
3408,5207282924,gunner2632 (111/150),341,169,G Tom Kim G Davis Thompson G Mac Meissner G Rasmus Højgaard G Ryo Hisatsune G Sahith Theegala,,,,,
3408,5208193812,mknob87 (62/150),341,169,G Cameron Young G Hideki Matsuyama G Tom Kim G Jackson Suber G Beau Hossler G Patrick Fishburn,,,,,
3408,5208847622,KMac745 (13/30),341,169,G Hideki Matsuyama G Justin Thomas G Tom Kim G Sungjae Im G Sahith Theegala G Stephan Jaeger,,,,,
3408,5209059441,twooge74 (137/150),341,169,G Hideki Matsuyama G Ben Griffin G Mac Meissner G Doug Ghim G Sungjae Im G Jordan L. Smith,,,,,
3408,5209390065,beef1962,341,169,G Hideki Matsuyama G Justin Thomas G Tom Kim G Michael Kim G Sahith Theegala G Jackson Suber,,,,,
3408,5209638918,dberg46 (42/150),341,169,G Cameron Young G Justin Thomas G Davis Thompson G Benjamin James G Ryo Hisatsune G Billy Horschel,,,,,
3408,5209639000,dberg46 (117/150),341,169,G Cameron Young G Justin Thomas G Davis Thompson G Benjamin James G Ryo Hisatsune G Billy Horschel,,,,,
3408,5207620286,kcweir1087 (4/150),340,169,G Hideki Matsuyama G Tom Kim G Brian Harman G Mac Meissner G Doug Ghim G Billy Horschel,,,,,
3408,5208116953,Nadroj311 (114/150),340,169,G Cameron Young G Tom Kim G Doug Ghim G Jordan L. Smith G Matt Wallace G Emiliano Grillo,,,,,
3408,5208596427,suntzjim (65/150),340,169,G Cameron Young G Hideki Matsuyama G Davis Thompson G Keith Mitchell G Sahith Theegala G David Lipsky,,,,,
3408,5208676652,agrazz (71/150),340,169,G Maverick McNealy G Michael Brennan G Davis Thompson G Jordan Spieth G Alex Noren G Doug Ghim,,,,,
3408,5208822261,muttcutts (124/150),340,169,G Jackson Koivun G Tom Kim G Harris English G Blades Brown G Denny McCarthy G Beau Hossler,,,,,
3408,5208955904,igotamanning (42/150),340,169,G Jackson Koivun G Tom Kim G Harris English G Blades Brown G Denny McCarthy G Beau Hossler,,,,,
3408,5208989742,milligolf (79/150),340,169,G Cameron Young G Tom Kim G Doug Ghim G Jordan L. Smith G Matt Wallace G Emiliano Grillo,,,,,
3408,5209369696,Mistermer (96/150),340,169,G Hideki Matsuyama G Alex Fitzpatrick G Brian Harman G Doug Ghim G Ben Kohles G Bud Cauley,,,,,
3408,5209391975,upperslad (67/150),340,169,G Tom Kim G Keegan Bradley G Aaron Rai G Keith Mitchell G Doug Ghim G Eric Cole,,,,,
3408,5207203387,snoppy (3/4),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5207328425,SwickBoy (4/30),339,169,G Hideki Matsuyama G Maverick McNealy G Alex Fitzpatrick G Sungjae Im G Ben Kohles G Benjamin James,,,,,
3408,5207620356,kcweir1087 (74/150),339,169,G Justin Thomas G Ben Griffin G Harris English G Keith Mitchell G Doug Ghim G Jordan L. Smith,,,,,
3408,5207660878,zairejesiah (10/52),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5208315547,Flamingos12 (7/150),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5208384352,Cheng79 (11/17),339,169,G Hideki Matsuyama G Tom Kim G Davis Thompson G Keith Mitchell G Ben Kohles G Michael Kim,,,,,
3408,5208905079,peterbelitz (26/100),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5209076586,King_LTV (6/20),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5209096895,mnovotny824 (2/5),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5209279276,kmulligan537 (4/6),339,169,G Hideki Matsuyama G Tom Kim G Brooks Koepka G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5207744558,routermatt (8/30),338,169,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Davis Thompson G Bud Cauley G Mark Hubbard,,,,,
3408,5208839430,steel_66 (102/150),338,169,G Ryan Gerard G Alex Fitzpatrick G Brooks Koepka G Davis Thompson G Jordan L. Smith G Emiliano Grillo,,,,,
3408,5209015166,xJordan16 (94/150),338,169,G Jackson Koivun G Tom Kim G Keith Mitchell G Doug Ghim G Sungjae Im G Austin Eckroat,,,,,
3408,5209122333,DeboYoMoney (109/150),338,169,G Jackson Koivun G Tom Kim G Keith Mitchell G Doug Ghim G Sungjae Im G Austin Eckroat,,,,,
3408,5209272767,vargas_63 (77/150),338,169,G Hideki Matsuyama G Maverick McNealy G Keegan Bradley G Doug Ghim G Jordan L. Smith G Mackenzie Hughes,,,,,
3408,5209593031,BigWalt3 (28/150),338,169,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Ben Kohles G Eric Cole G Sahith Theegala,,,,,
3408,5209593032,BigWalt3 (29/150),338,169,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Ben Kohles G Eric Cole G Sahith Theegala,,,,,
3408,5209593033,BigWalt3 (30/150),338,169,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Ben Kohles G Eric Cole G Sahith Theegala,,,,,
3408,5209593035,BigWalt3 (32/150),338,169,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Ben Kohles G Eric Cole G Sahith Theegala,,,,,
3408,5209593036,BigWalt3 (33/150),338,169,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Ben Kohles G Eric Cole G Sahith Theegala,,,,,
3408,5209661308,Cookoo (88/150),338,169,G Jackson Koivun G Michael Brennan G Keith Mitchell G Doug Ghim G Sungjae Im G Rico Hoey,,,,,
3408,5208160428,pacotgreat (3/3),337,169,G Justin Thomas G Ben Griffin G Davis Thompson G Alex Noren G Jordan L. Smith G Billy Horschel,,,,,
3408,5208254351,dexterthepug (130/150),337,169,G Hideki Matsuyama G Alex Fitzpatrick G Davis Thompson G Sungjae Im G Alex Smalley G Bud Cauley,,,,,
3408,5208920263,mlief (27/150),337,169,G Hideki Matsuyama G Ben Griffin G Aaron Rai G Jordan L. Smith G Denny McCarthy G Billy Horschel,,,,,
3408,5209469760,jdatlas (119/150),337,169,G Hideki Matsuyama G Tom Kim G Maverick McNealy G Alex Smalley G Jordan L. Smith G Kevin Yu,,,,,
3408,5209566900,cidcatcher9 (125/127),337,169,G Justin Thomas G Keegan Bradley G Alex Fitzpatrick G Keith Mitchell G Sungjae Im G Benjamin James,,,,,
3408,5208042630,vegasnu2 (125/150),336,169,G Justin Thomas G Tom Kim G Harris English G Brian Harman G Jordan L. Smith G Sahith Theegala,,,,,
3408,5208124514,Steak318 (9/150),336,169,G Hideki Matsuyama G Michael Brennan G Davis Thompson G Jordan Spieth G Sungjae Im G Jordan L. Smith,,,,,
3408,5208309080,mikeyz333 (2/2),336,169,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Bud Cauley G Sahith Theegala,,,,,
3408,5208847634,KMac745 (24/30),336,169,G Hideki Matsuyama G Justin Thomas G Tom Kim G Sungjae Im G Sahith Theegala G Sam Stevens,,,,,
3408,5209374118,Mikeypo2017 (91/150),336,169,G Cameron Young G Aaron Rai G Doug Ghim G Ben Kohles G Jordan L. Smith G Emiliano Grillo,,,,,
3408,5209580926,Bitmeee (41/150),336,169,G Justin Thomas G Tom Kim G Maverick McNealy G Keith Mitchell G Bud Cauley G Lee Hodges,,,,,
3408,5209767097,kevinreider4 (19/20),336,169,G Cameron Young G Hideki Matsuyama G Sungjae Im G Ben Kohles G Bud Cauley G Sahith Theegala,,,,,
3408,5209789976,kfish191 (68/150),336,169,G Cameron Young G Davis Thompson G Harris English G Doug Ghim G Sungjae Im G Emiliano Grillo,,,,,
3408,5207485188,IrishGold73 (77/150),335,169,G Cameron Young G Hideki Matsuyama G Tom Kim G Bud Cauley G Michael Kim G Hayden Springer,,,,,
3408,5207864026,linh66 (134/150),335,169,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Davis Thompson G Michael Kim G Kevin Yu,,,,,
3408,5208094949,Lightsout242 (145/150),335,169,G Cameron Young G Hideki Matsuyama G Alex Fitzpatrick G Michael Kim G Beau Hossler G Aldrich Potgieter,,,,,
3408,5208135477,Kramer1185 (32/77),335,169,G Ben Griffin G Maverick McNealy G Davis Thompson G Mac Meissner G Keith Mitchell G Jordan L. Smith,,,,,
3408,5209070966,JAB1987 (12/19),335,169,G Jackson Koivun G Tom Kim G Michael Brennan G Davis Thompson G Stephan Jaeger G Matti Schmid,,,,,
3408,5209203601,Webedawgs (150/150),335,169,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Sepp Straka G Kris Ventura,,,,,
3408,5209646899,nachwati (54/119),335,169,G Cameron Young G Justin Thomas G Michael Brennan G Ben Kohles G Beau Hossler G Patrick Fishburn,,,,,
3408,5208771055,Stooopsy (119/150),334,169,G Cameron Young G Davis Thompson G Brian Harman G Doug Ghim G Rasmus Neergaard-Petersen G Kevin Yu,,,,,
3408,5208838220,gocavs (12/150),334,169,G Jackson Koivun G Alex Fitzpatrick G Michael Brennan G Doug Ghim G Jordan L. Smith G Rasmus Neergaard-Petersen,,,,,
3408,5209504847,ejoeding (59/150),334,169,G Jackson Koivun G Davis Thompson G Harris English G Doug Ghim G Ben Kohles G Matthew McCarty,,,,,
3408,5209628850,YappoTheClown (53/134),334,169,G Hideki Matsuyama G Alex Fitzpatrick G Harris English G Mac Meissner G Doug Ghim G Jordan L. Smith,,,,,
3408,5209719263,salatso22 (63/100),334,169,G Cameron Young G Jackson Koivun G Doug Ghim G Jordan L. Smith G Kevin Yu G Ricky Castillo,,,,,
3408,5207994193,kozy6813 (29/100),333,169,G Cameron Young G Davis Thompson G Mac Meissner G Doug Ghim G Sungjae Im G Michael Kim,,,,,
3408,5208233681,tommygun123 (4/6),333,169,G Cameron Young G Tom Kim G Sungjae Im G Ben Kohles G Rasmus Højgaard G Sahith Theegala,,,,,
3408,5209788985,rpough911 (13/15),333,169,G Tom Kim G Keegan Bradley G Aaron Rai G Michael Brennan G Benjamin James G Rico Hoey,,,,,
3408,5208890778,seebs (92/150),332,169,G Cameron Young G Justin Thomas G Harris English G Emiliano Grillo G Ricky Castillo G Beau Hossler,,,,,
3408,5209087153,Arietes (61/150),332,169,G Cameron Young G Keegan Bradley G Keith Mitchell G Doug Ghim G Billy Horschel G Ricky Castillo,,,,,
3408,5209654689,Sportspickspedia (33/150),332,169,G Tom Kim G Michael Brennan G Harris English G Mac Meissner G Keith Mitchell G Doug Ghim,,,,,
3408,5207867718,eln195 (54/150),331,169,G Cameron Young G Tom Kim G Mac Meissner G Alex Smalley G J.T. Poston G Beau Hossler,,,,,
3408,5209413694,fantasygolfinsidercm (2/2),331,169,G Justin Thomas G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Ben Kohles G Davis Chatfield,,,,,
3408,5207485254,IrishGold73 (143/150),330,169,G Hideki Matsuyama G Tom Kim G Aaron Rai G Bud Cauley G Ricky Castillo G Matti Schmid,,,,,
3408,5207864025,linh66 (133/150),330,169,G Hideki Matsuyama G Justin Thomas G Davis Thompson G Sungjae Im G Christiaan Bezuidenhout G Bud Cauley,,,,,
3408,5208223727,jr_dk (64/150),330,169,G Tom Kim G Alex Fitzpatrick G Davis Thompson G Harris English G Alex Noren G Jordan L. Smith,,,,,
3408,5209221723,jquillen (123/150),330,169,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Jordan L. Smith G J.T. Poston G Bud Cauley,,,,,
3408,5209391909,upperslad (1/150),330,169,G Cameron Young G Jackson Koivun G Sungjae Im G Ben Kohles G Austin Eckroat G Beau Hossler,,,,,
3408,5209398407,WilforkOnThe1stDate (142/150),330,169,G Cameron Young G Hideki Matsuyama G Davis Thompson G Denny McCarthy G Jackson Suber G Zac Blair,,,,,
3408,5209213656,LA_Quake (4/25),329,169,G Cameron Young G Maverick McNealy G Davis Thompson G Sungjae Im G Michael Kim G Denny McCarthy,,,,,
3408,5209288942,Goodw1n (39/150),329,169,G Cameron Young G Justin Thomas G Davis Thompson G Jordan L. Smith G Kevin Yu G Andrew Novak,,,,,
3408,5207352249,sportsfanatic89 (101/150),328,169,G Cameron Young G Davis Thompson G Harris English G Keith Mitchell G Jordan L. Smith G Bud Cauley,,,,,
3408,5208317992,bryanbigbets (23/150),328,169,G Cameron Young G Davis Thompson G Harris English G Keith Mitchell G Jordan L. Smith G Bud Cauley,,,,,
3408,5208350266,Damonri (107/150),328,169,G Cameron Young G Davis Thompson G Harris English G Keith Mitchell G Jordan L. Smith G Bud Cauley,,,,,
3408,5209214926,UltimateWin4 (126/150),328,169,G Cameron Young G Alex Fitzpatrick G Harris English G Doug Ghim G Jordan L. Smith G Jackson Suber,,,,,
3408,5209292120,dakdakgoose (74/150),328,169,G Cameron Young G Justin Thomas G Doug Ghim G Christiaan Bezuidenhout G J.T. Poston G Denny McCarthy,,,,,
3408,5209393610,Byronn5 (96/150),328,169,G Cameron Young G Davis Thompson G Harris English G Keith Mitchell G Jordan L. Smith G Bud Cauley,,,,,
3408,5209654691,Sportspickspedia (35/150),328,169,G Justin Thomas G Keegan Bradley G Aaron Rai G Doug Ghim G Jordan L. Smith G Zac Blair,,,,,
3408,5207449012,GenaroP (33/150),324,169,G Cameron Young G Justin Thomas G Alex Fitzpatrick G Ben Kohles G Denny McCarthy G Austin Smotherman,,,,,
