Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5209238290,dxb13 (55/150),333,245.5,G Justin Thomas G Tom Kim G Michael Brennan G Davis Thompson G Benjamin James G Beau Hossler,,Cameron Young,G,40.64%,17.5
2,5208642872,gchmiele (50/54),328,245,G Justin Thomas G Tom Kim G Davis Thompson G Mac Meissner G Doug Ghim G Beau Hossler,,Hideki Matsuyama,G,28.06%,22
3,5209292116,dakdakgoose (70/150),330,240.5,G Cameron Young G Tom Kim G Davis Thompson G Sungjae Im G Sahith Theegala G Beau Hossler,,Jackson Koivun,G,23.67%,8.5
4,5207234817,pissontheliberals (114/150),328,240,G Cameron Young G Tom Kim G Davis Thompson G Doug Ghim G Jackson Suber G Beau Hossler,,Ryan Gerard,G,21.20%,12
5,5207758227,flashy84 (66/150),324,235.5,G Justin Thomas G Tom Kim G Michael Brennan G Davis Thompson G Bud Cauley G Beau Hossler,,Tom Kim,G,20.74%,35.5
6,5209238286,dxb13 (51/150),339,233.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Davis Thompson G Benjamin James G Beau Hossler,,Ben Griffin,G,19.96%,16
6,5209238287,dxb13 (52/150),339,233.5,G Ryan Gerard G Tom Kim G Alex Fitzpatrick G Davis Thompson G Benjamin James G Beau Hossler,,Aaron Rai,G,19.16%,16.5
8,5209110302,wmgilpin (33/150),333,233,G Cameron Young G Tom Kim G Davis Thompson G Rasmus Højgaard G Sahith Theegala G Beau Hossler,,Blades Brown,G,18.53%,1.5
9,5208115776,helpthebear (19/143),343,232,G Cameron Young G Davis Thompson G Doug Ghim G Bud Cauley G Benjamin James G Sahith Theegala,,Ben Kohles,G,16.85%,25.5
9,5208361233,helpthebear (85/143),343,232,G Cameron Young G Davis Thompson G Doug Ghim G Bud Cauley G Benjamin James G Sahith Theegala,,Alex Fitzpatrick,G,15.88%,30.5
11,5207747441,crowandthrow (48/150),334,230.5,G Hideki Matsuyama G Tom Kim G Michael Brennan G Doug Ghim G Ben Kohles G Beau Hossler,,Justin Thomas,G,15.77%,27
11,5209569332,isaakuerickson (49/150),334,230.5,G Hideki Matsuyama G Maverick McNealy G Doug Ghim G Ben Kohles G Jordan L. Smith G Beau Hossler,,Sungjae Im,G,15.57%,25
13,5208839419,steel_66 (91/150),337,229.5,G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Ben Kohles G Jordan L. Smith G Benjamin James,,Mac Meissner,G,15.25%,18
14,5207234733,pissontheliberals (30/150),328,229,G Cameron Young G Tom Kim G Mac Meissner G Doug Ghim G Jordan L. Smith G Beau Hossler,,Davis Thompson,G,15.24%,44.5
15,5209299211,deckeron (145/150),336,228.5,G Davis Thompson G Brian Harman G Sahith Theegala G Jackson Suber G Billy Horschel G Beau Hossler,,Ryo Hisatsune,G,13.47%,5.5
15,5209214879,UltimateWin4 (79/150),334,228.5,G Cameron Young G Hideki Matsuyama G Doug Ghim G Jordan L. Smith G Bud Cauley G Beau Hossler,,Doug Ghim,G,12.94%,50
17,5208938638,cw1tt (12/150),334,226.5,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Doug Ghim G Bud Cauley G Beau Hossler,,Harris English,G,11.50%,10.5
17,5207352238,sportsfanatic89 (90/150),328,226.5,G Keegan Bradley G Aaron Rai G Michael Brennan G Davis Thompson G Doug Ghim G Beau Hossler,,Jordan L. Smith,G,11.14%,38
19,5208223807,jr_dk (144/150),345,224,G Jackson Koivun G Hideki Matsuyama G Davis Thompson G Jordan L. Smith G Benjamin James G Beau Hossler,,Bud Cauley,G,11.00%,31
19,5208350244,Damonri (85/150),343,224,G Cameron Young G Tom Kim G Alex Noren G Doug Ghim G Benjamin James G Beau Hossler,,Maverick McNealy,G,10.79%,25
19,5209177753,leszigler (89/150),343,224,G Cameron Young G Tom Kim G Alex Noren G Doug Ghim G Benjamin James G Beau Hossler,,J.T. Poston,G,10.15%,12
19,5207234797,pissontheliberals (94/150),339,224,G Tom Kim G Ben Griffin G Maverick McNealy G Keith Mitchell G Doug Ghim G Beau Hossler,,Brian Harman,G,10.10%,10
23,5209292166,dakdakgoose (120/150),340,223.5,G Tom Kim G Ben Griffin G Aaron Rai G Davis Thompson G Benjamin James G Beau Hossler,,Keegan Bradley,G,9.56%,18
23,5209501381,DDev32 (94/150),337,223.5,G Justin Thomas G Tom Kim G Davis Thompson G Doug Ghim G Ben Kohles G Benjamin James,,Alex Smalley,G,9.30%,16
23,5208628056,jkat2016 (137/150),334,223.5,G Ryan Gerard G Keegan Bradley G Alex Fitzpatrick G Doug Ghim G Denny McCarthy G Beau Hossler,,Keith Mitchell,G,9.16%,27.5
23,5209531141,hall-d (38/62),328,223.5,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Jordan L. Smith G Denny McCarthy,,Christiaan Bezuidenhout,G,9.12%,19.5
27,5209242021,vargas_63 (76/150),334,223,G Hideki Matsuyama G Maverick McNealy G Keegan Bradley G Doug Ghim G Jordan L. Smith G Beau Hossler,,Matt Wallace,G,8.81%,6.5
28,5208318035,bryanbigbets (66/150),334,222.5,G Jackson Koivun G Justin Thomas G Davis Thompson G Doug Ghim G Jackson Suber G Beau Hossler,,Michael Kim,G,8.79%,14
28,5209615756,prime8 (57/150),334,222.5,G Jackson Koivun G Justin Thomas G Davis Thompson G Doug Ghim G Jackson Suber G Beau Hossler,,Emiliano Grillo,G,8.28%,21.5
30,5207234838,pissontheliberals (135/150),334,222,G Hideki Matsuyama G Tom Kim G Maverick McNealy G Doug Ghim G Christiaan Bezuidenhout G Beau Hossler,,Chris Kirk,G,7.34%,8.5
31,5208158830,slpendy (77/150),342,221.5,G Cameron Young G Tom Kim G Keith Mitchell G Sahith Theegala G Lee Hodges G Beau Hossler,,Alex Noren,G,7.13%,10
32,5208279667,yodakk (75/150),337,221,G Cameron Young G Ben Griffin G Davis Thompson G Sungjae Im G Sahith Theegala G Beau Hossler,,Benjamin James,G,6.55%,41
32,5209279441,22Mossski30 (143/150),334,221,G Jackson Koivun G Michael Brennan G Davis Thompson G Keith Mitchell G Denny McCarthy G Beau Hossler,,Michael Brennan,G,6.32%,27.5
32,5208839374,steel_66 (46/150),330,221,G Hideki Matsuyama G Tom Kim G Aaron Rai G Davis Thompson G Kevin Yu G Beau Hossler,,Zac Blair,G,6.04%,19.5
32,5208971044,bigdaddy507,330,221,G Cameron Young G Tom Kim G Alex Fitzpatrick G Sahith Theegala G Zac Blair G Beau Hossler,,Brooks Koepka,G,5.73%,22.5
36,5207234848,pissontheliberals (145/150),341,220.5,G Hideki Matsuyama G Ben Griffin G Davis Thompson G Mac Meissner G Doug Ghim G Beau Hossler,,Ricky Castillo,G,5.48%,22.5
37,5209757775,joresendez (1/7),340,220,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Doug Ghim G Rico Hoey G Beau Hossler,,Nick Taylor,G,5.38%,9.5
38,5207620336,kcweir1087 (54/150),340,219.5,G Justin Thomas G Ryan Gerard G Davis Thompson G Doug Ghim G Jordan L. Smith G Sahith Theegala,,Eric Cole,G,5.28%,21.5
38,5209727799,SweetMayo1928 (143/150),328,219.5,G Justin Thomas G Aaron Rai G Alex Fitzpatrick G Doug Ghim G Ben Kohles G Beau Hossler,,Sahith Theegala,G,5.03%,48
40,5207387570,thecrater (5/150),334,219,G Hideki Matsuyama G Tom Kim G Aaron Rai G Doug Ghim G Sungjae Im G Beau Hossler,,Rasmus Neergaard-Petersen,G,4.78%,14.5
40,5208362370,rhyno871 (112/150),330,219,G Hideki Matsuyama G Tom Kim G Aaron Rai G Davis Thompson G Rico Hoey G Beau Hossler,,Jordan Spieth,G,4.66%,12
42,5207914543,NDIRISH13 (23/150),334,218,G Hideki Matsuyama G Justin Thomas G Keegan Bradley G Doug Ghim G Bud Cauley G Beau Hossler,,Jackson Suber,G,4.56%,22.5
42,5208983414,hank6969 (2/8),328,218,G Tom Kim G Michael Brennan G Brooks Koepka G Davis Thompson G Doug Ghim G Jordan L. Smith,,Matthew McCarty,G,4.54%,30
44,5209292164,dakdakgoose (118/150),336,217.5,G Hideki Matsuyama G Tom Kim G Aaron Rai G Ben Kohles G Sahith Theegala G Beau Hossler,,Denny McCarthy,G,4.16%,43
44,5207415692,faithandfamily (6/20),330,217.5,G Justin Thomas G Ryan Gerard G Alex Fitzpatrick G Davis Thompson G Billy Horschel G Beau Hossler,,Kris Ventura,G,3.68%,21.5
44,5209770827,hondizzle (139/150),328,217.5,G Justin Thomas G Alex Fitzpatrick G Brooks Koepka G Davis Thompson G Doug Ghim G Denny McCarthy,,Billy Horschel,G,3.16%,33.5
47,5209898464,jsamtoy (81/82),340,217,G Hideki Matsuyama G Tom Kim G Alex Fitzpatrick G Doug Ghim G Bud Cauley G Sahith Theegala,,Rasmus Højgaard,G,3.02%,17.5
47,5207270710,reboteking (5/149),328,217,G Tom Kim G Aaron Rai G Michael Brennan G Davis Thompson G Doug Ghim G Denny McCarthy,,Nicolas Echavarria,G,2.70%,9.5
49,5209515846,Jazzraz (1/8),333,216.5,G Cameron Young G Justin Thomas G Alex Fitzpatrick G Benjamin James G Rico Hoey G Beau Hossler,,Sepp Straka,G,2.44%,5
49,5207877512,jrfreund (144/150),330,216.5,G Justin Thomas G Maverick McNealy G Davis Thompson G Denny McCarthy G Harry Hall G Beau Hossler,,Kevin Yu,G,2.39%,32.5
51,5207930888,JRucker504 (77/150),341,216,G Cameron Young G Tom Kim G Alex Fitzpatrick G Benjamin James G Emiliano Grillo G Beau Hossler,,Lee Hodges,G,2.25%,23
52,5207449029,GenaroP (50/150),331,215.5,G Cameron Young G Tom Kim G Ben Griffin G Denny McCarthy G Billy Horschel G Beau Hossler,,Marco Penge,G,2.23%,9.5
52,5209784739,joresendez (2/7),330,215.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Mac Meissner G Ben Kohles G Beau Hossler,,Johnny Keefer,G,2.16%,10.5
52,5209582903,breal7 (25/49),328,215.5,G Maverick McNealy G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Doug Ghim G Jordan L. Smith,,Andrew Putnam,G,2.12%,13
55,5209283399,edantoft (132/150),324,215,G Cameron Young G Alex Fitzpatrick G Brooks Koepka G Davis Thompson G Beau Hossler G Matthew McCarty,,Beau Hossler,G,1.86%,70
56,5207964900,Kenmasters7 (64/150),346,214.5,G Justin Thomas G Davis Thompson G Doug Ghim G Blades Brown G Eric Cole G Beau Hossler,,Rico Hoey,G,1.85%,30.5
56,5208839459,steel_66 (131/150),328,214.5,G Justin Thomas G Tom Kim G Davis Thompson G Doug Ghim G Sungjae Im G Kevin Yu,,Chandler Phillips,G,1.81%,12.5
58,5209267690,sammyy89 (15/150),343,214,G Justin Thomas G Ryan Gerard G Davis Thompson G Doug Ghim G Johnny Keefer G Beau Hossler,,Lucas Glover,G,1.77%,12
58,5209628109,Mige1 (68/150),343,214,G Hideki Matsuyama G Tom Kim G Keegan Bradley G Keith Mitchell G Benjamin James G Beau Hossler,,Andrew Novak,G,1.77%,9.5
58,5209628849,YappoTheClown (52/134),342,214,G Cameron Young G Ryan Gerard G Doug Ghim G Eric Cole G Denny McCarthy G Beau Hossler,,Max Greyserman,G,1.71%,17
58,5207198680,TAltland (98/150),339,214,G Jackson Koivun G Justin Thomas G Davis Thompson G Doug Ghim G Michael Kim G Beau Hossler,,Stephan Jaeger,G,1.67%,11.5
58,5207964891,Kenmasters7 (55/150),339,214,G Tom Kim G Jordan Spieth G Doug Ghim G Jordan L. Smith G Chris Kirk G Beau Hossler,,Kevin Roy,G,1.61%,16.5
58,5208410049,iverson3pts (16/50),339,214,G Cameron Young G Hideki Matsuyama G Ben Kohles G Jordan L. Smith G Benjamin James G Beau Hossler,,Max McGreevy,G,1.60%,15.5
58,5207758241,flashy84 (80/150),332,214,G Cameron Young G Tom Kim G Davis Thompson G Sungjae Im G Emiliano Grillo G Beau Hossler,,Jason Day,G,1.54%,5
65,5207747529,crowandthrow (136/150),344,213.5,G Ryan Gerard G Tom Kim G Davis Thompson G Doug Ghim G Blades Brown G Beau Hossler,,William Mouw,G,1.47%,13.5
65,5208775112,curly82 (71/108),338,213.5,G Alex Fitzpatrick G Davis Thompson G Jordan L. Smith G Bud Cauley G Sahith Theegala G Emiliano Grillo,,Davis Chatfield,G,1.38%,25.5
65,5207513698,zairejesiah (7/52),330,213.5,G Cameron Young G Jackson Koivun G Davis Thompson G Denny McCarthy G Beau Hossler G Matthew McCarty,,John Parry,G,1.33%,27
65,5207691026,Racktracker13 (37/150),330,213.5,G Cameron Young G Tom Kim G Alex Fitzpatrick G J.T. Poston G Sahith Theegala G Beau Hossler,,Patrick Fishburn,G,1.25%,1.5
65,5208775144,curly82 (103/108),330,213.5,G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Sahith Theegala G Kevin Yu G Rico Hoey,,Zachary Bauchou,G,1.19%,6.5
70,5209348026,mcanderson2793 (5/60),345,213,G Hideki Matsuyama G Ben Griffin G Michael Brennan G Keith Mitchell G Doug Ghim G Beau Hossler,,Sam Stevens,G,1.11%,11.5
70,5209505336,Amenrabuck (64/150),333,213,G Tom Kim G Maverick McNealy G Alex Fitzpatrick G Jordan L. Smith G Benjamin James G Denny McCarthy,,Pierceson Coody,G,1.08%,3.5
70,5208076360,cincog21,328,213,G Justin Thomas G Tom Kim G Davis Thompson G Doug Ghim G Sungjae Im G Bud Cauley,,Joel Dahmen,G,1.08%,9
73,5208338021,fastbreak10 (91/150),338,212.5,G Ryan Gerard G Tom Kim G Davis Thompson G Keith Mitchell G Doug Ghim G Denny McCarthy,,Tony Finau,G,1.06%,13
73,5209015458,beckerbird2009 (113/150),338,212.5,G Hideki Matsuyama G Alex Fitzpatrick G Davis Thompson G Keith Mitchell G Doug Ghim G Jordan L. Smith,,Seamus Power,G,0.97%,7.5
73,5208514195,belvison (37/40),337,212.5,G Cameron Young G Aaron Rai G Davis Thompson G Doug Ghim G Benjamin James G Denny McCarthy,,Luke Clanton,G,0.90%,16.5
73,5208923772,PiReZ (122/150),337,212.5,G Cameron Young G Aaron Rai G Davis Thompson G Doug Ghim G Benjamin James G Denny McCarthy,,Austin Eckroat,G,0.83%,22.5
73,5207967079,Flamingos12 (3/150),334,212.5,G Justin Thomas G Maverick McNealy G Davis Thompson G Mac Meissner G Doug Ghim G Sahith Theegala,,Brandt Snedeker,G,0.77%,23
73,5209659622,jamjamc94 (40/62),333,212.5,G Cameron Young G Tom Kim G Davis Thompson G Bud Cauley G Benjamin James G Denny McCarthy,,Mackenzie Hughes,G,0.77%,16
73,5207198685,TAltland (103/150),330,212.5,G Cameron Young G Alex Fitzpatrick G Davis Thompson G Jordan Spieth G Jordan L. Smith G Beau Hossler,,Matti Schmid,G,0.73%,41.5
80,5207234773,pissontheliberals (70/150),340,212,G Hideki Matsuyama G Ryan Gerard G Tom Kim G Doug Ghim G Jackson Suber G Beau Hossler,,Harry Hall,G,0.71%,7
81,5207968821,Dpac2 (91/150),334,211.5,G Cameron Young G Tom Kim G Doug Ghim G Sungjae Im G Beau Hossler G William Mouw,,Mark Hubbard,G,0.70%,5.5
81,5208193869,mknob87 (119/150),334,211.5,G Cameron Young G Keegan Bradley G Davis Thompson G Doug Ghim G Sahith Theegala G Billy Horschel,,Davis Riley,G,0.66%,3.5
81,5208743027,breazy18 (65/150),324,211.5,G Cameron Young G Maverick McNealy G Davis Thompson G Mac Meissner G Beau Hossler G Tom Hoge,,Matt Kuchar,G,0.63%,7
81,5209673253,bjcar21 (4/50),324,211.5,G Aaron Rai G Alex Fitzpatrick G Michael Brennan G Brooks Koepka G Davis Thompson G Beau Hossler,,Chandler Blanchet,G,0.62%,6
85,5209238288,dxb13 (53/150),337,211,G Ryan Gerard G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Jordan L. Smith G Beau Hossler,,Tom Hoge,G,0.57%,36.5
85,5209504552,BigDBoss (82/150),335,211,G Justin Thomas G Tom Kim G Davis Thompson G Doug Ghim G Alex Smalley G Jordan L. Smith,,Austin Smotherman,G,0.54%,25.5
85,5209265782,ATR27 (2/3),334,211,G Ryan Gerard G Tom Kim G Davis Thompson G Doug Ghim G Jordan L. Smith G Bud Cauley,,Zecheng Dou,G,0.48%,14.5
85,5208362331,rhyno871 (73/150),330,211,G Hideki Matsuyama G Tom Kim G Aaron Rai G Davis Thompson G Ricky Castillo G Beau Hossler,,A.J. Ewart,G,0.47%,15
85,5209099432,paydirtman (39/150),330,211,G Jackson Koivun G Justin Thomas G Davis Thompson G Christiaan Bezuidenhout G Beau Hossler G Matti Schmid,,Webb Simpson,G,0.43%,15.5
85,5207234822,pissontheliberals (119/150),328,211,G Cameron Young G Maverick McNealy G Harris English G Doug Ghim G Jordan L. Smith G Beau Hossler,,Thorbjørn Olesen,G,0.42%,17.5
85,5207834761,BucNasty27 (141/150),328,211,G Tom Kim G Maverick McNealy G Davis Thompson G Mac Meissner G Doug Ghim G Jordan L. Smith,,Taylor Pendrith,G,0.40%,25.5
85,5207964888,Kenmasters7 (52/150),328,211,G Tom Kim G Keegan Bradley G Doug Ghim G Ben Kohles G J.T. Poston G Beau Hossler,,Steven Fisk,G,0.39%,10.5
93,5208775126,curly82 (85/108),349,210.5,G Ben Griffin G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Sahith Theegala G Emiliano Grillo,,David Lipsky,G,0.38%,9.5
93,5209646650,syrsoc13 (17/142),343,210.5,G Tom Kim G Ben Griffin G Davis Thompson G Doug Ghim G Eric Cole G Denny McCarthy,,Jesper Svensson,G,0.37%,4
93,5209767536,dbrereto (98/104),339,210.5,G Cameron Young G Jackson Koivun G Benjamin James G Denny McCarthy G Rico Hoey G Beau Hossler,,Karl Vilips,G,0.35%,20.5
93,5209437988,dbsultan (43/45),336,210.5,G Jackson Koivun G Justin Thomas G Tom Kim G Sahith Theegala G Beau Hossler G Kris Ventura,,Patrick Rodgers,G,0.29%,8.5
93,5209250077,btemp10 (142/150),328,210.5,G Maverick McNealy G Michael Brennan G Davis Thompson G Doug Ghim G Ben Kohles G Jordan L. Smith,,Aldrich Potgieter,G,0.27%,15
93,5209233565,smoothowen (90/150),324,210.5,G Justin Thomas G Davis Thompson G Mac Meissner G Jordan L. Smith G Beau Hossler G Lanto Griffin,,Aaron Wise,G,0.25%,15
93,5209301785,curlytop66 (2/13),324,210.5,G Justin Thomas G Tom Kim G Sungjae Im G Denny McCarthy G Beau Hossler G Adam Schenk,,Brian Campbell,G,0.24%,15
100,5208596503,suntzjim (141/150),344,210,G Hideki Matsuyama G Davis Thompson G Mac Meissner G Keith Mitchell G Doug Ghim G Sahith Theegala,,Erik Van Rooyen,G,0.23%,18.5
100,5209265039,Dubbzz (9/32),340,210,G Hideki Matsuyama G Ryan Gerard G Keegan Bradley G Doug Ghim G Jordan L. Smith G Beau Hossler,,Neal Shipley,G,0.22%,8.5
100,5208279691,yodakk (99/150),337,210,G Aaron Rai G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Doug Ghim G Benjamin James,,Hank Lebioda,G,0.21%,11
100,5209497529,Hoops_L (94/150),337,210,G Cameron Young G Tom Kim G Davis Thompson G Doug Ghim G Benjamin James G Kris Ventura,,Matthieu Pavon,G,0.19%,10.5
100,5208989722,milligolf (59/150),335,210,G Cameron Young G Ben Griffin G Doug Ghim G Ben Kohles G Bud Cauley G Beau Hossler,,Trace Crowe,G,0.17%,4.5
105,5207234776,pissontheliberals (73/150),330,209.5,G Ryan Gerard G Tom Kim G Maverick McNealy G Davis Thompson G Austin Eckroat G Beau Hossler,,Takumi Kanaya,G,0.16%,14.5
105,5208271037,Domers (104/150),330,209.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Bud Cauley G Denny McCarthy G Billy Horschel,,Hayden Springer,G,0.15%,49
105,5208410080,iverson3pts (47/50),330,209.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Mac Meissner G Zac Blair G Beau Hossler,,Hao-Tong Li,G,0.15%,7
105,5208059435,TheCommish (148/150),328,209.5,G Cameron Young G Tom Kim G Doug Ghim G Ben Kohles G Jordan L. Smith G Denny McCarthy,,Justin Lower,G,0.14%,16
105,5209393524,Byronn5 (10/150),328,209.5,G Cameron Young G Tom Kim G Doug Ghim G Ben Kohles G Jordan L. Smith G Denny McCarthy,,Joe Highsmith,G,0.13%,21
105,5209258004,dbrereto (76/104),324,209.5,G Cameron Young G Aaron Rai G Davis Thompson G Mac Meissner G Denny McCarthy G Beau Hossler,,Adrien Dumont De Chassart,G,0.13%,11
111,5207416392,asmall338 (4/5),350,209,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Alex Smalley G Benjamin James,,Adrien Saddier,G,0.13%,19
111,5209292142,dakdakgoose (96/150),330,209,G Jackson Koivun G Justin Thomas G Davis Thompson G Ben Kohles G Billy Horschel G Beau Hossler,,C.T. Pan,G,0.12%,7.5
111,5209380080,lamberry (7/20),330,209,G Cameron Young G Hideki Matsuyama G Davis Thompson G Sungjae Im G Beau Hossler G Matthew McCarty,,Adam Svensson,G,0.12%,16
114,5207234747,pissontheliberals (44/150),346,208.5,G Cameron Young G Hideki Matsuyama G Keith Mitchell G Doug Ghim G Eric Cole G Beau Hossler,,Vince Whaley,G,0.12%,8
114,5208638307,ynot4greg21 (25/150),343,208.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Keith Mitchell G Jordan L. Smith G Benjamin James,,Camilo Villegas,G,0.11%,16.5
114,5209342327,DLP4412 (102/150),336,208.5,G Justin Thomas G Tom Kim G Davis Thompson G Doug Ghim G Eric Cole G Matthew McCarty,,Kevin Streelman,G,0.11%,16.5
114,5209791429,joresendez (4/7),334,208.5,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Ben Kohles G Bud Cauley,,Peter Malnati,G,0.11%,8.5
114,5208676623,agrazz (42/150),332,208.5,G Cameron Young G Tom Kim G Davis Thompson G Christiaan Bezuidenhout G Eric Cole G Beau Hossler,,Stefano Mazzoli,G,0.10%,19.5
114,5209320067,dxtakeover (77/150),328,208.5,G Cameron Young G Brooks Koepka G Davis Thompson G Doug Ghim G Bud Cauley G Denny McCarthy,,Gordon Sargent,G,0.09%,14.5
120,5208282427,hambazaza (123/150),345,208,G Cameron Young G Hideki Matsuyama G Alex Fitzpatrick G Benjamin James G Sahith Theegala G Hayden Springer,,Chad Ramey,G,0.09%,17.5
120,5207352205,sportsfanatic89 (57/150),343,208,G Justin Thomas G Aaron Rai G Doug Ghim G Ben Kohles G Benjamin James G Sahith Theegala,,Brice Garnett,G,0.09%,16.5
120,5207280692,SeasickSailor (61/150),338,208,G Cameron Young G Ryan Gerard G Keith Mitchell G Doug Ghim G Bud Cauley G Beau Hossler,,Christo Lamprecht,G,0.08%,8.5
120,5207234830,pissontheliberals (127/150),334,208,G Ryan Gerard G Tom Kim G Maverick McNealy G Keith Mitchell G Jordan L. Smith G Beau Hossler,,Jimmy Stanger,G,0.07%,4
120,5209780099,jamesdon14 (20/150),334,208,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Sungjae Im G Bud Cauley,,Lanto Griffin,G,0.07%,13
120,5209891431,WhamBamMichaelSam (3/4),334,208,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Sungjae Im G Bud Cauley,,Adam Schenk,G,0.07%,10
120,5209897451,WhamBamMichaelSam (4/4),334,208,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Sungjae Im G Bud Cauley,,Cameron Davis,G,0.06%,8.5
120,5207877423,jrfreund (55/150),330,208,G Cameron Young G Alex Fitzpatrick G Christiaan Bezuidenhout G Sahith Theegala G Jackson Suber G Beau Hossler,,Nick Dunlap,G,0.06%,10
120,5209299197,deckeron (131/150),328,208,G Tom Kim G Sungjae Im G Denny McCarthy G Beau Hossler G Kris Ventura G Andrew Putnam,,David Skinns,G,0.06%,16
129,5208964666,vanbroekjam3s (90/150),344,207.5,G Jackson Koivun G Tom Kim G Keith Mitchell G Doug Ghim G Jordan L. Smith G Sahith Theegala,,Dylan Wu,G,0.06%,14
129,5208072714,2briar (6/25),337,207.5,G Cameron Young G Tom Kim G Doug Ghim G Ben Kohles G Jordan L. Smith G Benjamin James,,Ben Silverman,G,0.06%,13
129,5207425139,numbermunchers (22/150),336,207.5,G Cameron Young G Davis Thompson G Doug Ghim G Bud Cauley G Eric Cole G Denny McCarthy,,Pontus Nyholm,G,0.04%,16.5
129,5207964907,Kenmasters7 (71/150),336,207.5,G Tom Kim G Keegan Bradley G Davis Thompson G Doug Ghim G Jordan L. Smith G Emiliano Grillo,,Patrick Cantlay,G,0.04%,0
129,5207620354,kcweir1087 (72/150),334,207.5,G Tom Kim G Michael Brennan G Davis Thompson G Jordan Spieth G Doug Ghim G Jordan L. Smith,,John VanDerLaan,G,0.04%,19.5
129,5208893523,kyleboneski (111/150),332,207.5,G Tom Kim G Maverick McNealy G Davis Thompson G Keith Mitchell G Doug Ghim G Sungjae Im,,Alejandro Tosti,G,0.04%,6.5
135,5209661339,Cookoo (119/150),337,207,G Cameron Young G Tom Kim G Doug Ghim G Sungjae Im G Jordan L. Smith G Benjamin James,,Kihei Akina,G,0.03%,11
136,5207280332,Randyc2115 (21/150),340,206.5,G Cameron Young G Hideki Matsuyama G Doug Ghim G Jordan L. Smith G Bud Cauley G Sahith Theegala,,Patton Kizzire,G,0.03%,7.5
136,5207955199,harpdiddy01 (3/5),340,206.5,G Hideki Matsuyama G Justin Thomas G Alex Fitzpatrick G Doug Ghim G Harry Hall G Beau Hossler,,Kensei Hirata,G,0.03%,6
136,5209363147,wowwwwwdfs_kkc (6/150),340,206.5,G Cameron Young G Hideki Matsuyama G Doug Ghim G Jordan L. Smith G Bud Cauley G Sahith Theegala,,Luke List,G,0.03%,10.5
136,5209410713,B32044 (92/150),335,206.5,G Cameron Young G Hideki Matsuyama G Davis Thompson G Denny McCarthy G Nicolas Echavarria G Beau Hossler,,Danny Walker,G,0.03%,11.5
136,5207377751,Skralph (36/150),330,206.5,G Cameron Young G Ryan Gerard G Davis Thompson G Kevin Yu G Beau Hossler G Matthew McCarty,,Daniel Berger,G,0.03%,0
136,5208674282,Fitzou88 (127/150),328,206.5,G Justin Thomas G Tom Kim G Doug Ghim G Sungjae Im G Jordan L. Smith G Bud Cauley,,Taylor Moore,G,0.02%,0
142,5209015406,beckerbird2009 (61/150),341,206,G Hideki Matsuyama G Tom Kim G Davis Thompson G Doug Ghim G Alex Smalley G Jordan L. Smith,,Lorenzo Rodriguez,G,0.02%,2.5
142,5208857254,matthewdopson (33/59),338,206,G Cameron Young G Maverick McNealy G Keith Mitchell G Doug Ghim G Jordan L. Smith G Sahith Theegala,,Rafael Campos,G,0.02%,19
142,5209373066,JohnnyLFootball (22/150),338,206,G Cameron Young G Maverick McNealy G Keith Mitchell G Doug Ghim G Jordan L. Smith G Sahith Theegala,,Marcelo Rozo,G,0.02%,11.5
142,5207992035,fortunehunter (8/20),334,206,G Tom Kim G Maverick McNealy G Davis Thompson G Keith Mitchell G Ben Kohles G Sahith Theegala,,Jeffrey Kang,G,0.01%,4
142,5208964853,WackyUncle (70/150),328,206,G Keegan Bradley G Alex Fitzpatrick G Davis Thompson G Doug Ghim G Sungjae Im G Jordan L. Smith,,Keenan Huskey,G,0.01%,11.5
142,5208362315,rhyno871 (57/150),324,206,G Cameron Young G Aaron Rai G Alex Fitzpatrick G Davis Thompson G Beau Hossler G John Parry,,Tyler Collet,G,0.01%,23.5
142,5208997083,Itzpcraft (119/150),324,206,G Tom Kim G Alex Fitzpatrick G Michael Brennan G Davis Thompson G Sungjae Im G Denny McCarthy,,William McGirt,G,0.01%,6
