Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
20155,5195369192,KeithMagnuson (89/100),324,155,G Kurt Kitayama G Tom Kim G Mac Meissner G Christiaan Bezuidenhout G Brian Harman G Emiliano Grillo,,,,,
20155,5195377791,rzaroch36 (112/148),324,155,G Maverick McNealy G Pierceson Coody G Gary Woodland G Corey Conners G Kevin Roy G Joel Dahmen,,,,,
20155,5195391561,B32044 (75/150),324,155,G Hideki Matsuyama G Jackson Suber G Jordan L. Smith G Mac Meissner G Rasmus Neergaard-Petersen G Emiliano Grillo,,,,,
20155,5195391621,B32044 (135/150),324,155,G Scottie Scheffler G Tom Kim G Zac Blair G Nick Hardy G Kevin Streelman G Davis Chatfield,,,,,
20155,5195393068,eaglesfan57 (16/60),324,155,G Scottie Scheffler G Taylor Moore G Emiliano Grillo G Matti Schmid G Takumi Kanaya G David Skinns,,,,,
20155,5195397960,DK1689 (40/53),324,155,G Pierceson Coody G Gary Woodland G Max Homa G Sudarshan Yellamaraju G Michael Brennan G Johnny Keefer,,,,,
20155,5195400884,kvoight84 (4/10),324,155,G Hideki Matsuyama G Jackson Suber G Corey Conners G Michael Brennan G Johnny Keefer G Lucas Glover,,,,,
20155,5195406031,FearThaBeerd (2/4),324,155,G Scottie Scheffler G Taylor Pendrith G Keita Nakajima G Matti Schmid G Erik Van Rooyen G Chandler Phillips,,,,,
20155,5195416495,BigFatPianist (18/150),324,155,G Kurt Kitayama G Jackson Suber G Jordan L. Smith G Christiaan Bezuidenhout G Emiliano Grillo G Preston Stout,,,,,
20155,5195428607,Dtnichols83 (148/150),324,155,G Scottie Scheffler G Sudarshan Yellamaraju G A.J. Ewart G Billy Horschel G Kris Ventura G Troy Merritt,,,,,
20155,5195431994,daddy608 (15/150),324,155,G Scottie Scheffler G Benjamin James G Max McGreevy G Lucas Glover G Joel Dahmen G Davis Chatfield,,,,,
20155,5195487895,EHulseDC (14/20),324,155,G Tom Kim G Pierceson Coody G Corey Conners G Sungjae Im G Ben Kohles G Zac Blair,,,,,
20155,5195502730,rdbelza (33/150),324,155,G Kurt Kitayama G Hideki Matsuyama G Jordan L. Smith G Steven Fisk G Taylor Pendrith G Ben Kohles,,,,,
20155,5195529680,battinar (7/14),324,155,G Maverick McNealy G Kurt Kitayama G Max Homa G William Mouw G Ben Kohles G Zac Blair,,,,,
20155,5195537282,ipar4s (64/150),324,155,G Scottie Scheffler G Sudarshan Yellamaraju G Hao-Tong Li G Luke Clanton G Trace Crowe G Jeffrey Kang,,,,,
20155,5195544975,Chetty (8/9),324,155,G Scottie Scheffler G William Mouw G Steven Fisk G Emiliano Grillo G Luke List G Adam Svensson,,,,,
20155,5195563462,rapala44,324,155,G Keith Mitchell G Tom Kim G Gary Woodland G Max Greyserman G Rasmus Højgaard G Lee Hodges,,,,,
20155,5195598109,AGMoney23 (67/150),324,155,G Scottie Scheffler G Kurt Kitayama G Aaron Wise G John VanDerLaan G Tyler Duncan G Davis Chatfield,,,,,
20155,5195616741,Uncas,324,155,G Hideki Matsuyama G Jackson Suber G Max Homa G Sungjae Im G Ben Kohles G Zac Blair,,,,,
20155,5195634396,msg365 (90/150),324,155,G Maverick McNealy G Corey Conners G Mac Meissner G Christiaan Bezuidenhout G Ben Kohles G Keita Nakajima,,,,,
20155,5195636320,everydayidecay (54/148),324,155,G Kurt Kitayama G Jackson Suber G Sungjae Im G Benjamin James G Casey Jarvis G Ben Kohles,,,,,
20155,5195643225,Fitzou88 (102/150),324,155,G Jackson Koivun G Pierceson Coody G Jackson Suber G Jordan L. Smith G Denny McCarthy G Karl Vilips,,,,,
20155,5195656075,berzaj23 (25/150),324,155,G Maverick McNealy G Tom Kim G Gary Woodland G Brian Harman G Keita Nakajima G Matti Schmid,,,,,
20155,5195656147,berzaj23 (97/150),324,155,G Jake Knapp G Tom Kim G Gary Woodland G Benjamin James G Brian Harman G Matti Schmid,,,,,
20155,5195656179,berzaj23 (129/150),324,155,G Jake Knapp G Tom Kim G Gary Woodland G Stephan Jaeger G Brian Harman G Matti Schmid,,,,,
20155,5195671901,battinar (11/14),324,155,G Kurt Kitayama G Jackson Suber G Max Homa G Jesper Svensson G Matti Schmid G Zac Blair,,,,,
20155,5195680083,panfriedbeets (81/150),324,155,G Scottie Scheffler G John Parry G Jesper Svensson G Max McGreevy G Neal Shipley G Adam Svensson,,,,,
20155,5195731043,rsimone (47/150),324,155,G Kurt Kitayama G Max Homa G Tony Finau G Michael Brennan G Rasmus Højgaard G Jesper Svensson,,,,,
20155,5195737470,evansrc717 (112/138),324,155,G Scottie Scheffler G Rico Hoey G Keita Nakajima G Andrew Putnam G Billy Horschel G Takumi Kanaya,,,,,
20155,5195738744,Jimbo2Chips (133/150),324,155,G Tom Kim G Jackson Koivun G Jordan L. Smith G Johnny Keefer G William Mouw G Jesper Svensson,,,,,
20155,5195741585,Amenrabuck (82/150),324,155,G Keith Mitchell G Jackson Koivun G Sam Stevens G Christiaan Bezuidenhout G Stephan Jaeger G Rico Hoey,,,,,
20155,5195744892,kingjames72 (74/116),324,155,G Scottie Scheffler G Rasmus Neergaard-Petersen G Michael Kim G Mackenzie Hughes G Will Gordon G Justin Lower,,,,,
20155,5195762909,nparker24 (38/150),324,155,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Max McGreevy G Zac Blair G Cameron Davis,,,,,
20155,5195762948,nparker24 (77/150),324,155,G Scottie Scheffler G Brian Harman G Emiliano Grillo G Mackenzie Hughes G Patrick Fishburn G Brice Garnett,,,,,
20155,5195777804,dismalpicker (1/2),324,155,G Kurt Kitayama G Jackson Koivun G Corey Conners G Benjamin James G Mackenzie Hughes G Denny McCarthy,,,,,
20155,5195783044,dismalpicker (2/2),324,155,G Kurt Kitayama G Jackson Koivun G Corey Conners G Benjamin James G Mackenzie Hughes G Denny McCarthy,,,,,
20155,5195794125,ynot4greg21 (72/150),324,155,G Tom Kim G Jackson Suber G Corey Conners G Sungjae Im G Emiliano Grillo G Billy Horschel,,,,,
20155,5195794186,ynot4greg21 (133/150),324,155,G Kurt Kitayama G Max Homa G Sam Stevens G Michael Brennan G Rasmus Neergaard-Petersen G Taylor Moore,,,,,
20155,5195798807,DayByDay (120/150),324,155,G Keith Mitchell G Tom Kim G Corey Conners G Brian Harman G Casey Jarvis G Ben Kohles,,,,,
20155,5195809177,mulez88 (2/23),324,155,G Scottie Scheffler G Christiaan Bezuidenhout G Emiliano Grillo G Neal Shipley G Erik Van Rooyen G Joe Highsmith,,,,,
20155,5195811806,jrfreund (100/150),324,155,G Keith Mitchell G Max Homa G Johnny Keefer G Max Greyserman G Jesper Svensson G Kevin Roy,,,,,
20155,5195821819,mulez88 (20/23),324,155,G Hideki Matsuyama G Doug Ghim G Corey Conners G Rasmus Neergaard-Petersen G Brian Harman G Emiliano Grillo,,,,,
20155,5195851445,blondeflame19 (11/150),324,155,G Keith Mitchell G Tom Kim G Sam Stevens G Michael Brennan G Johnny Keefer G Denny McCarthy,,,,,
20155,5195851546,blondeflame19 (112/150),324,155,G Hideki Matsuyama G Tom Kim G Doug Ghim G Rasmus Neergaard-Petersen G Rico Hoey G Denny McCarthy,,,,,
20155,5195863520,cplo42 (138/150),324,155,G Hideki Matsuyama G Tom Kim G Jordan L. Smith G Michael Brennan G Rasmus Neergaard-Petersen G Austin Smotherman,,,,,
20155,5195879811,JONESZY9 (87/130),324,155,G Jackson Koivun G Jackson Suber G Corey Conners G Sam Stevens G Davis Thompson G Zac Blair,,,,,
20155,5195903355,muttcutts (87/150),324,155,G Scottie Scheffler G Benjamin James G Denny McCarthy G Zac Blair G Austin Eckroat G Davis Chatfield,,,,,
20155,5195903638,Muzicmr112 (83/150),324,155,G Kurt Kitayama G Doug Ghim G Gary Woodland G Kevin Yu G Taylor Pendrith G Rico Hoey,,,,,
20155,5195903686,Muzicmr112 (131/150),324,155,G Maverick McNealy G Kurt Kitayama G Sudarshan Yellamaraju G Christiaan Bezuidenhout G Emiliano Grillo G Austin Smotherman,,,,,
20155,5195904731,cidcatcher9 (42/100),324,155,G Scottie Scheffler G Casey Jarvis G Rico Hoey G Jesper Svensson G Austin Eckroat G Muzzy Donohue,,,,,
20155,5195925064,roborick822 (6/10),324,155,G Kurt Kitayama G Keith Mitchell G Max Homa G William Mouw G Ben Kohles G Max McGreevy,,,,,
20155,5195930176,mkirwin12 (110/150),324,155,G Jake Knapp G Jackson Koivun G Corey Conners G Max Homa G Jesper Svensson G Brice Garnett,,,,,
20155,5195933392,bryanbigbets (71/110),324,155,G Maverick McNealy G Jackson Koivun G Christiaan Bezuidenhout G Max Greyserman G Rasmus Neergaard-Petersen G Brian Harman,,,,,
20155,5195936920,MikeD619 (14/45),324,155,G Tom Kim G Jackson Koivun G Sungjae Im G Mac Meissner G Ricky Castillo G Jesper Svensson,,,,,
20155,5195948569,Stooopsy (125/150),324,155,G Hideki Matsuyama G Jackson Koivun G Doug Ghim G Christiaan Bezuidenhout G Brian Harman G Vince Whaley,,,,,
20155,5195950311,Oldy9 (14/150),324,155,G Maverick McNealy G Kurt Kitayama G Benjamin James G Christiaan Bezuidenhout G Ben Kohles G Max McGreevy,,,,,
20155,5195954227,nsteinwart (107/150),324,155,G Scottie Scheffler G Rico Hoey G Max McGreevy G Lucas Glover G Andrew Putnam G Takumi Kanaya,,,,,
20155,5195964795,HundoWalker19 (1/4),324,155,G Scottie Scheffler G Rasmus Neergaard-Petersen G Rasmus Højgaard G Tom Hoge G Matthieu Pavon G Brian Campbell,,,,,
20155,5195965392,northroutter (30/52),324,155,G Scottie Scheffler G Steven Fisk G Mackenzie Hughes G Lucas Glover G Zac Blair G Ben Silverman,,,,,
20155,5195979269,ProBros (1/4),324,155,G Scottie Scheffler G Taylor Moore G John Parry G Emiliano Grillo G Aaron Wise G Mark Hubbard,,,,,
20155,5195990000,early325 (32/150),324,155,G Kurt Kitayama G Tom Kim G Corey Conners G Mac Meissner G Ben Kohles G Takumi Kanaya,,,,,
20155,5195990011,early325 (43/150),324,155,G Kurt Kitayama G Doug Ghim G Max Homa G Brian Harman G Casey Jarvis G Ben Kohles,,,,,
20155,5195994537,tdenbeste (69/98),324,155,G Doug Ghim G Jackson Suber G Corey Conners G Sungjae Im G Michael Brennan G Lucas Glover,,,,,
20155,5196001565,gup460 (18/40),324,155,G Maverick McNealy G Kurt Kitayama G Tom Kim G Kevin Yu G Kevin Roy G Jeffrey Kang,,,,,
20155,5196009008,LoganGrewe50 (126/150),324,155,G Kurt Kitayama G Hideki Matsuyama G Corey Conners G Casey Jarvis G Ben Kohles G Michael Kim,,,,,
20155,5196011523,Orochi (85/150),324,155,G Hideki Matsuyama G Doug Ghim G Corey Conners G Christiaan Bezuidenhout G Ben Kohles G Michael Kim,,,,,
20155,5196011868,luka0077 (49/110),324,155,G Scottie Scheffler G Gary Woodland G Taylor Pendrith G Cameron Davis G Brice Garnett G Davis Chatfield,,,,,
20155,5196013429,jmck017 (4/150),324,155,G Maverick McNealy G Keith Mitchell G Davis Thompson G Brian Harman G Casey Jarvis G Ben Kohles,,,,,
20155,5196024215,wowwwwwdfs_kkc (127/150),324,155,G Kurt Kitayama G Sungjae Im G Jordan L. Smith G Mac Meissner G Christiaan Bezuidenhout G Ben Kohles,,,,,
20155,5196025615,warriorking91 (20/52),324,155,G Gary Woodland G Corey Conners G Max Homa G Sungjae Im G Sam Stevens G Kevin Roy,,,,,
20155,5196043713,edub1976 (15/150),324,155,G Hideki Matsuyama G Doug Ghim G Corey Conners G Christiaan Bezuidenhout G Ben Kohles G Michael Kim,,,,,
20155,5196043728,edub1976 (30/150),324,155,G Keith Mitchell G Tom Kim G Corey Conners G Brian Harman G Casey Jarvis G Ben Kohles,,,,,
20155,5196043802,edub1976 (104/150),324,155,G Hideki Matsuyama G Doug Ghim G Corey Conners G Christiaan Bezuidenhout G Beau Hossler G Ben Kohles,,,,,
20155,5196053362,lhn777 (2/2),324,155,G Kurt Kitayama G Hideki Matsuyama G Corey Conners G Ricky Castillo G Ben Kohles G Mackenzie Hughes,,,,,
20155,5196064089,BeSp10 (90/150),324,155,G Scottie Scheffler G Beau Hossler G Emiliano Grillo G Max McGreevy G Andrew Putnam G Paul Peterson,,,,,
20155,5196076293,PopFlyBoy (84/150),324,155,G Scottie Scheffler G Michael Kim G Jesper Svensson G Andrew Putnam G Zac Blair G Aaron Wise,,,,,
20155,5196076336,PopFlyBoy (127/150),324,155,G Hideki Matsuyama G Jackson Koivun G Sam Stevens G Sudarshan Yellamaraju G Casey Jarvis G Denny McCarthy,,,,,
20155,5196090631,TheKid2430 (34/150),324,155,G Scottie Scheffler G Stephan Jaeger G Zachary Bauchou G Andrew Putnam G Kevin Roy G Karl Vilips,,,,,
20155,5196090679,TheKid2430 (82/150),324,155,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Andrew Putnam G Austin Eckroat G Aaron Wise,,,,,
20155,5196090683,TheKid2430 (86/150),324,155,G Scottie Scheffler G Kevin Yu G Emiliano Grillo G Michael Kim G Patrick Fishburn G Brice Garnett,,,,,
20155,5196129593,SuperD48 (9/12),324,155,G Kurt Kitayama G Jackson Suber G Max Homa G Johnny Keefer G William Mouw G Ben Kohles,,,,,
20155,5196129603,SuperD48 (10/12),324,155,G Kurt Kitayama G Jackson Suber G Max Homa G Johnny Keefer G William Mouw G Ben Kohles,,,,,
20155,5196130828,smoothowen (40/118),324,155,G Jake Knapp G Jackson Koivun G Johnny Keefer G Keita Nakajima G Will Gordon G Lanto Griffin,,,,,
20155,5196130838,smoothowen (50/118),324,155,G Tom Kim G Jackson Koivun G Jackson Suber G Christiaan Bezuidenhout G Taylor Moore G Lee Hodges,,,,,
20155,5196166470,ctomsak (81/150),324,155,G Hideki Matsuyama G Jackson Suber G Jordan L. Smith G Mac Meissner G Rasmus Neergaard-Petersen G Emiliano Grillo,,,,,
20155,5196168704,Arietes (64/150),324,155,G Hideki Matsuyama G Tom Kim G Pierceson Coody G Sam Stevens G Emiliano Grillo G Davis Chatfield,,,,,
20155,5196171738,flair60 (3/4),324,155,G Tom Kim G Pierceson Coody G Jackson Suber G Benjamin James G Casey Jarvis G Ben Kohles,,,,,
20155,5196176332,Jazz106 (5/5),324,155,G Keith Mitchell G Pierceson Coody G Jackson Suber G Tony Finau G Ben Kohles G Andrew Putnam,,,,,
20155,5196178929,ktbeer66,324,155,G Jake Knapp G Jackson Suber G Tony Finau G Christiaan Bezuidenhout G Michael Brennan G Rasmus Neergaard-Petersen,,,,,
20155,5196181124,djmado09 (90/150),324,155,G Doug Ghim G Jackson Suber G Benjamin James G Michael Brennan G Casey Jarvis G Lucas Glover,,,,,
20155,5196181158,djmado09 (124/150),324,155,G Tony Finau G William Mouw G John Parry G Emiliano Grillo G Lucas Glover G Joel Dahmen,,,,,
20155,5196187261,chachie79 (75/129),324,155,G Tom Kim G Doug Ghim G Corey Conners G Christiaan Bezuidenhout G Ben Kohles G Ryder Cowan,,,,,
20155,5196187313,chachie79 (127/129),324,155,G Hideki Matsuyama G Tom Kim G Max Homa G Christiaan Bezuidenhout G Emiliano Grillo G Rico Hoey,,,,,
20155,5196189804,mdm4432 (5/6),324,155,G Jake Knapp G Gary Woodland G Max Homa G Tony Finau G Emiliano Grillo G Matt Kuchar,,,,,
20155,5196200468,TexasShiner (84/150),324,155,G Kurt Kitayama G Keith Mitchell G Pierceson Coody G Rasmus Neergaard-Petersen G Jesper Svensson G Aaron Wise,,,,,
20155,5196213021,DDev32 (10/150),324,155,G Hideki Matsuyama G Tom Kim G Benjamin James G Christiaan Bezuidenhout G Johnny Keefer G Ben Kohles,,,,,
20155,5196213148,DDev32 (137/150),324,155,G Scottie Scheffler G Lucas Glover G Matti Schmid G Chris Kirk G Matt Kuchar G Zac Blair,,,,,
20155,5196218059,Jhuffste (13/150),324,155,G Hideki Matsuyama G Jake Knapp G Tom Kim G Emiliano Grillo G Zachary Bauchou G A.J. Ewart,,,,,
20155,5196223076,Worthy33 (13/150),324,155,G Jackson Koivun G Doug Ghim G Jordan L. Smith G Christiaan Bezuidenhout G Rasmus Neergaard-Petersen G Andrew Putnam,,,,,
20155,5196223109,Worthy33 (46/150),324,155,G Maverick McNealy G Keith Mitchell G Jordan L. Smith G Casey Jarvis G Emiliano Grillo G Jesper Svensson,,,,,
20155,5196223151,Worthy33 (88/150),324,155,G Kurt Kitayama G Tom Kim G Doug Ghim G Jordan L. Smith G Jesper Svensson G Troy Merritt,,,,,
20155,5196223164,Worthy33 (101/150),324,155,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Andrew Putnam G Matt Kuchar G Davis Chatfield,,,,,
20155,5196225855,KGoetsch,324,155,G Kurt Kitayama G Tom Kim G Jackson Suber G Benjamin James G Emiliano Grillo G David Lipsky,,,,,
20155,5196226418,liksluke (4/30),324,155,G Kurt Kitayama G Jackson Koivun G Max Homa G Rasmus Neergaard-Petersen G William Mouw G Zachary Bauchou,,,,,
20155,5196234927,matt80 (13/150),324,155,G Keith Mitchell G Tom Kim G Tony Finau G Michael Brennan G Rasmus Neergaard-Petersen G Harry Higgs,,,,,
20155,5196235058,matt80 (144/150),324,155,G Keith Mitchell G Gary Woodland G Corey Conners G Johnny Keefer G Rasmus Neergaard-Petersen G Tom Hoge,,,,,
20155,5196237473,Mikeypo2017 (29/150),324,155,G Maverick McNealy G Kurt Kitayama G Benjamin James G Christiaan Bezuidenhout G Ben Kohles G Max McGreevy,,,,,
20155,5196237474,Mikeypo2017 (30/150),324,155,G Maverick McNealy G Tom Kim G Benjamin James G Christiaan Bezuidenhout G Brian Harman G Ben Kohles,,,,,
20155,5196237499,Mikeypo2017 (55/150),324,155,G Maverick McNealy G Kurt Kitayama G Benjamin James G Brian Harman G Ben Kohles G Michael Kim,,,,,
20155,5196237523,Mikeypo2017 (79/150),324,155,G Maverick McNealy G Kurt Kitayama G Corey Conners G Casey Jarvis G Ben Kohles G Zac Blair,,,,,
20155,5196237570,Mikeypo2017 (126/150),324,155,G Kurt Kitayama G Corey Conners G Jordan L. Smith G Benjamin James G Brian Harman G Ben Kohles,,,,,
20155,5196247001,Gsluke (41/150),324,155,G Scottie Scheffler G Keita Nakajima G Hao-Tong Li G Matti Schmid G Austin Smotherman G Joel Dahmen,,,,,
20155,5196264835,csurunnerccr (85/150),324,155,G Scottie Scheffler G Beau Hossler G Michael Kim G Lee Hodges G Zecheng Dou G Kevin Streelman,,,,,
20155,5196264874,csurunnerccr (124/150),324,155,G Kurt Kitayama G Hideki Matsuyama G Tony Finau G Rasmus Neergaard-Petersen G Lucas Glover G Zac Blair,,,,,
20155,5196293399,jdatlas (72/150),324,155,G Keith Mitchell G Pierceson Coody G Doug Ghim G Max Greyserman G Emiliano Grillo G Matti Schmid,,,,,
20155,5196293419,jdatlas (92/150),324,155,G Jake Knapp G Jackson Suber G Gary Woodland G Johnny Keefer G Max Greyserman G Matti Schmid,,,,,
20155,5196293454,jdatlas (127/150),324,155,G Jake Knapp G Pierceson Coody G Gary Woodland G Davis Thompson G Kevin Yu G Lee Hodges,,,,,
20155,5196297899,Fielder69 (42/150),324,155,G Scottie Scheffler G Ricky Castillo G Jesper Svensson G Matti Schmid G Kris Ventura G Joel Dahmen,,,,,
20155,5196297903,Fielder69 (46/150),324,155,G Scottie Scheffler G Mackenzie Hughes G Lee Hodges G Lucas Glover G Andrew Putnam G Aaron Wise,,,,,
20155,5196297966,Fielder69 (109/150),324,155,G Jackson Koivun G Corey Conners G Sungjae Im G Benjamin James G Michael Brennan G Max Greyserman,,,,,
20155,5196305350,louba5 (6/41),324,155,G Maverick McNealy G Tom Kim G Jackson Koivun G Jesper Svensson G Hao-Tong Li G Matt Kuchar,,,,,
20155,5196305682,DefendFreedom (132/150),324,155,G Hideki Matsuyama G Jake Knapp G Pierceson Coody G Ben Kohles G Michael Kim G Kris Ventura,,,,,
20155,5196307734,CrusadersEagles (6/20),324,155,G Scottie Scheffler G Thorbjørn Olesen G Zecheng Dou G Seamus Power G Billy Horschel G Matt Kuchar,,,,,
20155,5196312157,JRucker504 (80/150),324,155,G Maverick McNealy G Doug Ghim G Corey Conners G Sudarshan Yellamaraju G Ben Kohles G Lee Hodges,,,,,
20155,5196312214,JRucker504 (137/150),324,155,G Kurt Kitayama G Tom Kim G Corey Conners G Benjamin James G Ben Kohles G Brandt Snedeker,,,,,
20155,5196319134,jjoens,324,155,G Scottie Scheffler G Keita Nakajima G Lucas Glover G Patrick Rodgers G Zac Blair G Ryder Cowan,,,,,
20155,5196323212,Mase2428 (77/150),324,155,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Zac Blair G Austin Eckroat G Erik Van Rooyen,,,,,
20155,5196323259,Mase2428 (124/150),324,155,G Scottie Scheffler G Emiliano Grillo G Lee Hodges G Matt Kuchar G Zac Blair G Erik Van Rooyen,,,,,
20155,5196333221,menofleisure (17/150),324,155,G Hideki Matsuyama G Doug Ghim G Sudarshan Yellamaraju G Christiaan Bezuidenhout G Michael Brennan G Rasmus Neergaard-Petersen,,,,,
20155,5196335880,menofleisure (18/150),324,155,G Jackson Koivun G Jackson Suber G Corey Conners G Sungjae Im G Steven Fisk G Jesper Svensson,,,,,
20155,5196337148,bionicknee (56/150),324,155,G Scottie Scheffler G Kevin Yu G Lee Hodges G Kris Ventura G Kevin Roy G Matthieu Pavon,,,,,
20155,5196337478,joeknoke (51/150),324,155,G Scottie Scheffler G Beau Hossler G Michael Kim G Austin Smotherman G Zac Blair G Chandler Phillips,,,,,
20155,5196337555,joeknoke (128/150),324,155,G Scottie Scheffler G Kevin Yu G Thorbjørn Olesen G Chris Kirk G Kevin Roy G Neal Shipley,,,,,
20155,5196338100,b_kundrick (24/30),324,155,G Scottie Scheffler G Johnny Keefer G William Mouw G Lucas Glover G Lanto Griffin G Troy Merritt,,,,,
20155,5196345549,mark51481 (1/6),324,155,G Scottie Scheffler G Andrew Putnam G Austin Smotherman G Trace Crowe G Cameron Champ G Will Gordon,,,,,
20155,5196361384,Kenmasters7 (32/100),324,155,G Hideki Matsuyama G Pierceson Coody G Sam Stevens G Johnny Keefer G Max Greyserman G Ben Kohles,,,,,
20155,5196361756,deckeron (68/150),324,155,G Kurt Kitayama G Doug Ghim G William Mouw G Aldrich Potgieter G Ben Kohles G A.J. Ewart,,,,,
20155,5196364234,gokullect (4/150),324,155,G Scottie Scheffler G Steven Fisk G Ben Kohles G Max McGreevy G Takumi Kanaya G Brice Garnett,,,,,
20155,5196364308,gokullect (78/150),324,155,G Hideki Matsuyama G Doug Ghim G Gary Woodland G Davis Thompson G Michael Kim G Rico Hoey,,,,,
20155,5196364329,gokullect (99/150),324,155,G Kurt Kitayama G Hideki Matsuyama G Max Homa G Beau Hossler G Ben Kohles G Max McGreevy,,,,,
20155,5196370117,tplmiz23 (146/150),324,155,G Kurt Kitayama G Jake Knapp G Doug Ghim G Brian Harman G Lucas Glover G Tom Hoge,,,,,
20155,5196374721,vargas_63 (34/150),324,155,G Scottie Scheffler G Doug Ghim G Neal Shipley G Trace Crowe G Ben Silverman G Troy Merritt,,,,,
20155,5196392305,hemmer13 (2/2),324,155,G Tom Kim G Pierceson Coody G Jackson Suber G Benjamin James G Casey Jarvis G Ben Kohles,,,,,
20155,5196401930,HockeyCardsPlus (27/40),324,155,G Kurt Kitayama G Doug Ghim G Corey Conners G Mac Meissner G Ben Kohles G Chris Kirk,,,,,
20155,5196404217,MightySaint (3/20),324,155,G Jake Knapp G Tom Kim G Sam Stevens G Michael Brennan G Rasmus Neergaard-Petersen G Aldrich Potgieter,,,,,
20155,5196408243,dannyobiora20 (2/10),324,155,G Scottie Scheffler G William Mouw G Taylor Moore G A.J. Ewart G Kevin Roy G Ben Silverman,,,,,
20155,5196413185,kj94 (24/27),324,155,G Kurt Kitayama G Tom Kim G Christiaan Bezuidenhout G Michael Brennan G Zachary Bauchou G Zac Blair,,,,,
20155,5196414604,KTR84 (3/3),324,155,G Scottie Scheffler G Emiliano Grillo G Mackenzie Hughes G Lee Hodges G Takumi Kanaya G Aaron Wise,,,,,
20155,5196415176,dxb13 (68/150),324,155,G Scottie Scheffler G William Mouw G Casey Jarvis G Lucas Glover G Chandler Phillips G Stefano Mazzoli,,,,,
20155,5196416098,lklk88088 (17/150),324,155,G Kurt Kitayama G Sungjae Im G Jordan L. Smith G Mac Meissner G Christiaan Bezuidenhout G Ben Kohles,,,,,
20155,5196434497,salatso22 (64/80),324,155,G Maverick McNealy G Tom Kim G Sungjae Im G Davis Thompson G Kevin Yu G Ben Kohles,,,,,
20155,5196436754,wmgilpin (91/150),324,155,G Jackson Koivun G Jackson Suber G Gary Woodland G Tony Finau G Aldrich Potgieter G Stephan Jaeger,,,,,
20155,5196439410,Horseplayer1975 (61/150),324,155,G Scottie Scheffler G Jesper Svensson G Thorbjørn Olesen G Max McGreevy G Zachary Bauchou G Joel Dahmen,,,,,
20155,5196439434,Horseplayer1975 (85/150),324,155,G Scottie Scheffler G Brian Harman G Lee Hodges G Andrew Putnam G Karl Vilips G Chandler Phillips,,,,,
20155,5196440642,sean4billion (40/150),324,155,G Keith Mitchell G Tom Kim G Benjamin James G Johnny Keefer G Ben Kohles G Zachary Bauchou,,,,,
20155,5196441821,ThunderGravy (146/150),324,155,G Scottie Scheffler G Johnny Keefer G Ben Kohles G Kris Ventura G Nick Dunlap G Alejandro Tosti,,,,,
20155,5196443720,isaakuerickson (114/150),324,155,G Scottie Scheffler G Brian Harman G John Parry G Denny McCarthy G Tom Hoge G Ben Silverman,,,,,
20155,5196443742,isaakuerickson (136/150),324,155,G Scottie Scheffler G Michael Brennan G Max McGreevy G Zac Blair G Brandt Snedeker G Davis Chatfield,,,,,
20155,5196452015,kbpeters32 (66/150),324,155,G Scottie Scheffler G Casey Jarvis G Emiliano Grillo G Zachary Bauchou G Andrew Putnam G Paul Peterson,,,,,
20155,5196456956,jadenlilly (22/56),324,155,G Keith Mitchell G Gary Woodland G Corey Conners G Sudarshan Yellamaraju G Rasmus Neergaard-Petersen G Taylor Pendrith,,,,,
20155,5196459888,jadenlilly (33/56),324,155,G Scottie Scheffler G Jackson Suber G Billy Horschel G Tom Hoge G Davis Riley G Troy Merritt,,,,,
20155,5196459907,jadenlilly (52/56),324,155,G Keith Mitchell G Gary Woodland G Corey Conners G Sudarshan Yellamaraju G Rasmus Neergaard-Petersen G Taylor Pendrith,,,,,
20155,5196461232,jdub00 (148/150),324,155,G Kurt Kitayama G Hideki Matsuyama G Sungjae Im G Sam Stevens G Emiliano Grillo G Davis Chatfield,,,,,
20155,5196462432,grey31 (36/150),324,155,G Hideki Matsuyama G Jackson Suber G Benjamin James G Brian Harman G Ben Kohles G Mackenzie Hughes,,,,,
20155,5196462509,grey31 (113/150),324,155,G Benjamin James G William Mouw G Jesper Svensson G Keita Nakajima G Denny McCarthy G Zac Blair,,,,,
20155,5196465201,bones_15 (45/150),324,155,G Scottie Scheffler G Benjamin James G Ben Kohles G Takumi Kanaya G Brandt Snedeker G Paul Peterson,,,,,
20155,5196465205,bones_15 (49/150),324,155,G Scottie Scheffler G Benjamin James G Preston Stout G Lucas Glover G Aaron Wise G Davis Chatfield,,,,,
20155,5196465242,bones_15 (86/150),324,155,G Scottie Scheffler G Benjamin James G Brian Harman G Lucas Glover G Paul Peterson G Davis Chatfield,,,,,
20155,5196465300,bones_15 (144/150),324,155,G Scottie Scheffler G Benjamin James G Preston Stout G Lucas Glover G Paul Peterson G Davis Chatfield,,,,,
20155,5196476350,calmextex (72/150),324,155,G Scottie Scheffler G Taylor Pendrith G Lucas Glover G Zecheng Dou G Austin Eckroat G Brandt Snedeker,,,,,
